Name,Country,Date,Content
Deanne,"Coulsdon, UK",Jul 2019 • Friends,"It’s a great beach but it’s packed from dawn to dusk with people it’s more like Costa Del Sol. There are so many nicer beaches in Bali but then Seminyak is all about clubs, restaurants, bars etc so it depends what you’re looking for. "
Ben D,"Perth, Australia",Jul 2019 • Couples,"This beach is similar to Kuta, grey sand, and strange milky creeks flowing out into the water. I would not swim in that. I didn’t particularly like walking on the sand.Seminyak is to me, a quieter version of Kuta, but with nicer shops, better food, and more relaxed locals and tourists.I love Seminyak, just don’t bother going to the beach."
Sian F,"Mount Gambier, Australia",Jul 2019 • Family,We visited Double Six area of Seminyak beach and everything was very nice. We watched the sunset one night and if you want lounge chairs you have to pay. We paid $20 for 5. There are many bars and places to eat and it wasn’t too busy. 
Georgia,"Nelson, New Zealand",Jul 2019 • Family,"Loads of cool we spots , lounges cost about $2.50 NZ for a day . Bean bags are free as long as you buy food and drinks . Surf lessons cost  are between $20-$30 for a hour and half lesson or $5-$10 for surfboard hire for 2 hours . Awesome music and vibes "
ADL Foodie,"Adelaide, Australia",Jul 2019,"Beach is great for sunsets, waves were big, san was dirty and stray dogs everywhere. Prefer the Australian beaches! "
globalfoodie87,"Hamilton, New Zealand",Jul 2019 • Family,"The sand lacks luster, but great to surf...you can access for free if you walk just past potato head, or go through them and order lunch then use the beanbags provided. "
louishems,1 contribution,Jul 2019 • Couples,"Very clean beach that is well maintained, lots of entertainment options at night. Very busy but yet cozy, great place to relax."
Leah C,"Perth, Australia",Jun 2019 • Couples,"Good spot to learn to surf.  Sand is a mix of black volcanic and silica, so looks fairly good and very little rubbish.  Lots of access points on to the beach and variety of pop-up style bars."
ed edwards,Fiji,Jun 2019 • Family,Expansive beach that has awful riptides. Lots of umbrellas and and lounge chairs. All are for hire. Swim at your hotel pools.
Finemind1st,"Seattle, WA",Jul 2019 • Solo,Spent some time in the sun and people watched. Time well spent! There's tons of hotels/bars/restos to get lunch or dinner at when/if you get hungry. Enjoy!
samchy,"Birmingham, UK",Jun 2019 • Couples,The beach in Seminyak is okay but there are plenty more that are much better. The beach is average and we only went there for a walk in the evening. There are plenty restaurants near by so a good walk and many places to eat after the walk. 
Lauren01,"Porthcawl, UK",Jun 2019 • Couples,"We have spent a few days at the beach near Seminyak. The beach is clean, offers small waves for surfing and was monitored by lifeguards. "
flynniesmum,"Auckland, New Zealand",Jun 2019,Lovely at sundown but so many hawkers! If you can put up with trying to relax but be awoken by the locals aiming to sell then youll love it. Great bars & restaurants
Grant B,"Christchurch, New Zealand",Jun 2019 • Family,"A difficult to access beach hidden on the ""other"" side of a number of large villas and hotels.  You can reach it down a path at Ku De Ta or at Jalan Kayu Aya, just along from Motel Mexicola.  If you are of the white Kiwi or Aussie brigade take your sunscreen and pay for a sun umbrela if you intend to spend any time at the beach.I am not a surfer but the surf was quite large and to my untrained eye seemed to be what a number of doctors might order grommets and experts alike to savour.  I presume the waves arose from beach breaks, and on the day we were there we observed a number of perfect A frames."
AliciaCecilia,"Guangzhou, China",Jun 2019,"The beach is long. Connected with Kuta  and Legian and Petinget or something similar . Well is the same beach . It is not paradise at all . You can not swim only if you are a fan of surfing and beach clubs to drink and watch sunset . Of course nice for long walks.  At sunset is lively , full of local people and dogs  .... too many . No very clean . They have to clean every day with machines and full of offerings little basket with flowers . The nice touch is the colorful umbrellas and lounges  to relax ."
Edenescape S,"Auckland Central, New Zealand",Jun 2019 • Couples,"Relatively clean , good thunderous surf the days we visited, plenty of surf schools , people watching and beach club options . Lovely sunset ....  a loud and busy place "
DianneKamerling,"Cooroy, Australia",May 2019 • Couples,"Nice beach, with some good bars/eateries along the foreshore, not much surf as such, but great for children to go swimming"
TJ1,"Johannesburg, South Africa",May 2019 • Friends,"Looks like any other beach, not the crystal clear and blue green beaches seen in photos. Good to just chill for the afternoon where you can hire sunbeds and an umbrella. Also good walking distance from Seminyak Square and Village "
Geary W,3 contributions,May 2019 • Couples,"Just returned from a amazing trip to Bali, where during our 14 day adventure we visited Ubud, Sanur, Nusa Dua and Seminyak which unfortunately was the low point of our trip. We had been to Seminyak on a previous visit to Bali and didn't have any problems but this time We fell foul of unscrupulous money changers. They used misdirection and slight of hand to scam us out of approx 1 million Rupiahs. My advice is stick to the main money changers on main roads and always double check your cash before walking away. I went back and confronted my foe's and they claimed that i had dropped the money as I walked away which of course was rubbish, I did however manage to get half of the ill gotten gains back from them when they thought i might have called the police."
PeCi,"Bratislava, Slovakia",Jun 2019 • Couples,"It has all a tourist needs - little bars and restaurants, surf rentals and of course sun umbrellas & sunbeds to rent for about 150K Rp..Its not as crowded as Kuta, which we personally appreciated."
Penny L,"Singapore, Singapore",May 2019 • Couples,"We went there on both nights of our trip to chill and to relax. With the second day, we rented two beach chairs for my Boyfriend to suntan for 3hours (@ 200k rupiah). Since the main purpose of our trip was to relax, the sun sand and sea combination was heaven for us. Together with the little drinks and the stars in the sky. With the sound of waves (and of course the music) we had a really relaxing trip. And I’m missing the beach pretty badly at his moment."
Coenie K,"Riebeek-West, South Africa",Jun 2019 • Couples,"Stayed in a beautiful hotel,only you realise the beach were not great.Dirty sand,plastic and cigarette buds everywhere. Come on people be proud and ź"
Skhanna441,"New Delhi, India",Jul 2018 • Family,"Must visit place ,especially for sun set , worth watching. Good place for couples as well as for the families."
thaibanana,manchester,May 2019 • Couples,"As a keen swimmer I was slightly disappointed that the waves and surf were too strong to go swimming. The beach is large and flat, and you can walk along it for miles. There are plenty of people hiring loungers etc. We liked all the beach bars with their brightly coloured bean bags! At night the beach comes alive, with beautiful sunsets and bands/ singers at most of the beach bars. Very relaxing except for the hawkers of which there were many! Just saw a review below about effluent and can agree - upon walking northwards along the beach towards seminyak square, there was quite a fast flowing creek that stunk. Take care where you bathe I think! There were also dogs running around and on our walks we did pass the occasional dog turd. We did see people cleaning the beach and overall it was pretty clean with just a few trouble spots."
Shelley Mac,5 contributions,May 2019 • Couples,The beach was relaxing with it's wide sand and good surf. Great that you can walk along the beach for miles and also call in to visit places all along the way.
MarcieBenton0186,6 contributions,Jun 2019 • Couples,"We came to Bali for beach, but this one is not what we were expected when we booked our tickets to here. Grey sand, rubbish, positive side sunsets are amazing here."
MLandM,"Brisbane, Australia",Jun 2019 • Couples,"While walking along Seminyak beach just north of Moonlight I crossed a creek. Brown, raw, stinking effluent was pouring into the ocean right near swimmers and surfers. About 200 litres per minute. That's 10 tonnes per hour. When I asked them, the locals knew but didn't care. It was disgusting. The prevailing current carries it northwards.Be warned. Do yourself a favour, surf Double Six instead."
siongl76,4 contributions,May 2019 • Couples,This beach is a nice place to chill and recommended for sunset. The sand is fine and suitable to laze around and sun bathing. However it is not recommended for swim.
GlendaNicholson0785,4 contributions,May 2019 • Family,"Great place for sunset. Get an cocktail, listen to the bands and enjoy the view. During daytime many surfers, tourists and dogs."
Sharon N,"Brisbane, Australia",May 2019 • Friends,We are a bit spoilt coming from Australia but it was a nice beach.  Liked the relaxed beach at night. Sit have a drink listen to a band. 
sanjaya,"Bali, Indonesia",May 2019 • Friends,Try go to this place at sunset and you will be amazed. We have a great time in here.  But will find some other beaches
Ipfreely84,"Seminyak, Indonesia",May 2019 • Business,"One of the best tattoo studios I have been to , absolutely amazing and kind people with absolute outstanding talent , I would highly recommend anyone wanting or looking at having a tattoo done to have it at their shop"
Tya A,"Jakarta, Indonesia",May 2019 • Friends,"Was here more than 3 times this week. I came here to see Sunsets. There are lots of other people from surfing, football to relax by sitting by the beach. The beach is clean. There are many people bring their dogs here for afternoon walk"
orientdesign,wateringen,May 2019 • Family,"in the center of Seminyak and enjoy the sunset on a beautiful beach. It can be super crowded but very cozy. Keep your attention, because if you order a cocktail during the rush, it may be that there is almost no alcohol in it. It happened to us in any case."
Loislovestravelling,"Melbourne, Australia",May 2019,"It is good to visit..... but just the once. To be honest, unless you want to sit and drink, there isn’t much more to do. "
mkaes,"Luzon, Philippines",Nov 2018 • Couples,"Great place to watch the sunset, resto bars are here and there, make sure you choose the best spot with great drinks menu and live music, bring your tripod to capture the timelapse of the sunset, make sure you bring enough money as the drinks are pricey! "
Deetee100,"London, UK",May 2019 • Friends,"This coastline on the western side of Bali, starting from Kuta, through Legian to Seminyak is very heavily commercialised, so the beach is lined with hotels and bars and, although kept relatively clean, is still far from somewhere to relax. There are surf schools along the entire length, then people trying to sell you everything from coconuts to sarongs and hats. You‘ll have to venture further away from Denpassar to escape the crowds."
FamilyWillow,173 contributions,May 2019 • Couples,As usual there were numerous dogs defacating on the beach. It's strewn with rubbish and there is a large drain flowing with poluted water.Don't let the photos cool you.
Erwin,"Ede, The Netherlands",May 2019 • Couples,During sunset and after sunset on this beach the bars have live music and often 'happy hour' cocktails. Easy to have a few great nights.
MishyTravels,"Melbourne, Australia",May 2019 • Couples,"This beach is great for keeping active, with flat firm sand perfect for walking, jogging or running.The beach is clean and scraped every morning.There are a few friendly dogs but the area comes alive at night with movies or live music, fairy lights, cocktails and food a plenty.Perfect for singles, couples or families"
Frank G,"West Pennant Hills, Australia",Apr 2019 • Family,There is no way I will ever go back to this beach.  It is the filthiest piece of ocean and sand I have ever seen  Authorities really need to clean this up. No thank you.
NIC D,France,May 2019 • Solo,"nice to go into the sea or walk in the morning or go at the end of the afternoon , to sit on pouf  for the sunset , looking for the "" green ray""( le raon vert;;;°"
Herdiana Surachman,"Bandung, Indonesia",May 2019 • Friends,"When in Bali, me with friends always come to Petitenget Beach to enjoy the beach while waiting for sunset.Different with Kuta where on the bach so many locals sunbed, and in Double Six where so many beach bar.In Petitenget's Seminyak beach you can take your own beach towel and have your own time. Of course, there's still locals try to sell products or food, but it's because Petitenget is public beach but sometime is clearer than the two (Kuta & Double Six)"
Mariatynan,"Newcastle, Australia",May 2019 • Couples,The beach was clean this time of year. Lots of restaurants where we go. Champlung is our favourite. Balinese are all pleasant.
Matthew D,"Dunedin, New Zealand",Apr 2019,"OK maybe I’m spoiled a bit by living in sight of a great beach and holidays in the Pacific Islands but I don’t particularly rate this one. Long sandy beach, not too crowded, some nice beachside bars and restaurants. The surfing is OK (again, spoiled by Hawai’i and Aotearoa) but not great. Absence of lifeguards and presence of undertow make swimming an issue. Some rubbish- not as bad as Phuket, worse than the Pacific. An oil slick present while we were there. As beaches go, if you’re looking for a long walk on a beach ((with a reasonable number of people there but not crowded or noisy) with some places to get a beer or some decent food at reasonable prices you won’t go wrong with this. But it’s not spectacular and lack of swimming or natural shade that you don’t have to pay for are an issue. "
badhabbits05,"Sydney, Australia",May 2019 • Friends,"Nice and relaxing sunset drinks you will get hassled by locals selling kites, bracelets and all other items"
GlobetrotterJ16,"Seoul, South Korea",Mar 2019 • Couples,The beach in Seminyak is not as wide as in other areas of Bali but it is fairly clean and also perfect for a stroll. Compared to Kuta it is also cleaner. Not many people are in the water though.The best part are the sunsets which are simply stunning viewed from Seminyak. Best is to go to one of the beach clubs and enjoy the view from there.
Krossprocess,"Rowville, Australia",May 2019 • Couples,Literally full of commercial rubbish! The live music venues at night are the only reason to visit this beach mainly because the beach gets raked and the rubbish is hidden in the dark. 
Paul in Frankfurt,"Frankfurt, Germany",May 2019 • Friends,Pleasant but ... not my favorite... there’s open sewage and a fair amount of trash that washes up on the beach from god knows where? all sorts of PLASTIC trash is around and incredibly sad to witness. Why isn’t Bali aggressively working on picking up trash from its once pristine beaches? Non biodegradable PLASTIC shouldn’t just sit on the beach - it’s dirty and harmful to the environment. This is what happens when they’ve got 5 million visitors per year ... 
Ryan B,"Camps Bay, South Africa",Apr 2019 • Couples,"When we went to visit my wife and i werent overly impressed. The beach had quite a bit of rubbish on it, the water was very murky and churned up from the big waves and it just didnt compare to other beaches i have been to around the world."
higgos@gmail.com,"Sydney, Australia",Mar 2019 • Couples,"Seminyak is that little bit quieter than Legian and definitely quieter than Kuta. Mostly high-end resorts so not a lot happening on the beachfront. Most of the resorts have restaurants/bars open to the public, including the excellent The Samaya, so it's well worth a drink or a meal looking over Seminyak Beach. Ok for surfing but the banks never quite form properly so it's hard to find a consistent peak. The quality of the water is hit and miss, use your sense. If it's been raining a lot and there's a lot of storm-water run-off or, (especially) you can see plastic bags, etc. in the water then stay out pf the water for a few days."
ExcitedTraveller1973,"Hamilton, New Zealand",Apr 2019 • Couples,On our visits to Seminyak beach it was just out from our hotel - Royal Beach by MGallery. It was kept clean and the guys out front selling bintang and soft drinks were all good. Not as many hawkers selling items as other parts of the beach which has its good points!
Maria B,"Melbourne, Australia",Apr 2019 • Couples,"We are not surfers, but real beach lovers - we would never consider sunbathing on this beach. The sea is quite rough, the beach itself is not very clean. Watching the sunset is the only reason to visit Seminyak beach in my opinion."
Sunshine307,"Adelaide, Australia",Apr 2019 • Solo,Seminyak Beach is still one of the cleanest along here.Lots of beautiful cafes and restaurants to relax in and watch the waves or catch a breathtaking sunset while sipping on s cocktail. The beach is cleaned daily here so it is great to have a swim without all the litter👍
nxtxpxk,"Pattaya, Thailand",Apr 2019 • Couples,The beach mainly attracts surfers. There are beach chairs everywhere where you can sit and grab some drinks from beach bars. Garbage can be seen in general.
JamesCowcher,"Melbourne, Australia",Apr 2019,"Go running, go for a swim , lie on the beach or drink beer at sunset. It’s all good. I was staying in the hotel indigo which has direct beach access and beach views from the hotel. I would recommend Seminyak over other beaches."
Astri F,6 contributions,Apr 2019 • Friends,"I admire sunset in Seminyak Beach. This beach is not a quiet place to enjoy sunset while reading a book, but to catch a beautiful sunset? This is one of the must visit place.I love to see the wave and it sounds so calming. They provide many bean bag there, so you can choose any spot to catch the sunset. For some cafe they need you to make reservation before you come to get the best spot. But overall it was a great sunset.So, go catch your sunset in Seminyak Beach and enjoy the moment there."
Jim W,"Guam, Mariana Islands",Apr 2019 • Family,Waves are a bit rough for swimming but perfect for surfing and the Long Beach run  was absolute perfection.  But...the best part....the sunset.  Get a beach side table for dinner and enjoy the sunset over what I think is a top 10 beach in the world!  
Sashnson,"Gold Coast, Australia",Apr 2019 • Family,"Amazing, great vibe, music on the beach, bean bags, great smells, awesome calm crowd. A great place to be at sunset. Eats, drinks and great chill out place."
Rbnwdln,Minnesota,Feb 2019 • Friends,"We stayed at a beautiful resort in Seminyak and although the resort was fantastic, the beach and sea were quite dirty. The sand was grey with chunks of plastic and other debris. The water was also full of trash. Very disappointing to travel so far and find the beach in such condition.😔"
SClemens,"Livermore, CA",Apr 2019 • Family,Great beach at Double 6. Nice cafe and friendly people. We used the local surf school / board rental which was very fair. My wife like Seminyak over Samir.
Judy A,"Brisbane, Australia",Mar 2019 • Friends,"Recently stayed at Double-Six Hotel and was able to see the daily early morning cleaning of the beach by tractor. Great beach for walking, scenic, lots of activity and some great beach restaurants and bars with bean bags to relax in and enjoy the music in the evenings. "
suzannecotton2711,"Leeds, UK",Mar 2019 • Couples,sea can be a bit rough with large waves and a strong pull  good for surfing   the sea is really warm and clean . beach gets busy on night for the sun set but it is worth seeing.  plenty of bars and seating 
TKSG88,"Singapore, Singapore",Apr 2019 • Couples,"Nice clean sand with nice sunset , nothing much to complain about , the corn being sold on the beach taste so good too "
Grace B,4 contributions,Mar 2019 • Family,do not buy and drink the cocktails as the will make u very sick.Its Bali moonshine they use.. it smells like fuel They told me its made from coconuts... no its not.It can be dangerous if ur on medication.The restaurants also offer these cocktails.Stay away from them. 
Anupam S,"Shimla, India",Mar 2019 • Couples,This beach is a good place for strolling. Neat and clean beach. The weather was good in March when we visited there.overall a nice place for peaceful strolling.
asim_chakrabarti,"Kolkata (Calcutta), India",Mar 2019 • Family,"Excellent and clean beach..Surfing,  kiting and playing football with local inhabitants will add on extra mileage. "
Kumar E,"Melbourne, Australia",Feb 2019 • Solo,"Beautiful beach to watch the sunset and chill out. You will fins many restaurants, and along the beach side. I enjoyed sipping a cocktail and watching the sun goes down. So relaxing."
Caroline H,"Alstonville, Australia",Mar 2019 • Solo,😎.....was a nice place to see 🏖Preferred my private pool and less tourists to be honest 😊😎😍Quiet time was all I was in need of for this trip away ☺☺☺☺☺
Craig F,16 contributions,Feb 2019 • Couples,"I understand February is offseason in Bali, however, the weather was nice, surf was up, not too many people on the beach or in the water.  Always lots of available sun lounges with umbrellas.  Only complaint is the very gradual slope of the beach, so you have to go WAY out to be in water above waist level.  Actually, one other complaint and its a big one, the people coming up to you every 5 minutes trying to sell you something.  Just want to close my eyes and chill, right?  Very annoying. Oh yeah, one more thing...walked to the beach from Potato Head and on the way walked through a river of sewer water flowing into the ocean.  Yuk.   But don't think that's super close to the public beach, was hard to tell at night.  Anyway, also have fresh coconut water for sale and showers for use for a small fee.  Great beach overall"
Bas F,"Roosendaal, The Netherlands",Mar 2019 • Couples,It is a beautifull beach with nice sands and relatively calm des. Many possibillities to enjoy a longer stay here.Drinks and bites available.
Rodney M,"St Peters, Australia",Feb 2019 • Friends,"The beach is always fun to walk along , I find it best early in the morning or later in the afternoon as it does get very hot .It’s a surf beach so be prepared for some strong waves or currents and swim where the flags are.There is many spots you can hire chairs or just stop for a cool drink , there are a lot of  Balinese selling sarongs jewellery etc but if you take the time talk to them they do have interesting stories to share .You also are able to grab a massage along the beach and there is no shortage of food . I find the best way to walk down to Legion or Kuta as it does not seem as far compared to walking the main streets.When the tide is out there is some rubbish that you will see and the locals try to clean the beach up as much as possible ."
VWDest,"Gothenburg, Sweden",Feb 2019 • Family,"Seminyak beach is a okey beach with a lot of nice restaurants and surfing spots and companies renting you surfing gear, but the beach feels a bit dirty..Not so much the beach actually more the plastic coming up on shore..Everyday I cleaned plastic coming up from the ocean.It’s so sad what we the human race are doing to our planet."
Olga K,"Moscow, Russia",Feb 2019 • Friends,"Hello everyone!I want to tell you about Seminyak beach and places I visited near this beach.First of all , Seminyak beach is one of the cleanest beaches but it is not possible to swim there because of waves. For swimminf I like Karma beach or Melasti beach next to Karma. On the Seminyak you can go to Potato Beach Club and have fun there all day from 10am to 1am. Deposit is 1 million for bed. Maximum 6 persons. You can get drinks and food for these money. At night I went to ""Mirror"" night club and ""La Favela"". i liked them and I really had fun there. Night clubs normally close at 3pm there.Enjoy your holidays!Yours Olga Korneva ;)"
Int_Academic,"Wellington, New Zealand",Jan 2019 • Couples,I've visited the beach many times. The first time I saw masses of plastic particles on the tide line where you might expect to see shells and seaweed.This time perhaps because it coincided with Chinese New Year the beach seemed pristine.  It was clear that this was due to a concerted effort to rake and collect the plastic. Full marks hotels / council i cant express how important this aspect is to visitors. And thank you for the beautification of the roadside with plants. It has made a massive difference.
Jonas W,"Stockholm, Sweden",Mar 2019 • Family,"Beach is unfortunately not so nice anymore, lots of plastic and stuff. Surfing is ok still, but the beach is not for swimming due to waves and currents. Beach side hotels and restaurants are not especially nice either; more pricey the just a block above and the value for the extra sea view is overrated. Better beaches just north of.We had one stop there and never went back. "
Aj92,"Seminyak, Indonesia",Mar 2019 • Couples,"Very average beach, thank goodness i don't see much rubbish after i heard there was a ban for single use plastic. It's nice to see the sunset there if you like walks on the beach and have some cocktails in the bars there. Watch out for some dogs that poop in some parts of the beach. Other than that it's good to go early in the morning there as well. If you are going by a motorcycle or car there is parking fee which is about 500 rp."
rene z,"Tamarindo, Costa Rica",Feb 2019 • Couples,We went for a beach walk at 6:30am and the amount of garbage on the beach was appalling. Cleaning crews were working but it’s sad to see so much plastic and other types of garbage on the beach. With so much income crom tourism the Balinese government ought to invest in educating people about littering...
T D N,"Melbourne, Australia",Feb 2019,"This beach is quaint and simple (and a little bit stinky). Don’t expect much and you’ll enjoy it. It’s a beautiful walk to La Plancha or similar, yet it’s so heartbreakingly covered in rubbish and debris. "
Robert O,"Rotterdam, The Netherlands",Feb 2019 • Solo,"Hotels offering Western style comfort, restaurants with a bit of everything, disco's with loud bass sounds and amplifiers on the beach (hard rock, hiphop, disco, Beatles and Stones from the 1960s). Lots of cold beer. Not to mention vendors and other local service providers. Great for watching sunsets and having a party.Quite unique are the big waves, but they also carry a lot of rubbish to the beach. A result of a poor waste collection system on the island and of course large industries that wrap their goods in plastic. 80% of the garbage on Seminyak beach comes from rivers that wash it down into the ocean. Especially during the rainy season it is a big problem."
Kyla L,11 contributions,Feb 2019,"An average looking beach that is made to look much worse because of all the garbage washed ashore. They going rate for sun chairs seems to be 200K for two people, which is way more than other places and you don’t even get access to food or toilets! Would never come back. "
TheMoni17,"New Delhi, India",Jan 2019 • Couples,It is a nice soft white sand beach with many restaurants and shacks lined up on the edges. We went there for a stroll with our footwears in our hands but had to be very careful while walking as there was too much waste & garbage being thrown at this beach. I think Bali government should limit the commercialisation here and make strict rules for the vendors and sellers to ensure that their customers do not litter. And should also impose fine on the people/visitors who litter. 
Ferry A,"San Mateo, Philippines",Feb 2019 • Family,We went there for dinner. Relaxing and colorful bean chairs all over. Went to a resto with live singers. Friendly staff. We loved their pizza and chicken wings. A variety of drinks too. 
janetlim18,"Petaling Jaya, Malaysia",Jul 2018 • Couples,"Nice beach, worth to go. Will go again. Was great for time lapse video and beach walk. Enjoyed my time there with sunset. "
HayleyPresling,"Wellington, New Zealand",Feb 2019 • Couples,Beautiful setting on Bali’s coastline. But sadly there is a lot of rubbish left behind which impacts the beauty. Be weary of the people trying to give you cards for timeshares and trying to get you to go to the hotels with them to claim prizes. This got annoying as there are so many people doing the same thing and some are quite pushy. We walked along the beach once but didn’t return again.
Ciggie123,"Gold Coast, Australia",Feb 2019 • Friends,We are staying right on the beach which is lovely just to look at but too rough for swimming most days.  Sand is awful 
Margaret B,"Calgary, Canada",Jan 2019 • Couples,"At first glance upon arrival walking the beaches from Seminyak to Legian and Kuta and back my reaction was “are you kidding me”. The words that comes to mind were SAD, PATHETIC, A TRAGEDY! In our travels, this is the filthiest beach we ever visited. There were a number of surfers taking lessons and others swimming. If I had children there is no way I would allow them to swim in those waters.  The first couple weeks the beaches were much the same, some days much worse than others. There were so many plastics washed ashore it was a horrific. I did not expect this. We were in Seminyak almost one month and every day we made a point to walk the three beaches. Some days the locals were out raking what seemed to be an endless task and other days we saw pay-loader tractors with buckets transporting the trash to designated areas and making large piles. We spoke with locals and they explained that during the rainy season especially and high tide the winds and currents carry the trash from several rivers into the ocean and onto the beach. We were very fortunate to catch the beaches clean and water clear and not cloudy. Having the luxury of time when visiting any place can change your attitude and assumptions. Sometimes we can be too quick to judge a place. Sadly for some we met, they only had a few days or a week to visit it at it’s worse."
paul,10 contributions,Feb 2019 • Solo,Easy access. Lots of seating at bars and restos. Nice for family visits.  Not too noisy and lots of different price offering. 
WarneAu,"Sydney, Australia",Feb 2019,Nice place to spend an evening with good restaurants to choose from and  listen to live music. Clean beach area. Don’t know how safe to swim. 
Brage N,9 contributions,Feb 2019 • Couples,"Granted, the weather was bad, but the beach wasn't great.  The sand is dark brown and there are some stray dogs there."
AussieRicho1,"Wollongong, Australia",Jan 2019 • Solo,Visited during my long walk along the coastal beaches of Kuta area. This beach was a bit cleaner than the previous ones but still had plenty of plastic around. Nice area and plenty of places to view sunset in the afternoon.
Leslie L,"Sydney, Australia",Jan 2019 • Solo,The amount of plastic washed up on shore is horrific. Apparently Indonesia is second only to China for plastic pollution in our oceans. Such a shame.
CharisseThompson,"Fort Lauderdale, FL",Dec 2018 • Friends,"It’s always refreshing to be at the beach. Great surfing waves, clear water, and warm sand between your toes."
Selena D,"Manchester, UK",Dec 2018 • Couples,Every morning the locals clean this beach before the tourists get there because it is full off pollutions that comes in from the ocean. It’s a nice enough beach (after the clean up) but there are better beaches such as Echo beach and Nusa Beach. This beach is perfect for watching the sunset though!
davolitribe,"Melbourne, Australia",Jan 2019 • Couples,"So much rubbish floating in the water........water is beautiful and warm and the atmosphere great, but it's all let down by the floating rubbish and debris in the ocean. Something needs to be done......"
Noelene G,"Epping, Australia",Jan 2019,Nice sunset......but beach was full of rubbish.  Was not nice seeing a man drown and all the tourist just taking pictures.
John and Les C,"New Plymouth, New Zealand",Jan 2019 • Couples,We were in Seminyak in early/mid January 2019 and saw some great sunsets.  Nice to walk along the beach during the day and visit Ku Da Ta and Potatoe Head.
Sammiwat,"Haltwhistle, UK",Jan 2019 • Couples,"Wow what an amazing huge beach which goes on forever. You'll certainly not feel overcrowded on this beach! Great for surfing to & lots of bars & restaurants nearby. It was a shame to see lots of plastic lying around on it but there was people there every day trying to pick it up, such a shame our world has let this happen, well done for trying to keep on top of it."
Sue T,"Canberra, Australia",Jan 2019 • Family,A great place to sit with a glass of wine to watch the beautiful sunset.  Lots of locals will come up and try to sell their wares but they are making a living so I didn’t find it a problem. Lots of bats on the beach to buy beer. We brought our own wine.
Alexey Ivanov,"Moscow, Russia",Jan 2019 • Friends,"Been here many times, great sunset many nice cafes along the beach, great place for cocktails and meet up with friends"
Marynik2,"Bathurst, Australia",Jan 2019 • Family,"We went for a walk along the beach and it was considerably cleaner than other Bali beaches( Sanur, legion, kuta)I would probably go for a swim too as the water wasn’t washing up piles of plastic! The beach out the more expensive resorts( legian , oberoi) was pretty much spotless and we only encountered less than half a dozen hawkers along the way. Obviously they pay to keep them at bay. "
Bettina W,"Sao Paulo, SP",Jan 2019 • Family,We spent one night in Seminyak and went to check the beach in the morning... we were very disappointed! The water is so dirty that we did not go in...there are great hotels on the beach and waves for surfers but unfortunately the water is dirty and the beach is not that great. There are many better options in Bali
Karen G,Tauranga,Jan 2019 • Family,"What a shame that what could be a great beach is filthy. Rubbish everywhere and the main entry smell disgusting. The beach is long and pretty is it went for this. Tourist will be more and more turned of visiting if the local population don't start to take a pride in where they live.  There was no one renting sun loungers, why would you to look at rubbishing washing in and out on the beach. There were a lot of surfers so I assume that's the main draw, however there are red flags lining most of the beach indicating rips and unsafe swimming areas. We only visited once preferring to swim in our villa pool instead."
CapeTurning,"Iisalmi, Finland",Dec 2018 • Family,"(written after 1st day, update after that)After starting our Bali trip in Sanur, where the beach was clean, with zero plastic and crystal, still waters, the Seminyak beach DUMP was a shocking experience!A very nice, classic monumental beach, tens of kilometres long, and more than 50 m wide, with this solid, easy-walking sand, BUT FULL OF PLASTIC! Both the beach and the water as well. And small rivers bring sewage, nauseous.Could not swim at all, so ugly! Fortunately we had such a nice villa, we could stay there.About this disaster we discussed for long with our villa manager. Well, he said that the beach is not such all the time, but twice a year. Then there is certain wind, that now started blowin 4 days ago, and it brings a lot of wood pieces and plastic ashore.Usually lasts around a week. Good thing to see, compared to eg. Thailand, was to see, that there was an army of government paid workers cleaning beach, and trucks driving the waste away. On our 1 hour walk I think we saw more than hundred workers on a 2km strip of beach.Still, it will last days for the sea to vommit all the carbage to the land for them to pick up.I asked where is the litter from, and the manager told us, it is from ther rivers, namely Balis own rivers, not coming further away. He said there is a lot going on in Bali to tackle the issue, but the change is slow, and presumed it take at least one lifetime. They do realize that tourists won't come if it is not clean!And, maybe tourists have already started to shun Bali as both in Sanur and in Seminyak it was really quite, the restaurants empty all night etc.?They are banning the plastic straws already, which is a start, but most of the plastic litter seems to be smaller than plastic bags, these everyday wrappers for food. Why do we need to wrap a single sweet into plastic?(updated after the second last day)Well, during the last day, the beach seemed cleaner, the armies of cleaners had succeeded and it seemed less new trash coming. However, when standing in the sea knee deep, almost every wave brouht ugly things to skin...(updated after the last day)The situation got even better, less crap. A New Hope!#hopingforthebetterworld #stoptheplasticpollution"
NZaussietravelyes,4 contributions,Jan 2019 • Family,"many shop restaurante the best is sunset, the beach is very long beach so some part its clean some part is dirty, but the sunset gezz, so nice"
JasonD1972,"Canberra, Australia",Dec 2018 • Couples,sewage and rubbish everywhere. walked down to the beach once and never returned. watched a couple wash the sand of their feet in one of the open drains running onto the beach. wtf? :-D
David C,4 contributions,Jan 2019 • Family,"Safe to swim around others, but sand to get to the beach very hot and debree floting in the white wash."
