review,scores,compound,comp_score
look like crystal clear blue green beach see photo good chill afternoon hire sunbeds umbrella also good walk distance seminyak square village,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.872}",0.872,1
return amazing trip bali 14 day adventure visit ubud sanur nusa dua seminyak unfortunately low point trip seminyak previous visit bali didnt problem time fell foul unscrupulous money changer use misdirection slight hand scam u approx 1 million rupiah advice stick main money changer main road always double check cash walk away go back confront foe claim drop money walk away course rubbish however manage get half ill gotten gain back think might call police,"{'neg': 0.189, 'neu': 0.651, 'pos': 0.16, 'compound': -0.1882}",-0.1882,0
tourist need little bar restaurant surf rental course sun umbrellas sunbeds rent 150k rpits crowd kuta personally appreciate,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}",0.4019,1
go night trip chill relax second day rent two chair boyfriend suntan 3hours 200k rupiah since main purpose trip relax sun sand sea combination heaven u together little drink star sky sound wave course music really relax trip im miss pretty badly moment,"{'neg': 0.086, 'neu': 0.638, 'pos': 0.277, 'compound': 0.8885}",0.8885,1
stay beautiful hotelonly realise greatdirty sandplastic cigarette bud everywhere come people proud ź,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.7906}",0.7906,1
must visit place especially sun set worth watch good place couple well family,"{'neg': 0.0, 'neu': 0.583, 'pos': 0.417, 'compound': 0.7322}",0.7322,1
keen swimmer slightly disappointed wave surf strong go swim large flat walk along mile plenty people hire lounger etc like bar brightly colour bean bag night come alive beautiful sunset band singer bar relax except hawker many saw review effluent agree upon walk northward along towards seminyak square quite fast flow creek stunk take care bathe think also dog run around walk pass occasional dog turd see people clean overall pretty clean trouble spot,"{'neg': 0.08, 'neu': 0.581, 'pos': 0.34, 'compound': 0.9761}",0.9761,1
relax wide sand good surf great walk along mile also call visit place along way,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.872}",0.872,1
come bali one expect booked ticket grey sand rubbish positive side sunset amaze,"{'neg': 0.0, 'neu': 0.546, 'pos': 0.454, 'compound': 0.8074}",0.8074,1
walk along seminyak north moonlight cross creek brown raw stink effluent pour ocean right near swimmer surfer 200 litre per minute thats 10 tonne per hour ask local know didnt care disgust prevail current carry northwardsbe warn favour surf double six instead,"{'neg': 0.135, 'neu': 0.743, 'pos': 0.121, 'compound': 0.0818}",0.0818,1
nice place chill recommend sunset sand fine suitable laze around sun bathing however recommend swim,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.8225}",0.8225,1
great place sunset get cocktail listen band enjoy view daytime many surfer tourist dog,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.8074}",0.8074,1
bit spoilt come australia nice like relaxed night sit drink listen band,"{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.8176}",0.8176,1
try go place sunset amaze great time find beach,"{'neg': 0.0, 'neu': 0.479, 'pos': 0.521, 'compound': 0.8225}",0.8225,1
one best tattoo studio absolutely amaze kind people absolute outstanding talent would highly recommend anyone want look tattoo do shop,"{'neg': 0.0, 'neu': 0.363, 'pos': 0.637, 'compound': 0.9713}",0.9713,1
3 time week come see sunset lot people surf football relax sit clean many people bring dog afternoon walk,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6808}",0.6808,1
center seminyak enjoy sunset beautiful super crowd cozy keep attention order cocktail rush may almost alcohol happen u case,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.9001}",0.9001,1
good visit honest unless want sit drink isnt much,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.7579}",0.7579,1
great place watch sunset resto bar make sure choose best spot great drink menu live music bring tripod capture timelapse sunset make sure bring enough money drink pricey,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.9517}",0.9517,1
coastline western side bali start kuta legian seminyak heavily commercialise lined hotel bar although kept relatively clean still far somewhere relax surf school along entire length people try sell everything coconut sarong hat youll venture away denpassar escape crowd,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.743}",0.743,1
usual numerous dog defacating strewn rubbish large drain flow poluted waterdont let photo cool,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}",0.3182,1
sunset sunset bar live music often happy hour cocktail easy great night,"{'neg': 0.0, 'neu': 0.457, 'pos': 0.543, 'compound': 0.8934}",0.8934,1
great keep active flat firm sand perfect walk jog runningthe clean scrap every morningthere friendly dog area come alive night movie live music fairy light cocktail food plentyperfect single couple family,"{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.9584}",0.9584,1
way ever go back filthy piece ocean sand ever see authority really need clean thank,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.722}",0.722,1
nice go sea walk morning go end afternoon sit pouf sunset look green ray le raon vert,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}",0.4215,1
bali friend always come petitenget enjoy wait sunsetdifferent kuta bach many local sunbed double six many barin petitengets seminyak take towel time course there still locals try sell product food petitenget public sometime clear two kuta double six,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.8402}",0.8402,1
clean time year lot restaurant go champlung favourite balinese pleasant,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.7184}",0.7184,1
ok maybe im spoil bit living sight great holiday pacific island dont particularly rate one long sandy crowd nice beachside bar restaurant surf ok spoil hawaii aotearoa great absence lifeguard presence undertow make swim issue rubbish bad phuket worse pacific oil slick present beach go youre look long walk reasonable number people crowd noisy place get beer decent food reasonable price wont go wrong spectacular lack swim natural shade dont pay issue,"{'neg': 0.112, 'neu': 0.615, 'pos': 0.273, 'compound': 0.9209}",0.9209,1
nice relax sunset drink get hassled local sell kite bracelet item,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.6908}",0.6908,1
seminyak wide area bali fairly clean also perfect stroll compare kuta also cleaner many people water thoughthe best part sunset simply stun view seminyak best go one club enjoy view,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.9623}",0.9623,1
literally full commercial rubbish live music venue night reason visit mainly get raked rubbish hidden dark,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1
pleasant favorite there open sewage fair amount trash wash god know sort plastic trash around incredibly sad witness isnt bali aggressively work pick trash pristine beach non biodegradable plastic shouldnt sit dirty harmful environment happen theyve get 5 million visitor per year,"{'neg': 0.065, 'neu': 0.648, 'pos': 0.287, 'compound': 0.8649}",0.8649,1
go visit wife werent overly impressed quite bit rubbish water murky churn big wave didnt compare beach around world,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.3724}",-0.3724,0
seminyak little bit quiet legian definitely quiet kuta mostly highend resort lot happen beachfront resort restaurantsbars open public include excellent samaya well worth drink meal look seminyak ok surf bank never quite form properly hard find consistent peak quality water hit miss use sense rain lot there lot stormwater runoff especially see plastic bag etc water stay pf water day,"{'neg': 0.047, 'neu': 0.77, 'pos': 0.183, 'compound': 0.8532}",0.8532,1
visit seminyak hotel royal mgallery keep clean guy front sell bintang soft drink good many hawker sell item part good point,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.8176}",0.8176,1
surfer real lover would never sunbathe sea quite rough clean watch sunset reason visit seminyak opinion,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.7769}",0.7769,1
seminyak still one cleanest along herelots beautiful cafe restaurant relax watch wave catch breathtaking sunset sip cocktail clean daily great swim without litter,"{'neg': 0.0, 'neu': 0.52, 'pos': 0.48, 'compound': 0.9485}",0.9485,1
mainly attract surfer chair everywhere sit grab drink bar garbage see general,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.3612,1
go run go swim lie drink beer sunset good stay hotel indigo direct access view hotel would recommend seminyak beach,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6597}",0.6597,1
admire sunset seminyak quiet place enjoy sunset read book catch beautiful sunset one must visit placei love see wave sound calm provide many bean bag choose spot catch sunset cafe need make reservation come get best spot overall great sunsetso go catch sunset seminyak enjoy moment,"{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.9821}",0.9821,1
wave bite rough swimming perfect surf long run absolute perfection butthe best partthe sunset get side table dinner enjoy sunset think top 10 world,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.9485}",0.9485,1
amaze great vibe music bean bag great smell awesome calm crowd great place sunset eats drink great chill place,"{'neg': 0.0, 'neu': 0.313, 'pos': 0.687, 'compound': 0.9805}",0.9805,1
stay beautiful resort seminyak although resort fantastic sea quite dirty sand grey chunk plastic debris water also full trash disappoint travel far find condition,"{'neg': 0.174, 'neu': 0.561, 'pos': 0.265, 'compound': 0.4715}",0.4715,1
great double 6 nice cafe friendly people use local surf school board rental fair wife like seminyak samir,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.9313}",0.9313,1
recently stay doublesix hotel able see daily early morning cleaning tractor great walk scenic lot activity great restaurant bar bean bag relax enjoy music evening,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.936}",0.936,1
sea bit rough large wave strong pull good surf sea really warm clean get busy night sun set worth see plenty bar seat,"{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.9056}",0.9056,1
nice clean sand nice sunset nothing much complain corn sell taste good,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.9064}",0.9064,1
buy drink cocktail make u sickits bali moonshine use smell like fuel tell make coconut notit dangerous ur medicationthe restaurant also offer cocktailsstay away,"{'neg': 0.117, 'neu': 0.789, 'pos': 0.094, 'compound': -0.1531}",-0.1531,0
good place stroll neat clean weather good march visit thereoverall nice place peaceful strolling,"{'neg': 0.0, 'neu': 0.314, 'pos': 0.686, 'compound': 0.9477}",0.9477,1
excellent clean beachsurfing kit play football local inhabitant add extra mileage,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.8316}",0.8316,1
beautiful watch sunset chill fin many restaurant along side enjoy sip cocktail watch sun go relax,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.875}",0.875,1
nice place see preferred private pool less tourist honest quiet time need trip away,"{'neg': 0.0, 'neu': 0.673, 'pos': 0.327, 'compound': 0.7024}",0.7024,1
understand february offseason bali however weather nice surf many people water always lots available sun lounge umbrellas complaint gradual slope go way water waist level actually one complaint big one people come every 5 minute try sell something want close eye chill right annoy oh yeah one thingwalked potato head way walk river sewer water flow ocean yuk dont think thats super close public hard tell night anyway also fresh coconut water sale shower use small fee great overall,"{'neg': 0.128, 'neu': 0.735, 'pos': 0.137, 'compound': 0.2153}",0.2153,1
beautifull nice sand relatively calm de many possibillities enjoy long stay heredrinks bite available,"{'neg': 0.0, 'neu': 0.57, 'pos': 0.43, 'compound': 0.8074}",0.8074,1
always fun walk along find best early morning later afternoon get hot surf prepare strong wave current swim flag arethere many spot hire chair stop cool drink lot balinese selling sarong jewellery etc take time talk interest story share also able grab massage along shortage food find best way walk legion kuta seem far compare walk main streetswhen tide rubbish see local try clean much possible,"{'neg': 0.049, 'neu': 0.656, 'pos': 0.295, 'compound': 0.9682}",0.9682,1
seminyak okey lot nice restaurant surf spots company rent surf gear feel bite dirtynot much actually plastic come shoreeveryday clean plastic come oceanits sad human race planet,"{'neg': 0.095, 'neu': 0.736, 'pos': 0.169, 'compound': 0.34}",0.34,1
hello everyonei want tell seminyak place visit near beachfirst seminyak one cleanest beach possible swim wave swimminf like karma melasti next karma seminyak go potato club fun day 10am 1am deposit 1 million bed maximum 6 person get drink food money night go mirror night club la favela like really fun night club normally close 3pm thereenjoy holidaysyours olga korneva,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.8979}",0.8979,1
ive visit many time first time saw mass plastic particle tide line might expect see shell seaweedthis time perhaps coincide chinese new year seem pristine clear due concert effort rake collect plastic full mark hotel council cant express important aspect visitor thank beautification roadside plant make massive difference,"{'neg': 0.03, 'neu': 0.821, 'pos': 0.149, 'compound': 0.7512}",0.7512,1
unfortunately nice anymore lots plastic stuff surf ok still swim due wave current side hotel restaurant especially nice either pricey block value extra sea view overrate good beach north ofwe one stop never go back,"{'neg': 0.158, 'neu': 0.567, 'pos': 0.275, 'compound': 0.6808}",0.6808,1
average thank goodness dont see much rubbish heard ban single use plastic nice see sunset like walk cocktails bar watch dog poop part good go early morning well go motorcycle car park fee 500 rp,"{'neg': 0.076, 'neu': 0.591, 'pos': 0.333, 'compound': 0.8807}",0.8807,1
go walk 630am amount garbage appal clean crew work sad see much plastic type garbage much income crom tourism balinese government ought invest educate people litter,"{'neg': 0.104, 'neu': 0.805, 'pos': 0.091, 'compound': -0.1027}",-0.1027,0
quaint simple little bit stinky dont expect much youll enjoy beautiful walk la plancha similar yet heartbreakingly covered rubbish debris,"{'neg': 0.179, 'neu': 0.569, 'pos': 0.252, 'compound': 0.4728}",0.4728,1
hotel offer western style comfort restaurant bite everything disco loud bass sound amplifier hard rock hiphop disco beatles stone 1960s lot cold beer mention vendor local service provider great watch sunset partyquite unique big wave also carry lot rubbish result poor waste collection system island course large industry wrap good plastic 80 garbage seminyak come river wash ocean especially rainy season big problem,"{'neg': 0.152, 'neu': 0.723, 'pos': 0.125, 'compound': -0.024}",-0.024,0
average look make look much bad garbage wash ashore go rate sun chair seem 200k two people way place dont even get access food toilet would never come back,"{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0
nice soft white sand many restaurant shack line edge go stroll footwear hand careful walk much waste garbage thrown think bali government limit commercialisation make strict rule vendor seller ensure customer litter also impose fine peoplevisitors litter,"{'neg': 0.106, 'neu': 0.638, 'pos': 0.255, 'compound': 0.7184}",0.7184,1
go dinner relax colorful bean chair go resto live singer friendly staff love pizza chicken wing variety drink,"{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.8834}",0.8834,1
nice worth go go great time lapse video walk enjoy time sunset,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.9001}",0.9001,1
beautiful set balis coastline sadly lot rubbish leave behind impact beauty weary people try give card timeshares try get go hotel claim prize get annoy many people thing quite pushy walk along didnt return,"{'neg': 0.235, 'neu': 0.537, 'pos': 0.227, 'compound': 0.3832}",0.3832,1
stay right lovely look rough swimming day sand awful,"{'neg': 0.217, 'neu': 0.507, 'pos': 0.275, 'compound': 0.2023}",0.2023,1
first glance upon arrival walk beach seminyak legian kuta back reaction kidding word come mind sad pathetic tragedy travel filthiest ever visit number surfer take lesson others swim child way would allow swim water first couple week beaches much day much bad others many plastic wash ashore horrific expect seminyak almost one month every day make point walk three beach day local rake seem endless task day saw payloader tractor bucket trash designate area make large pile speak local explain rainy season especially high tide wind current carry trash several river ocean onto fortunate catch beach clean water clear cloudy luxury time visit place change attitude assumption sometimes quick judge place sadly meet day week visit worse,"{'neg': 0.185, 'neu': 0.725, 'pos': 0.09, 'compound': -0.9477}",-0.9477,0
easy access lot seat bar restos nice family visit noisy lots different price offering,"{'neg': 0.092, 'neu': 0.598, 'pos': 0.31, 'compound': 0.6124}",0.6124,1
nice place spend even good restaurant choose listen live music clean area dont know safe swim,"{'neg': 0.105, 'neu': 0.526, 'pos': 0.368, 'compound': 0.7179}",0.7179,1
grant weather bad wasnt great sand dark brown stray dog,"{'neg': 0.417, 'neu': 0.43, 'pos': 0.153, 'compound': -0.6479}",-0.6479,0
visit long walk along coastal beach kuta area bit cleaner previous one still plenty plastic around nice area plenty place view sunset afternoon,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.5423}",0.5423,1
amount plastic wash shore horrific apparently indonesia second china plastic pollution ocean shame,"{'neg': 0.405, 'neu': 0.595, 'pos': 0.0, 'compound': -0.8176}",-0.8176,0
always refresh great surf wave clear water warm sand toe,"{'neg': 0.0, 'neu': 0.449, 'pos': 0.551, 'compound': 0.8225}",0.8225,1
every morning local clean tourist get full pollution come ocean nice enough clean good beach echo nusa perfect watch sunset though,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.93}",0.93,1
much rubbish float waterwater beautiful warm atmosphere great let float rubbish debris ocean something need do,"{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.872}",0.872,1
nice sunsetbut full rubbish nice see man drown tourist take picture,"{'neg': 0.214, 'neu': 0.462, 'pos': 0.324, 'compound': 0.2263}",0.2263,1
seminyak earlymid january 2019 saw great sunset nice walk along day visit ku da ta potatoe head,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.7845}",0.7845,1
wow amaze huge go forever youll certainly feel overcrowded great surf lots bar restaurant nearby shame see lots plastic lie around people every day try pick shame world let happen well do try keep top,"{'neg': 0.119, 'neu': 0.498, 'pos': 0.383, 'compound': 0.9153}",0.9153,1
great place sit glass wine watch beautiful sunset lot local come try sell war make live didnt find problem lot bat buy beer bring wine,"{'neg': 0.111, 'neu': 0.597, 'pos': 0.292, 'compound': 0.7475}",0.7475,1
many time great sunset many nice cafe along great place cocktail meet friend,"{'neg': 0.0, 'neu': 0.388, 'pos': 0.612, 'compound': 0.9349}",0.9349,1
go walk along considerably clean bali beach sanur legion kutai would probably go swim water wasnt wash pile plastic expensive resort legian oberoi pretty much spotless encounter less half dozen hawker along way obviously pay keep bay,"{'neg': 0.034, 'neu': 0.817, 'pos': 0.149, 'compound': 0.6997}",0.6997,1
spent one night seminyak go check morning disappointed water dirty go inthere great hotel wave surfer unfortunately water dirty great many good option bali,"{'neg': 0.287, 'neu': 0.431, 'pos': 0.282, 'compound': 0.2023}",0.2023,1
shame could great filthy rubbish everywhere main entry smell disgust long pretty go tourist turn visit local population dont start take pride live one rent sun lounger would look rubbish wash lot surfer assume thats main draw however red flag line indicate rip unsafe swim area visit prefer swim villa pool instead,"{'neg': 0.143, 'neu': 0.742, 'pos': 0.115, 'compound': -0.1867}",-0.1867,0
write 1st day update thatafter start bali trip sanur clean zero plastic crystal still water seminyak dump shock experiencea nice classic monumental ten kilometres long 50 wide solid easywalking sand full plastic water well small river bring sewage nauseouscould swim ugly fortunately nice villa could stay thereabout disaster discuss long villa manager well say time twice year certain wind start blowin 4 day ago bring lot wood piece plastic ashoreusually last around week good thing see compare eg thailand see army government pay worker clean truck drive waste away 1 hour walk think saw hundred worker 2km strip beachstill last day sea vommit carbage land pick upi ask litter manager tell u ther river namely balis river come away say lot go bali tackle issue change slow presume take least one lifetime realize tourist wont come cleanand maybe tourist already start shun bali sanur seminyak really quite restaurant empty night etcthey ban plastic straw already start plastic litter seem small plastic bag everyday wrapper food need wrap single sweet plasticupdated second last daywell last day seem clean army cleaner succeed seem less new trash come however stand sea knee deep almost every wave brouht ugly thing skinupdated last daythe situation get even good less crap new hopehopingforthebetterworld stoptheplasticpollution,"{'neg': 0.116, 'neu': 0.74, 'pos': 0.144, 'compound': 0.6061}",0.6061,1
many shop restaurante best sunset long part clean part dirty sunset gezz nice,"{'neg': 0.134, 'neu': 0.417, 'pos': 0.449, 'compound': 0.7783}",0.7783,1
sewage rubbish everywhere walk never return watched couple wash sand foot one open drain run onto wtf,"{'neg': 0.192, 'neu': 0.808, 'pos': 0.0, 'compound': -0.5859}",-0.5859,0
safe swim around others sand get hot debree floting white wash,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,1
visit x2 stay sun lounger readily available accompany service cannot fault run bit gauntlet arrive multiple vendor ask stay lounger walk disappoint see amount plastic still even though push reduce usage plastic bag,"{'neg': 0.075, 'neu': 0.862, 'pos': 0.063, 'compound': -0.1134}",-0.1134,0
week wish wed research thoroughly book villathe tip strewn litter especially plastic hotel make half hearted effort clean patch outside property token take pic outside oberoi legian ku de ta judge bad health point view stink effluent drain across several place stroll mean walk wade untreated sewageand people actually swim lay among sht yuk,"{'neg': 0.101, 'neu': 0.812, 'pos': 0.088, 'compound': -0.2023}",-0.2023,0
spent day nice place crowd pleasant water enjoyable definitely go,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.8934}",0.8934,1
seminyak good place see sunset cannot particularly recommend tourist day full pile rubbish picture rubbish ocean wash foreshore definitely wouldnt recommend swim water activity kind youre look swim head nusa dua nice walk along youre kind person swing set visit dec 18 tourist take picture good number bar around pool however get unbelievably busy couldnt even find place serve overall good place see sunset id give typical activity miss,"{'neg': 0.072, 'neu': 0.67, 'pos': 0.258, 'compound': 0.9437}",0.9437,1
decently clean quite big sand soft black sandlot bar restaurant pretty good price drink food around 100k cocktail 80k chicken nacho sit bean bag live music night didnt seem bug either even 9pm must go lovely sunset experience,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.9118}",0.9118,1
stay seminyak 2 week christmas new year weve come bali 24 year always stay bali hyatt sanur grand hyatt nusa dua time though decided rent villa seminyak 5 minute walk ku de taon first day run disgust saw dog pooing pile rubbish high thought afar pile new year bonfire get close pile rubbish run 5 km horrify ive never see part bali feel sad condition existsalso pack dog present along intimidate aggressive parent especially small child beware,"{'neg': 0.164, 'neu': 0.801, 'pos': 0.035, 'compound': -0.872}",-0.872,0
please see review double six essentially say wide great walking yet feels bit dirty occasional whiff sewage say nice walk past bar sunset double six right la lucciola w alila great bar around part quite social walk vibe sunset,"{'neg': 0.059, 'neu': 0.671, 'pos': 0.27, 'compound': 0.886}",0.886,1
sure come seminyak within walk distance ride bike sunset picturesque,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.5994}",0.5994,1
last time seminyak 2008 difference ten year make could believe amount rubbish also come tide go surf swim way stop consuming people take care rubbish,"{'neg': 0.077, 'neu': 0.81, 'pos': 0.113, 'compound': 0.25}",0.25,1
disapointed first place visit bali dirty garbage everywhere beautiful stay 4 night seminyak wouldnt stay would go canggu uluwatu instead,"{'neg': 0.122, 'neu': 0.714, 'pos': 0.164, 'compound': 0.25}",0.25,1
good service good food nice selection menu modern twistvery popular nice location,"{'neg': 0.0, 'neu': 0.33, 'pos': 0.67, 'compound': 0.9217}",0.9217,1
spend lot time money clean plasticdriftwood debris every low tide see debris debris every morning cant imagine invite swimmer fortunately resort along pool,"{'neg': 0.135, 'neu': 0.762, 'pos': 0.103, 'compound': 0.0402}",0.0402,1
find unclean im use white sand whole nine yard cant compare caribbean course think need effort maintain definitely expensive hire chair jamaica negril believe roughly 12 less 4 hour ludicrous,"{'neg': 0.07, 'neu': 0.846, 'pos': 0.085, 'compound': 0.1226}",0.1226,1
nice walk watch sunset plenty sun bed rent club visit,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4215}",0.4215,1
nice less popular kuta great wave like run good path stop light easily 10km loop,"{'neg': 0.081, 'neu': 0.295, 'pos': 0.624, 'compound': 0.9293}",0.9293,1
problem plastic sea radar come look great wide golden sand load plastic wash isnt bali problem everybodies shame,"{'neg': 0.32, 'neu': 0.526, 'pos': 0.154, 'compound': -0.5267}",-0.5267,0
nice careful walk though large amount plastic get wash onto sad apart pretty walk along long way tout sell sort thing sure swim flags dangerous bit,"{'neg': 0.21, 'neu': 0.519, 'pos': 0.27, 'compound': 0.296}",0.296,1
nice learn surfits natural black sand volcanic sand beachproblem isthere much rubbish beachit really spoil feel natural beauty shoreline rent surfboard 50k 1 hour expensive eco get 2 hoursrent sunbeds 100k hourloads bar cocktail beerkids love therethe local lady sell chicken skewer streetyou try themdelicious,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.9413}",0.9413,1
dirty impressed bar front seem ok dirty load rubbish hardly bali imagine,"{'neg': 0.304, 'neu': 0.419, 'pos': 0.277, 'compound': -0.128}",-0.128,0
dont go water dirty seem one care sand heavy polluted debris disgust,"{'neg': 0.336, 'neu': 0.39, 'pos': 0.273, 'compound': -0.3169}",-0.3169,0
ive seminyak past year always reasonably clean late trip horrific condition plastic rubbish strewn across entire far could see go water surround thousand piece plastic wrapper rubbish brushing arm legs body wonder seasonal problem permanent problem latter end seminyak know sad state affair,"{'neg': 0.241, 'neu': 0.709, 'pos': 0.05, 'compound': -0.8807}",-0.8807,0
go yesterday thing thst hit straight away rubbish disgust horrify like walked water ankle get hit rubbish walk straight interested swim heap trashwe far end thought may get good nope get way worse literally pile like 20 foot high rubbish one pile several rely people drunk notice rubbish dumpthis disgraceful tourist one cleaning rubbish idea day get act together bali want tourist continue come,"{'neg': 0.121, 'neu': 0.654, 'pos': 0.225, 'compound': 0.6656}",0.6656,1
disgustingly dirty stay seminyak 5 day first time bali walk distance extremely disappointed combination people litter well sewage river water get dump right onto walk sand shoe decide put foot water splash trash pick different go like ulu watu much cleaner,"{'neg': 0.246, 'neu': 0.633, 'pos': 0.121, 'compound': -0.8173}",-0.8173,0
nice full rubbish try clean every day hand one digger wave massive fit surf go ea leg get wrap plastic bag othe washed rubbish,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.8807}",0.8807,1
crowd limit compare kuta drink nice clean beach superb view sunset,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.8625}",0.8625,1
really nice work hard keep clean overnight storm lot waste wash cleaned hotel barsfrom 4pm bean bag sound system come relax watch sunset,"{'neg': 0.143, 'neu': 0.578, 'pos': 0.279, 'compound': 0.6404}",0.6404,1
exactly another piece rubbish along shoreline common sight marine debris nowadays bench rent rp75000 per bench per hour,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1
sandy fine mile long suitable swim perfect new surfer bodyboardsa sunset late afternoon restaurant bar along shore make barstreetbe aware tide place plastic garbage drift due current wind tide please bring bag help seminyak clean sunbed owner often help clean possible snorkle place close shore superb even difficult swim,"{'neg': 0.038, 'neu': 0.613, 'pos': 0.348, 'compound': 0.9595}",0.9595,1
nice ample facility beachsidegood subset view specifically give try la cuciolla kuta de kuta,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}",0.4215,1
hotel opposite literally leave complex onto lovely day night many bar live band even great sit relax even spending day nothing,"{'neg': 0.041, 'neu': 0.586, 'pos': 0.372, 'compound': 0.891}",0.891,1
spend time wife find nice dinner unfortunately price quite high ous,"{'neg': 0.169, 'neu': 0.634, 'pos': 0.197, 'compound': 0.1027}",0.1027,1
end great take towel hire day bed cold drink available numerous esky set ups seller need sarong etc go watch sunset amazing,"{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.836}",0.836,1
seminyak nice equally busyi glad stay part town seem like great bargain come back may go someplace quiet relax like sanur,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.9559}",0.9559,1
good location people nature would like romantic walk significant half also great place swim surf although good beach purpose,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.9423}",0.9423,1
first impression seminyak simply wowwe go day would classify overcast yet fill people luckily stretch mile either side plenty room everyone rent lounger plan stay couple hour upon talk local friendly rate reasonable rent sand like soft yet stick skin like paste clean water refresh fun watch surfer try catch wave,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.9545}",0.9545,1
marvellous dark sand amaze mood go bar colour umbrellas light offer whimsical surround felt safe also people friendly,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.872}",0.872,1
visited visit petitenget temple across carpark itthe remind uni day visit mandura australia summerthe sand black fine hence attempt walk along advisable walk bear foot rather safe soif intend swim safe zone flag wave crash therapeutic,"{'neg': 0.064, 'neu': 0.757, 'pos': 0.18, 'compound': 0.5994}",0.5994,1
