Name,Country,Date,Content
Elke M,"Adelaide, Australia",Oct 2017,"The beach is very flat and also very clean with dark brown sand. Lots of water sports available, as well as hire of day beds, beanbags etc. good atmosphere with a lot of people around. Also a lot of locals trying to sell merchandise."
Joanne L,"Sydney, Australia",Oct 2017,"The first thing my husband and I wanted to experience was a beach walk along Double Six Beach.At first, it seemed pleasant enough until you came across the flow of brown water eminating from a number of areas into the sea.The smell was nauseating and made us want to rush back to the hotel. So disappointing, considering Bali depends on it's Tourism market. The Bali authorities need to fix this as a matter of urgency. It could be wonderful but it clearly isn't!"
Lydia A,9 contributions,Sep 2017,We started our travels in Seminyak before going onto other areas of Bali and other islands in Indonesia. The was my least favourite beach as it was more like dirt than sand and actually smelt like bad dog breath. Much nicer beaches in Indonesia! Would recommend the Gili Islands if you like perfect beaches.
Phill S,Australia,Oct 2017,Great bars and excellent place to watch sunset . Hire a beach chair and umbrella and enjoy a beer or cocktail. 
T S,"Jupiter, FL",Oct 2017,Very cool atmosphere at night. Several beach bars playing live music on the sand. Lots of people walking around. Several surf schools open during the day. Beach is cleaned each morning. Can walk for ever. Great people watching.
chris282,44 contributions,Jul 2017,Lots of beach vendors who would come around to offer their goods for sale. Beach is alway crowded with people who wants to get a fast bucks from you. Lots of beach sun deck for suntanning session
Nurzariah__Z,"Singapore, Singapore",Oct 2017,One of my fav beaches! We were there two times during our 8 days trip. Chill out to catch sunset with a bottle of tea sosro and a bowl of bakso. Yummy! We were staying in Legian during our last days in Bali but we don’t mind travelling all the way here as we prefers this beach than Kuta! 
Tania W,"Melbourne, Australia",Sep 2017,"Went there for an afternoon lunch and drink, great place near the pool, recommend the tempura prawns. Service was great. Lovely bathrooms"
Armaminta,"Cobram, Australia",Sep 2017,"We actually visited sept 2016 but can't go back that far. The beach was kept really clean, there were lifeguards which, unfortunately, my teens had to be aided by.l as they were nearly swept out in a strong rip. Beach hawkers were plentiful and a bit pushy but it was all stuff we were interested in. Daughters got their braids done for $15 for long hair which was way cheaper than anywhere else and, in my opinion, more memorable for them. We had pedicures and bought souvenirs. Rented a tent but was charged the full day price even though he cleared up an hour after we arrived at 3.30pm. He just laughed at me and said, per hour price so be clear! We didn't get upset, it's one of those things! One night we had dinner st the beach and it was a magical experience. We sat on bean bags around the table as the sun set and the musicians set up. We danced, laughed, talked and ate. Seven of us and it cost around $70 AUD. we didn't let the kids swim at night of course. Renting surfboards was easy, arranging surf lessons was easy. Everyone is geared up for Aussie families. Plenty of pubs around the place. Good cheap breakfasts. "
beccax22,"London, UK",Sep 2017,"Nice stretch of beach. Sand is definitely one of the softest I have ever walked on (no shells or rocks to be seen). Definitely more of a place for surfing than going in for a swim. There are signs that say you can't go in for a swim, but of course we went in for a dip when it was too hot. Having said that, I nearly got hit by a surf board when a big wave came crashing and the girl with the surfboard lost control. So be vigilant!Sunbeds are expensive. For 2 sunbeds and a parasol it was 200,000 idr and we tried to haggle with the man to no avail. The next day we went elsewhere and we were able to get 2 bed ands a parasol for 150,000 after haggling (though the beds weren't as comfy).There is also wifi on the beach if you stay by the central area- great!"
Matthew B,"Sydney, Australia",Sep 2017,A little south on Double Six are the umbrella bars on the sand. They are a great place to watch the sunset and are a lot more basic and chilled then the bigger beach bars.
jc26_11,"Langkawi, Malaysia",Sep 2017,An amazing very long stretch of beach. Beautiful sunsets lots of beach restaurants. Sand clean but water very murky and we saw and smelt sewage flowing into the sea from stream run offs.
JJOH,"Doha, Qatar",Sep 2017,This is an extension to the south of Seminyak beach and suffers in my opinion from over development. Too many sun beds etc on the beach and too many water sports vendors. I realise that these things are there for tourism but perhaps the balance has been lost or perhaps it is simply not what I am looking for. However there are many better beaches elsewhere
jeanette g,"Sydney, Australia",Sep 2017,we stoped in for a drink. Cost us $34 for 2 coctails. we wont bother with thos place again. Also drinks are very small. No great vibe either
Daydream799190,281 contributions,Jul 2017,"Double Six beach is the perfect place for beginners to learn surfing. The waves are not too big, there are a few instructors on the beach and it's not too crowded (like Kuta) "
Carmel H,5 contributions,Sep 2017,"Lots of fun, great teachers who will have you up in no time.Facilities to lock your belongings away, towel is provided, photos at the end of the class to review. Just do it!"
Glenn Nicholls,"Sydney, Australia",Sep 2017,"Alot of construction and remodeling along the road front but what you get once you reach the beach is worth it, friendly locals all competing to make your stay memorable. during our stay in Bali we visited the beach on several afternoons for the sunset we chose different bars and and sections of the beach, We definitely recommend you spend at least one afternoon relaxing and enjoying sunset on Double Six Beach"
Amr E,"Cairo, Egypt",Sep 2017,"Nice beach front.. has an open air club with great selection of music (wont miss its location as it visible and loud)You have lots of restaurants selection, however many of them were under renovation and part of the beach was locked. Most annoying thing is the massive amount of scooters running in the narrow beach walk lane. Riders are very comfortable riding in that narrow area in a two way direction which you have to dance to avoid getting hit by one."
djmcenergy,"Auckland Central, New Zealand",Sep 2017,"stayed at the double six, and they have a beach club area over the road for guests. nice area that has full service and charge back o room."
owloAustralia,Australia,Sep 2017,"Quite sad to look at, the road along the beach is filthy and covered in construction works and barricades. Beach itsself is not that good, far better ones anywhere in Australia and many other places in the world.   Yes, you can sit in a bean bag and drink and watch the sunset, with a passing parade of predominately heavily inked Australians promenading up and down in their Bintang singlets with a bottle in their hand.  Jalan Arjuna (Double 6 road) itself has some nice little shops and a couple of good places to eat, but far better beaches elsewhere."
Sandra N,"Whangarei, Northland, New Zealand",Sep 2017,Our hotel was a short stroll away from Double Six Beach. We spent many hours relaxing in the bean chairs sipping on a Bintang watching the sunset. Each bar has live music each night and they all fill up prior to the sun setting. The beach itself is a nice beach and great for swimming. Enjoyed our time there.
jastuewe,"Milwaukee, WI",Sep 2017,"the beach was nice and well worth the walk / visit.  we laid out and had some coconut water and mixed drinks.  The beach is very dirty and there are no garbage cans around, so you need to be careful where you step, but still very nice and worth the visit!"
ross m,"Brisbane, Australia",Apr 2017,Gotta love this spot. Its pretty amazing what they pull together in 30mins. . . and  dont miss the sunset whatever you do. 
Mavis L,40 contributions,Sep 2017,"Beach is clean , no rubbish scattered everywhere near the ocean except the construction on going , also some locals trying to sell handcrafts etc . Good for surfing and sunbathing for sure , other than that nothing much to expect .  "
Eloise T,"Sydney, Australia",Sep 2017,Having drinks while watching the sunset was a highlight. It was a lovely setup with live music. Would easily go back again!
Jason H,4 contributions,Sep 2017,Great evening we had a beautiful sunset and a drink and snacks in a bean bag on the beach for $20 Australian
Jahmin Lerum,"Sydney, Australia",Jul 2017,"Nice sand, decent waves, close restaurants and all the easy amenities to make a day at the beach care free and relaxing."
Guyglenda,"Melbourne, Australia",Sep 2017,"Beautiful restaurant for watching the sunset.  We had tapas and cocktails very enjoyable, prices are over priced which is a shame, as they have music dancing later on in the evening, which is nice, but as i mentioned too expensive!!!! Waitresses are very helpful but they really do push hard for u to keep ordering."
Auz55,68 contributions,Aug 2017,"A beach, just opposite cocoons, a well known venue for the young and the beautiful unfortunately the beach itself has a long dirty drain, running from thr drarnpipe on thr road, and tricklesright down to the beach . Once you have bipassed this area , the beach is beautiful. Come last in the afternoon, Pick out a bean bag chair, and while away the afternoon, whatching the locals play, soccer on the beach, while you settle in with a cocktail. Bliss. "
SanghasUK,"Alton, UK",Aug 2017,This is a nice beach with soft sand but it get's really crowded. My family found that if you travel another 800 metres north it gets less busy and the beach gets wider. You have a more relaxed time.
IndiaTravels97,"Hong Kong, China",Sep 2017,"This beach is great for everything - learning how to surf, sunbathing during the day, but we really liked coming to one of the many beach bars to chill out with a drink and watch the skies, or our nightly beach walks. The beach is so long, you can walk as far as you can, away from the noise for some quiet, before heading back to the live music. Really great."
swnj_1701,"Manchester, UK",Aug 2017,Great atmosphere on this beach. Sunsets are beautiful. The swimming can be dangerous because of high waves but fun to play in the shallow areas 
Josh B,5 contributions,Jun 2017,"This beach is very famous, my wife want to go very much. We came during school holiday season. Even though beach was very beautiful, it was too many people, cannot full relax."
xiurongzhang5,"Hangzhou, China",Jul 2017,We love that beach which is so beautiful. The beach is so wider and the weather is so nice. that monment before the sunset I will remember it for ever.
Azean M,9 contributions,Aug 2017,"The best place for beginner surfers, and those who enjoy a good sunset. It's a long stretch so it isn't overly crowded. "
Trish M,"Auckland Central, New Zealand",Aug 2017,"Great place to enjoy sunset, get there about 4.30 and pick your bar/bean bag, soak up the live music, people watch and generally enjoy !"
Allen Tang,86 contributions,Sep 2017,There are a lot of surfers here otherwise the beach is not overly busy. It is a great spot for beginner surfers.
Katia K,"Barcelona, Spain",Aug 2017,"This beach is perfect if you are a surfer - big waves, lots of surf classes for beginners. However the waves and current are too strong for swimming , so not really suitable for a relaxing day on a beach as you won't be able to get into water (at least during the days when we were there) . Another good time for visiting is sunset time. Amazing! Lots of bars to enjoy the sunset while having a drink/dinner. "
Bianca A,Romania,Aug 2017,"We visited it during low tide so the ocean was very calm and we could have a nice swim. The place is really nice for sunset, even though the restaurants on the beach play music after 5.30 so if you want a quiet sunset you should choose another place. You can find sun beds in this area, but you should definitely bargain with the keepers as they charge you a lot if they see you are foreigner."
Delpiero86,"Radcliffe, UK",Aug 2017,We walked down here as we were staying about 6 or 7 km up the beach. The waves were perfect for surfing. My husband surfed for about 2 and a half hours and I watched and bought some bracelets. The lady sat next to me and handmade the bracelets for me.There was a man selling a crossbow but we didn't buy it as I wasn't sure what airport security would think. Ha ha. And I'm not sure we'd have much use for it.Great surfing. Nice beach. 
Yas,"Dubai, United Arab Emirates",Aug 2017,"The beach has high waves, which make it good exclusively for surfers, it is forbidden to swim as the waves are quit high.There are some very nice coffee shops and restaurants if you just want to chill out!"
Woosie58,"Melbourne, Australia",Aug 2017,I've been in Legian for the last 8 days and have been to the beach everyday. It's a great part of the beach and usually not as many rips as other areas. It's very relaxing to be on a lounge and have the option to be served anything you may desire. It's always good to watch the great surfers and also all the surf schools teaching new ones. It's very easy to join a surf school or simply hire a board and get lessons direct from the hirer. Great part of the beach to be on all day and also stay or come back for a few drinks and sunset.
BUGI_70,"Florence, Italy",Apr 2017,"Capil Beach is a long beach in Seminyak, beside Double Six Beach. Very wide with the low tide. Mostly with sunbeds,  it's quite a touristic spot.  It'd be beautiful if it was cleaner. Surf schools, bars and restaurants.Parking can be a nightmare if you drive a car.  No problem with a motorbike. "
Tam T,2 contributions,Aug 2017,This beach is very crowded even on weekdays. It has a very wide and long sloping beach so it's good to bring your dogs or kids to play. Many food stalls but mostly sell local food but you can find a good pop up cafe on the west side of the beach to chill out with cocktails or softdrinks.
Jessica A,"Barranquilla, Atlantico, Colombia",Aug 2017,you need to rent a bed always need to ask for low price they told me first 120 and then i get it on 80 rupiah
Timothy L,"Market Weighton, UK",Aug 2017,"My partner and I visited the beach as I had read that it was ideal for surfing. Having never surfed before I thought I should have a go. I haggled with the guys to secure a good deal for the sunbeds and surfboard.... so I paid 100,000 IDR for two beds and a surfboard. After having a go with the surfboard and finding it tricky the guy gladly swap it for a body board (not before chuckling to himself) "
nilimag2015,"Mumbai, India",Aug 2017,"Many beach shacks in the area,all alive & with live bands in the evenings. Our hotel had a beach club here too. Many shacks renting/selling surfing boards & related stuff. Many hawkers selling stuff too.The road leading to d beach had sooo many shops selling Ato Z , restaurants, massage centres,parlours..."
Claire N,Australia,Aug 2017,We thoroughly enjoyed our 4 night stay at the Double Six. We paid close to $3500 AUD for our stray and found our time there enjoyable. Our room was the ocean facing and the views were excellent. The Plantation restaurant was incredible and the balcony booths we reserved for the night ensured excellent views while we dined. Highly recommend. 
elliottn,"Cincinnati, OH",Aug 2017,"This beach not that great for swimming or just chilling in the water, but there are surfing lessons and other tourist trappings available. The best feature is the sunset views. Sunsets here can be amazing. It worth renting a bean bag chair and having a few cocktails at sunset. Definitely sunset is best, otherwise nothing great. "
Anthony D,4 contributions,Jan 2017,"There is a fun buzz around this beach. Although its not the whitest sand or the most tranquil, its good to come in the late afternoon with friends."
wayan-btd,"Gianyar, Indonesia",Jul 2017,"Viewing sunset or enjoying breeze night wind, this place has them. But the waitress were a kind of bit off, we were receiving our orders 30 minutes later while they so responsive at picking up bule's.A good place to have a overnight chit-chat but should have improved their service consistently without discrimination."
Jo H,"Gold Coast, Australia",Jul 2017,"Nice beach lots of people trying to sell things though, just pretend you are asleep and they still wont leave you alone. Like along all the beaches you can hire chairs and surfboards, and have a great day."
Christine P,4 contributions,Aug 2017,Love this beach. It's very clean. Locals selling their ware but don't bother you. Lovely place to watch the sunset 
ThaiTraveller2015,"Melbourne, Australia",Aug 2017,"Great beach to  catch up with friends walk along or have a drink or two, a feed or just watch the sunset as many people do"
Emma T,"Bracknell, UK",Aug 2017,"Spent most of a day here just relaxing after a full day of travel. Hired a pair of beds 400,000 (maybe should have negotiated but jet lag was in full swing). Lots of surf schools using the water so no swimming allowed and when I dipped myself in the current was very strong so be careful. As we left around 5, everywhere was setting up for the evening with stages being set up at each bar for live music so I'm sure the evenings will be fun. Not a place to go if after some piece and quiet as was very busy."
Jackielucy,"Mooloolaba, Australia",May 2017,"Yes you guessed it this place is one of the most expensive places to eat or drink in Bali..Dont know why....it is an awfull concrete building no atmoshere at all, the ocean view is great but thats it,be aware also parts of the resort insist on a dress code in some areas........The local bars/restaurants either side of this cold unwelcoming building have the same great views only with a much cheaper price tag on the food & drink that is served & seriously a much brighter & happier constitutioin, it would seem they actually train the staff in this place to be alouf & stuck up "" not sure why you would go to Bali to experience that sort of nonsence?Do you & your wallet a favour & pass on this place for a night out........."
Morten_Nielsen,"Vejle, Denmark",Sep 2016,"For swimming maybee not the best spot, but for surfing or even learning how to surf, a great placeSunbeds however are way to pricy "
christine l,"Napier, New Zealand",Aug 2017,"What a fabulous setting to eat dinner while watching the sun set.Only issue we had was all the people trying to sell us stuff, this went on all night and while I appreciate people in Bali work dam hard to make a living, harder than kiwis could imagine it is not overly pleasant when eating dinner."
Jobine R,"Rotterdam, The Netherlands",Jul 2017,Good beach but everyday Red Flag for no swimming allowed! Still adults can and are going in!Very strong current and not suitable for young children.Nice relaxing rental beach beds - make a deal for day price ! Lots of beach selling ladies - very expensive so know what you're willing to pay :-)
LindaRuse,"Newcastle, Australia",May 2017,"Great friendly atmosphere where the bars put out bean bag chairs which are so comfortable.  Lovely food, great music and atmosphere."
Jenna R,"New South Wales, Australia",Jul 2017,"My husband and i loved Double Six beach. Beers, good vibes and some sun on a beanbag is the perfect way to spend the afternoon in Bali and watch the sunset.No need to go to pretentious beach clubs (Potato Head) and pay ridiculous prices for a beer or cocktail."
Karthik Shankar,87 contributions,Nov 2016,"Catch some waves, drink some beer, stroll along the beach, watch the sunset, enjoy a game of soccer or lounge in one of the many beachside restaurants and enjoy a night of karaoke. The beach captures everything that is great about Bali, its welcoming, relaxed and just about always having a good time!"
Thomas M,"Sissach, Switzerland",Jul 2017,"Had been at Double six Beach today with the family (2kids 7&10h, and the beach has been perfectly clean. What you need to know is, that from Dec-Mar), the beach is NOT be cleaned, as there is too much garbage coming out of the sea because of the winds. So, you cannot go during that time. This is not because of the Bali garbage, but because of the tide, most coming from Indonesia mainland. From Apr-Nov, the beach is being cleaned daily- sposnored by several large organisations. Only 4 stars, as the beach is pretty crowded wth a lot of low quality beach bars."
Rachel A,Australia,Jul 2017,Great bars/restaurants and amazing spot to kick back and watch the sunsets from the beach. Most bars have seating on the beach and quite often a band playing. Pricing is very affordable.
Steven Lim,"Singapore, Singapore",Jul 2017,"Visited this stretch of the beach right in front of the Double Six Hotel because our villa happen to have their own beach corner there. Was pleasantly surprised that the beach is wide and clean and not too crowded. We were glad that our villa had their own quality sunbed and shades far superior than those beach vendors' chargeable ones. The waves at places are huge and strong, ideal for the budding surfers but the spot in front of ours was fine for adults. Water is clean though visibility poor. The occasional trinkets vendors can be irritating but they get the message after a few polite rejections. Had a great time here lazing away and dipping in the water. The best part is we had a private outdoor shower to wash up before hitting the shops and eateries of the Double Six area. "
Maritroel,"Horsens, Denmark",Jul 2017,In Semyniak and at the beach you are never bored. There are lots of things to do and see for everybody. 
Andrew H,3 contributions,Jul 2017,This beach is nice.  The regular beach sellers like to target foreigners but are not intimidating.  The black sand stains your clothes and your feet so you might want to wash off when you leave.  The beach has an array of bars and several live bands playing....it almost seems like battle of the bands but sitting in the right place will drown out the sound of nearby bands.
Nickbails9299,"Strathalbyn, Australia",Jun 2017,A clean beach with loads of beds to choose from. Enjoyed watching sunsets and walking.Beware of people just wanting to sell you something - this beach is no exception.Dont forget to by your lantern to let off at night time
Spesh7,"Cork, Ireland",Jul 2017,"We found Paradise ! Absolutely loved every minute of the stay. It was 5 days of bliss ! We got upgraded as it was our honeymoon and we just kived the room ! The balcony was long enough to have and train a football team ha. We also had complimentary drinks and honeymoon welcome upon arrival. It couldn't be anymore professional than it was set up. The bathroom with a tv attached right in front of the bath tub. The shower in both forms shower head and over head tropical fall. The staff so pleasant and ok its part of the job but it just felt more organic than forced. We were late to the pool a few mornings and worried about no sun lounges but the pool and lagoon staff always found room for us. This was a big plus for my new wife as she loves the sun. It would be a disservice to name individuals because every one made the stay so pleasant for us. We dine on the rooftop on day one and the view is something to behold, the view especially at sunset is magical. Plus the food was really good and reasonable compared to irish prices anyway. On our last night we visited the plantation grill bar in the hotel, we stepped in the elevator and stepped out in 1922 New York. It was like the old time Jazz Bars from New York movies. The ambiance, the food, the music, the conpany and the drinks were all top class 5 star rating. A little pricey but well worth the quality. I must mention ""Koma"" our waiter , smiling from ear to ear and when he heard it was our honeymoon well he brought out a plate with happy honeymoon and some specialist chocolates, classy touch. A great guy with great manners and welcoming approach. When we were checking out it all became very real that our stay was our with Double six Bali. Id struggle to say ive been anywhere with better service. We are sad to be leaving here and will hopefully make a return in some years to come as it was just a holistic, spiritual and all round bloody amazing honeymoon !Thank you Audrey and James Claffey "
adisuranto,"Jakarta, Indonesia",Jun 2017,A fun place to relax while swimming in the ocean and while enjoying the sunset a delicious meal free of noise
fbsloot,"Brisbane, Australia",Jul 2017,Scammers around the public toilet block it off and demand a 5000 rupiah payment if you need to use it. What a crap place. People will just end up urinating in the water. First place I've ever visited that needed a payment to relieve yourself. 
Jonathan P,31 contributions,Jul 2017,This beach is always busy. Considering the surge of growth over the past 20yrs. It was the dead end of bali. Now you cant park and is very full. The inlet river to the right is not the best and is sometimes very dirty depending on the day.
Eka Widya Ristanti,"Bekasi, Indonesia",Jul 2017,"Double six the best beach.. the best view, the best in Bali.. come on visit Bali and Denpasar - Indonesia"
garybush,"Perth, Australia",Jul 2017,"The beach at Double Six (Legian) is the best of the beaches running south from Kuta to Seminyak. There is a much larger beach area from the water to the hotels/restaurants etc. The Seminyak beach is steeper and not as much beach area, whilst the beach at Kuta is just too busy.South of Double Six road is Legian, lots of beach bars and restaurants, north of Double Six and there are a number of low end restaurants selling Indo food, burgers etc,"
Nicki H,"Melbourne, Australia",Jul 2017,"Go visit Made Kolu's Beach Bar. Made is so helpful & provides great beach beds, surf lessons, cocktails, cold drinks & a great fun vibe - he's our go to guy at the beach. Whilst they all provide a similar experience at Double Six - I think Made goes the extra mile."
Shereenq,"Danube-Auen National Park, Austria",Jul 2017,"The beach is great , lots of space and many seats to choose from if u come early . Around 50 for a seat. We spent the whole day, the kids had a blast as one of them rented a boogie board for 50 full day and our son went for the surf class -1 1/2 hours for 250 with one of small shacks renting out gear- he got to keep the surf board to practice all day. We asked for rip curl however you had to book a day in advance and pay 1000000 for the lesson . The guyWas great and spent most of the day giving him tips. The only downside was all the sellers insisting we buy their things. Spectacular sunset."
Terry H,"Seminyak, Indonesia",Jul 2017,"We walked along this beach a couple of times and couldn't help notice that the surfers were coming right in among the swimmers.Having said that, it is and has long been known as a surfing area.I won't swim where there are surfboards.Having said that, it is a lovely beach to walk on. The sand feels good and if you walk where the water washes up, the temperature of the water is perfect.There are also no shortage of hotel restaurants at which you can stop at if you've got your wallet on you."
Isabella R,192 contributions,Mar 2017,"You need to pay a small fee to rent an umbrella or a reclining chair and relax though. Nothing is free in Bali 😂The beach, however, is much cleaner and quieter than Kuta, which led to the 5 star! My local friend recommended this beach too, and he was right. It's not far from the city center, and quite well-maintained! :)"
james c,"Perth, Australia",Mar 2017,"Beers served to your beach chair, ladies attending to you for pedicure and manicure. Simple folks who leave you alone when you say no to any hawker goods politely. "
robj69,"Kuala Lumpur, Malaysia",Jul 2017,Large beach mostly clean. Beware of steam run off avoid it go a little south water cleaner. Good waves for surfing & body surfing
PhixyBoy,3 contributions,Jul 2017,"This place good for family if they want to learn surfing.Many surfing school here and they was professional. We happy the surfing instructor good in English, so we can have fast learning.And this place good for waiting sunset"
Ali K,25 contributions,Jul 2017,"Surfing was especially good here, and there are many restaurants located on the road parallel to the beach.  Ideal for starting a long beach walk all the way down to Kuta.  Closer to sunset, all the beachside cafes take out their bean bag chairs and set them on the sand.  Great vibe and atmosphere especially for sunset and continuing on throughout the night with live music!!!! must see!"
Monica F,"Bergen, Norway",Jul 2017,Rented surf boards in Europe earlier - but ended up paddling the water. Great surf schools and perfect waves made it possible for all ten of us to surf the waves in just two hours. Amazing! 
Venkitasubramanian,"Kalpetta, India",Jul 2017,"The beach is live all the time, nice place to take a sun bath , spend the complete day with couple of beer, lot of restaurants nearby "
Linda M,"Melbourne, Victoria, Australia",Jun 2017,Great night on the beach watching the sunset while drinking cocktails and getting a foot rub. Loved the atmosphere the people and the band while sitting in the comfy beanbags.
jalsakaro,"Leicester, UK",Jun 2017,Double Six Beach is one of best beaches in Bali. It has fine sands throughout and no stones to hurt your feet. It is great for surfing and swimming. The local lads who teach surfing were great and could speak good English. The beach also has lots of eating places and the food both veg and non veg was good. Prices for the drinks were also reasonable and if you ordered if while lying on your sunbed via the boys who were serving it was tax free and no service charge payable.Cold Fresh Coconut were excellent and so was the local Bintang beer. After seeing other beaches in Bali I am of the opinion that Double Six Beach was the best one around.
JosephLairdFriel,"Perth, Australia",Jun 2017,"This is a nice wide open beach with minimal sunbeds, so no to overcrowdrd. There are a lot of sellers on the beach and you be repeatedly hassled by them to buy some of their rubbish or even worse allow them to massage your legs and feet. They can and do get annoyed if you don't support them by buying something.The sunbeds were $10 for 2 beds but this was dependant on how long you wanted it, what time of day and who the boy was selling the idea to you. Once you have secured a price expect nothing else from the boy, even if your being hassled by the sellers  they won't get involved.Overall I think the beach is OK but many many people just  bring a Towel and sit on the beach.... mostly the younger people. The sea looked safe enough for the kids but I would advise supervision as the waves can get big and powerful. As i said my day at the beach was nothing special. I've certainly been to better beaches with better,nicer facilities and amenities."
tsm85990,"Adelaide, Australia",Jun 2017,"Was here is June 2017 and was a great place to pass the time watching the waves, people and drinking a nice beer or three."
Akbar R,"Tehran, Iran",Jun 2017,Its very crowded and not very clean beach but its middle beach for resting.its nice at nights and the prices are good
jss359,"Perth, Australia",Jun 2017,We walked from Double Six to Potato Head. A lovely walk in the ever-present breeze. But it's sad to see such a beautiful location scattered with plastic debris. The debris created mainly by the very reason the beach ( and other areas ) needs to be clean - tourism and all the people and industries that sustain it.There's a simple solution to some of the pollution - the government should ban the single use plastic bags and have a monetary incentive for recycling soft plastics. 
thejabours,"Sydney, Australia",Jun 2017,Good for a surf during the day and by night beach shacks playing live accoustic cover songs where you can chill with a cocktail on a bean bag. 
gosia L,3 contributions,Jun 2017,Nice spa and bar I really enjoying my time. and the service was excellent and the drinks were lovely. The pool is great and the staff were very nice! 
tango122008,"Kuala Lumpur, Malaysia",Jun 2017,"We came here on a whim, as it was still early to go elsewhere. Enjoyed the walk along the beach, the eye candy, and dogs frolicking in the sand and sea. Watch the surfers or learn to surf as there are plenty of shops offering lessons, and to 'hang out with Bali boys'. There are deck chairs or bean bags available for rent, so nice comfortable sunbathing places, or you could bring your own towel too."
alexia5r,10 contributions,Jun 2017,This place does not get enough credit!! So glad we found this place. Awesome to watch the sun go down with live music and awesome drinks and food. Sitting on bean bags on white sand with candles is picture perfect. 100% worth the trip! 
Diswank,"Queensland, Australia",Jun 2017,I first travelled to bali in the 70s. It's just such a shame the locals don't take care of the rubbish situation. The government needs to step up and help with this problem. It's a sad state of affairs. One of Bali's biggest attractions- the beach! Has become overloved. It is not a tourist problem it needs to be addressed at local levels. Indonesia needs to step up and take responsibility for their own environmental problems. Tourists come from countries where we are educated to sustain a clean environment. The education system needs to address this asap.  
Salina A,38 contributions,Jun 2017,"Great pool, bar and spa but pricey. I enjoyed my day there. The service was great and the drinks were lovely. The pool is great and the staff were attentive. I enjoyed the spa but it's on the pricey end! Much higher than other hotels in the area. It was lovely though but I'm not sure it warranted the price overall. "
Sarah B,"Queensland, Australia",May 2017,"We loved this beach for the sunset view, didn't surf or swim as we had young kids-but loved having a drink on the bean bag chairs and enjoyed the beautiful sunset!  A must!"
Chris C,"Noosa, Australia",May 2017,"Standard long Kuta style beach. One of the better surf spots because of a stream, but that was polluted - not so nice. Locals (friendly ones) dominate in the surf so hard for intermediate surfers to get waves. Surf schools, etc."
Jessie M,"Calgary, Canada",Jun 2017,The beach is beautiful and there's plenty of comfortable loungers available. There are lots of people trying to sell everything you can imagine and it can be a little overwhelming. Everything that is being sold on the beach is at an inflated price. Just a warning. Two beach chairs can be rented for $5 CAD per day but you have to negotiate. There is a rip tide and no swimming signs posted all along the beach but there were hundreds of people in the water. It's OK. for surfing and chilling in the water near the shore but I wouldn't go for a swim there.Surf lessons and board rentals can be bought for $30-35 for a two hour rental and board for the day. 
Putuwais,"Denpasar, Indonesia",May 2017,"It is a busy beach, especially in the afternoon. You could spend a good time here with you best friend with having pizza or drink. The are many food shop here."
IanTwee,"Durban, South Africa",May 2017,"After the disappointment of Seminyak Beach, Double 6 is a different scene altogether.  There are good restaurants along the beach, sun umbrellas and surf ""schools"" galore.  A good spot to be active or just watch the world go by."
Richard W,"Greater London, UK",May 2017,"Double Six Beach is a very beautiful, relaxed beach within easy walking distance of most Seminyak hotels and villas.  I am lucky enough to live in Seminyak and regularly walk along the beach. There are a variety of bars, restaurants on the beach front with beach umbrellas and beach cushions.There are many sunbed opportunities at reasonable daily rates. Live music, surfing classes, surf and sunshine. What more could you wish for. Highly recommend."
Peteski2016,"Larnaca, Cyprus",Apr 2017,Lots to do on this centrally located beach with great bars - we went to Double 6 Rooftop and then The Sands - lots of surfing and a beautiful beach - nice beach to walk and lots of bars etc. if you want to take a break
skpatel,"Vadodara District, India",May 2017,Worth visiting... Take beach view room... Very good break fast. Veg preferences available. Very very cooperative staff.. Thanks to Mr. Vincent pillai n special thanks to Sari for serving with beautiful smile 
Luis C,"New York City, NY",May 2017,it's more of a surfers beach....waves are impressive!!spacious quiet beach (unlike Katu beach) with many kiosks serving local and western food and drinks...if you're a sun worshipper and looking for quiet and relaxation then this is the beach for you!
Army1962,"London, UK",Feb 2017,"we did love just to walk on that beach . Lots of little places , very relaxed vibe. We will def be back "
Vicki T,3 contributions,Apr 2017,Sand is black and hard.the surf is quite rough but the bars at the beach are alot of fun and cheap.stick to the hotel swimming pools or head off to coccon beach club 
Mel4178,"Brisbane, Australia",May 2017,We stayed at the Double Six Luxury Hotel.  We chose not to swim in the water at the beach as it was very dirty - we swam in the Hotel pool.  There are some great beach bars in this area and they are a lot of fun and many have entertainment.   Great place to watch the sunset.
Janine010,"Rangiora, New Zealand",May 2017,"If there wasn't so many hawkers, this would be perfect. Nice to come down in the evening and have some drinks on a bean bag and watch the sunset."
Viktor P,7 contributions,Mar 2017,"Nice beach for surfing, relaxing and long walking over a day and night. Lot of beach bars with cheap prices and nice exotics restourants on the evening."
June H,"Bali, Indonesia",Apr 2017,What a great atmosphere sitting with your feet in the sand having a cold drink watching the sun do down after another beautiful day in Bali.  
Kirst F,"Melbourne, Australia",May 2017,Great wide open beach but rough seas. Great for surfers. Too many locals hassle you to buy stuff and sun beds are not free 
Nomadman411978,"London, UK",May 2017,"Double Six Beach is more crowded than the neighboring beaches probably because it has more bars, sun-beds etc. so if that's what you're looking for then this is the place for you. With that come the traders and the sea is not that good."
