nama,tgl_ulasan,ulasan,ulasan_emoji,ulasan_emot,ulasan_fold,ulasan_punct,ulasan_stop,ulasan_freq,ulasan_rare,ulasan_stem,review,scores,compound,sentiment
Traveler531579,Sep-17,This place has construction non stop building everywhere. Way over crowded waves if u like to surf. Don't waste your time.,This place has construction non stop building everywhere. Way over crowded waves if u like to surf. Don't waste your time.,This place has construction non stop building everywhere. Way over crowded waves if u like to surf. Don't waste your time.,this place has construction non stop building everywhere. way over crowded waves if u like to surf. don't waste your time.,this place has construction non stop building everywhere way over crowded waves if u like to surf dont waste your time,place construction non stop building everywhere way crowded waves u like surf dont waste time,construction non stop building everywhere way crowded u like dont waste time,construction non stop building everywhere way crowded u like dont waste time,construct non stop build everywher way crowd u like dont wast time,construction non stop building everywhere way crowd u like dont waste time,"{'neg': 0.146, 'neu': 0.532, 'pos': 0.321, 'compound': 0.3883}",0.3883,1
misopiso88,Jun-17,"If you are looking for great surf, fun restaurants and KILLER sunsets, Canggu Beach is the perfect place.  Easy to rent a surf board and go yourself or find an instructor for lessons. Highly recommend!","If you are looking for great surf, fun restaurants and KILLER sunsets, Canggu Beach is the perfect place.  Easy to rent a surf board and go yourself or find an instructor for lessons. Highly recommend!","If you are looking for great surf, fun restaurants and KILLER sunsets, Canggu Beach is the perfect place.  Easy to rent a surf board and go yourself or find an instructor for lessons. Highly recommend!","if you are looking for great surf, fun restaurants and killer sunsets, canggu beach is the perfect place.  easy to rent a surf board and go yourself or find an instructor for lessons. highly recommend!",if you are looking for great surf fun restaurants and killer sunsets canggu beach is the perfect place  easy to rent a surf board and go yourself or find an instructor for lessons highly recommend,looking great surf fun restaurants killer sunsets canggu beach perfect place easy rent surf board go find instructor lessons highly recommend,looking fun restaurants killer sunsets perfect easy rent board go find instructor lessons highly recommend,looking fun restaurants killer sunsets perfect easy rent board go find instructor lessons highly recommend,look fun restaur killer sunset perfect easi rent board go find instructor lesson highli recommend,look fun restaurant killer sunset perfect easy rent board go find instructor lesson highly recommend,"{'neg': 0.159, 'neu': 0.37, 'pos': 0.47, 'compound': 0.8122}",0.8122,1
Nicole G,Sep-17,Very dirty/littered but lovely location. Waves/surf is pretty intense. I wouldn't go in. 😉 lovely sunsets. Going to try the roast corn 🌽   ,Very dirty/littered but lovely location. Waves/surf is pretty intense. I wouldn't go in.  lovely sunsets. Going to try the roast corn    ,Very dirty/littered but lovely location. Waves/surf is pretty intense. I wouldn't go in.  lovely sunsets. Going to try the roast corn    ,very dirty/littered but lovely location. waves/surf is pretty intense. i wouldn't go in.  lovely sunsets. going to try the roast corn    ,very dirtylittered but lovely location wavessurf is pretty intense i wouldnt go in  lovely sunsets going to try the roast corn    ,dirtylittered lovely location wavessurf pretty intense wouldnt go lovely sunsets going try roast corn,dirtylittered lovely location wavessurf pretty intense wouldnt go lovely sunsets going try roast corn,dirtylittered lovely location wavessurf pretty intense wouldnt go lovely sunsets going try roast corn,dirtylitt love locat wavessurf pretti intens wouldnt go love sunset go tri roast corn,dirtylittered lovely location wavessurf pretty intense wouldnt go lovely sunset go try roast corn,"{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.9022}",0.9022,1
Jen G,Sep-17,"The rubbish made the beach totally unappealing and smelly. There are a few nice bars along the beach for sure, but as far as beaches go.... nothing to write home about ","The rubbish made the beach totally unappealing and smelly. There are a few nice bars along the beach for sure, but as far as beaches go.... nothing to write home about ","The rubbish made the beach totally unappealing and smelly. There are a few nice bars along the beach for sure, but as far as beaches go.... nothing to write home about ","the rubbish made the beach totally unappealing and smelly. there are a few nice bars along the beach for sure, but as far as beaches go.... nothing to write home about ",the rubbish made the beach totally unappealing and smelly there are a few nice bars along the beach for sure but as far as beaches go nothing to write home about ,rubbish made beach totally unappealing smelly nice bars along beach sure far beaches go nothing write home,rubbish made totally unappealing smelly bars along sure far beaches go nothing write home,rubbish made totally unappealing smelly bars along sure far beaches go nothing write home,rubbish made total unapp smelli bar along sure far beach go noth write home,rubbish make totally unappealing smelly bar along sure far beach go nothing write home,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}",0.3182,1
ffthomaz,Aug-17,"First beach we went on Bali. Nice surprise.Dark sand, great waves and perfect for a stroll until Seminyak. You can walk for hours and there is a great choice on spots were you can eat and drink. If you see the La Laguna bridge, get inside. Great spot.","First beach we went on Bali. Nice surprise.Dark sand, great waves and perfect for a stroll until Seminyak. You can walk for hours and there is a great choice on spots were you can eat and drink. If you see the La Laguna bridge, get inside. Great spot.","First beach we went on Bali. Nice surprise.Dark sand, great waves and perfect for a stroll until Seminyak. You can walk for hours and there is a great choice on spots were you can eat and drink. If you see the La Laguna bridge, get inside. Great spot.","first beach we went on bali. nice surprise.dark sand, great waves and perfect for a stroll until seminyak. you can walk for hours and there is a great choice on spots were you can eat and drink. if you see the la laguna bridge, get inside. great spot.",first beach we went on bali nice surprisedark sand great waves and perfect for a stroll until seminyak you can walk for hours and there is a great choice on spots were you can eat and drink if you see the la laguna bridge get inside great spot,first beach went bali nice surprisedark sand great waves perfect stroll seminyak walk hours great choice spots eat drink see la laguna bridge get inside great spot,first went bali surprisedark perfect stroll seminyak walk hours choice spots eat drink see la laguna bridge get inside spot,first went bali surprisedark perfect stroll seminyak walk hours choice spots eat drink see la laguna bridge get inside spot,first went bali surprisedark perfect stroll seminyak walk hour choic spot eat drink see la laguna bridg get insid spot,first go bali surprisedark perfect stroll seminyak walk hour choice spot eat drink see la laguna bridge get inside spot,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.5719}",0.5719,1
DawnAllwood,Sep-17,It's not the best beach we spent most of our time at the Lawn Beach Club. Free to get in but you are obliged to buy a drink from the bar at least,It's not the best beach we spent most of our time at the Lawn Beach Club. Free to get in but you are obliged to buy a drink from the bar at least,It's not the best beach we spent most of our time at the Lawn Beach Club. Free to get in but you are obliged to buy a drink from the bar at least,it's not the best beach we spent most of our time at the lawn beach club. free to get in but you are obliged to buy a drink from the bar at least,its not the best beach we spent most of our time at the lawn beach club free to get in but you are obliged to buy a drink from the bar at least,best beach spent time lawn beach club free get obliged buy drink bar least,best spent time lawn club free get obliged buy drink bar least,best spent time lawn club free get obliged buy drink bar least,best spent time lawn club free get oblig buy drink bar least,best spent time lawn club free get oblige buy drink bar least,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.8176}",0.8176,1
arcorace2,May-17,"Love Canggu Beach great spot with excellent cafe and restaurants, more choices of shopping plus away from busy Kuta","Love Canggu Beach great spot with excellent cafe and restaurants, more choices of shopping plus away from busy Kuta","Love Canggu Beach great spot with excellent cafe and restaurants, more choices of shopping plus away from busy Kuta","love canggu beach great spot with excellent cafe and restaurants, more choices of shopping plus away from busy kuta",love canggu beach great spot with excellent cafe and restaurants more choices of shopping plus away from busy kuta,love canggu beach great spot excellent cafe restaurants choices shopping plus away busy kuta,love spot excellent cafe restaurants choices shopping plus away busy kuta,love spot excellent cafe restaurants choices shopping plus away busy kuta,love spot excel cafe restaur choic shop plu away busi kuta,love spot excellent cafe restaurant choice shop plus away busy kuta,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.836}",0.836,1
FloS827,Sep-17,"There's some litter along the beach, but expected in Bali if it's not a private beach. The surf is nice with beginner waves and lots of surf shops opening at 6am to rent boards, have lessons. Shops close around 6:30pm. Surf shops all charge the same price and do not bargain - seems like they all decided on the same deal so they'd all be paid decently. As of September 2017, prices are 50k to rent a board (lots of great selections) and 550k for a 2 hour lesson (one on one instruction). If you want to surf more by yourself you'll have to rent a board again.","There's some litter along the beach, but expected in Bali if it's not a private beach. The surf is nice with beginner waves and lots of surf shops opening at 6am to rent boards, have lessons. Shops close around 6:30pm. Surf shops all charge the same price and do not bargain - seems like they all decided on the same deal so they'd all be paid decently. As of September 2017, prices are 50k to rent a board (lots of great selections) and 550k for a 2 hour lesson (one on one instruction). If you want to surf more by yourself you'll have to rent a board again.","There's some litter along the beach, but expected in Bali if it's not a private beach. The surf is nice with beginner waves and lots of surf shops opening at 6am to rent boards, have lessons. Shops close around 60pm. Surf shops all charge the same price and do not bargain - seems like they all decided on the same deal so they'd all be paid decently. As of September 2017, prices are 50k to rent a board (lots of great selections and 550k for a 2 hour lesson (one on one instruction. If you want to surf more by yourself you'll have to rent a board again.","there's some litter along the beach, but expected in bali if it's not a private beach. the surf is nice with beginner waves and lots of surf shops opening at 6am to rent boards, have lessons. shops close around 60pm. surf shops all charge the same price and do not bargain - seems like they all decided on the same deal so they'd all be paid decently. as of september 2017, prices are 50k to rent a board (lots of great selections and 550k for a 2 hour lesson (one on one instruction. if you want to surf more by yourself you'll have to rent a board again.",theres some litter along the beach but expected in bali if its not a private beach the surf is nice with beginner waves and lots of surf shops opening at 6am to rent boards have lessons shops close around 60pm surf shops all charge the same price and do not bargain  seems like they all decided on the same deal so theyd all be paid decently as of september 2017 prices are 50k to rent a board lots of great selections and 550k for a 2 hour lesson one on one instruction if you want to surf more by yourself youll have to rent a board again,theres litter along beach expected bali private beach surf nice beginner waves lots surf shops opening 6am rent boards lessons shops close around 60pm surf shops charge price bargain seems like decided deal theyd paid decently september 2017 prices 50k rent board lots great selections 550k 2 hour lesson one one instruction want surf youll rent board,theres litter along expected bali private beginner lots shops opening 6am rent boards lessons shops close around 60pm shops charge price bargain seems like decided deal theyd paid decently september 2017 prices 50k rent board lots selections 550k 2 hour lesson one one instruction want youll rent board,theres litter along expected bali private beginner lots shops opening 6am rent boards lessons shops close around 60pm shops charge price bargain seems like decided deal theyd paid decently september 2017 prices 50k rent board lots selections 550k 2 hour lesson one one instruction want youll rent board,there litter along expect bali privat beginn lot shop open 6am rent board lesson shop close around 60pm shop charg price bargain seem like decid deal theyd paid decent septemb 2017 price 50k rent board lot select 550k 2 hour lesson one one instruct want youll rent board,there litter along expect bali private beginner lot shop open 6am rent board lesson shop close around 60pm shop charge price bargain seem like decided deal theyd pay decently september 2017 price 50k rent board lot selection 550k 2 hour lesson one one instruction want youll rent board,"{'neg': 0.028, 'neu': 0.86, 'pos': 0.112, 'compound': 0.4939}",0.4939,1
Jasmyn M,Aug-17,"The sand is black, and it's not the cleanest of beaches, but maybe we are spoilt in Australia. I think there are far nicer beaches in Bali, saying that the surfs great and some great cheap little restaurant shacks","The sand is black, and it's not the cleanest of beaches, but maybe we are spoilt in Australia. I think there are far nicer beaches in Bali, saying that the surfs great and some great cheap little restaurant shacks","The sand is black, and it's not the cleanest of beaches, but maybe we are spoilt in Australia. I think there are far nicer beaches in Bali, saying that the surfs great and some great cheap little restaurant shacks","the sand is black, and it's not the cleanest of beaches, but maybe we are spoilt in australia. i think there are far nicer beaches in bali, saying that the surfs great and some great cheap little restaurant shacks",the sand is black and its not the cleanest of beaches but maybe we are spoilt in australia i think there are far nicer beaches in bali saying that the surfs great and some great cheap little restaurant shacks,sand black cleanest beaches maybe spoilt australia think far nicer beaches bali saying surfs great great cheap little restaurant shacks,black cleanest beaches maybe spoilt australia think far nicer beaches bali saying surfs cheap little restaurant shacks,black cleanest beaches maybe spoilt australia think far nicer beaches bali saying surfs cheap little restaurant shacks,black cleanest beach mayb spoilt australia think far nicer beach bali say surf cheap littl restaur shack,black cleanest beach maybe spoil australia think far nice beach bali say surf cheap little restaurant shack,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}",0.4215,1
Elin T,May-17,"As with almost all the popular beaches here, they are flooded with people. Too many for my taste. Not fun to surf here as there are simply too many fighting for the smallest waves. Go to another island in Indonesia for better surf experience. ","As with almost all the popular beaches here, they are flooded with people. Too many for my taste. Not fun to surf here as there are simply too many fighting for the smallest waves. Go to another island in Indonesia for better surf experience. ","As with almost all the popular beaches here, they are flooded with people. Too many for my taste. Not fun to surf here as there are simply too many fighting for the smallest waves. Go to another island in Indonesia for better surf experience. ","as with almost all the popular beaches here, they are flooded with people. too many for my taste. not fun to surf here as there are simply too many fighting for the smallest waves. go to another island in indonesia for better surf experience. ",as with almost all the popular beaches here they are flooded with people too many for my taste not fun to surf here as there are simply too many fighting for the smallest waves go to another island in indonesia for better surf experience ,almost popular beaches flooded people many taste fun surf simply many fighting smallest waves go another island indonesia better surf experience,almost popular beaches flooded people many taste fun simply many fighting smallest go another island indonesia better experience,almost popular beaches flooded people many taste fun simply many fighting smallest go another island indonesia better experience,almost popular beach flood peopl mani tast fun simpli mani fight smallest go anoth island indonesia better experi,almost popular beach flood people many taste fun simply many fight small go another island indonesia well experience,"{'neg': 0.106, 'neu': 0.571, 'pos': 0.323, 'compound': 0.6494}",0.6494,1
Justyn Jen Gourdin,Jul-17,I love hanging out at this beach. The surf seems pretty good for beginners. Always good to grab a coconut and hang out in the sun for a while.,I love hanging out at this beach. The surf seems pretty good for beginners. Always good to grab a coconut and hang out in the sun for a while.,I love hanging out at this beach. The surf seems pretty good for beginners. Always good to grab a coconut and hang out in the sun for a while.,i love hanging out at this beach. the surf seems pretty good for beginners. always good to grab a coconut and hang out in the sun for a while.,i love hanging out at this beach the surf seems pretty good for beginners always good to grab a coconut and hang out in the sun for a while,love hanging beach surf seems pretty good beginners always good grab coconut hang sun,love hanging seems pretty beginners always grab coconut hang sun,love hanging seems pretty beginners always grab coconut hang sun,love hang seem pretti beginn alway grab coconut hang sun,love hang seem pretty beginner always grab coconut hang sun,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.8126}",0.8126,1
justjj78,Aug-17,"I loved it, sunsets with a roasted corn on the cob and a large Bintang to wash it down and a stroll on the sand......life was made for these moments.You can walk a long way on the sand, just be sure to keep yourself suitably hydrated 😉","I loved it, sunsets with a roasted corn on the cob and a large Bintang to wash it down and a stroll on the sand......life was made for these moments.You can walk a long way on the sand, just be sure to keep yourself suitably hydrated ","I loved it, sunsets with a roasted corn on the cob and a large Bintang to wash it down and a stroll on the sand......life was made for these moments.You can walk a long way on the sand, just be sure to keep yourself suitably hydrated ","i loved it, sunsets with a roasted corn on the cob and a large bintang to wash it down and a stroll on the sand......life was made for these moments.you can walk a long way on the sand, just be sure to keep yourself suitably hydrated ",i loved it sunsets with a roasted corn on the cob and a large bintang to wash it down and a stroll on the sandlife was made for these momentsyou can walk a long way on the sand just be sure to keep yourself suitably hydrated ,loved sunsets roasted corn cob large bintang wash stroll sandlife made momentsyou walk long way sand sure keep suitably hydrated,loved sunsets roasted corn cob large bintang wash stroll sandlife made momentsyou walk long way sure keep suitably hydrated,loved sunsets roasted corn cob large bintang wash stroll sandlife made momentsyou walk long way sure keep suitably hydrated,love sunset roast corn cob larg bintang wash stroll sandlif made momentsy walk long way sure keep suitabl hydrat,love sunset roast corn cob large bintang wash stroll sandlife make momentsyou walk long way sure keep suitably hydrate,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.7579}",0.7579,1
VinceVW,Aug-17,The beach is beautiful and it is great for surfing. There are many beach goers who are there to suntan or to go for surfing.There are surf boards for rental and also great drinks store overlooking the great beach.,The beach is beautiful and it is great for surfing. There are many beach goers who are there to suntan or to go for surfing.There are surf boards for rental and also great drinks store overlooking the great beach.,The beach is beautiful and it is great for surfing. There are many beach goers who are there to suntan or to go for surfing.There are surf boards for rental and also great drinks store overlooking the great beach.,the beach is beautiful and it is great for surfing. there are many beach goers who are there to suntan or to go for surfing.there are surf boards for rental and also great drinks store overlooking the great beach.,the beach is beautiful and it is great for surfing there are many beach goers who are there to suntan or to go for surfingthere are surf boards for rental and also great drinks store overlooking the great beach,beach beautiful great surfing many beach goers suntan go surfingthere surf boards rental also great drinks store overlooking great beach,beautiful many goers suntan go surfingthere boards rental also drinks store overlooking,beautiful many goers suntan go surfingthere boards rental also drinks store overlooking,beauti mani goer suntan go surfingther board rental also drink store overlook,beautiful many goer suntan go surfingthere board rental also drink store overlook,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.5994}",0.5994,1
jillziegirl,Aug-17,"I heard Canggu was a popular spot.  Then, when I got there, I would have to add...Popular Spot if you like tourists.Also, the beach, although beautiful, is not maintained - lots of dog poo and general trash.  If the Westernized business owners decide to invest here, there should be some sort of commitment in their licensing to clean up the beaches that draw people to Canggu.","I heard Canggu was a popular spot.  Then, when I got there, I would have to add...Popular Spot if you like tourists.Also, the beach, although beautiful, is not maintained - lots of dog poo and general trash.  If the Westernized business owners decide to invest here, there should be some sort of commitment in their licensing to clean up the beaches that draw people to Canggu.","I heard Canggu was a popular spot.  Then, when I got there, I would have to add...Popular Spot if you like tourists.Also, the beach, although beautiful, is not maintained - lots of dog poo and general trash.  If the Westernized business owners decide to invest here, there should be some sort of commitment in their licensing to clean up the beaches that draw people to Canggu.","i heard canggu was a popular spot.  then, when i got there, i would have to add...popular spot if you like tourists.also, the beach, although beautiful, is not maintained - lots of dog poo and general trash.  if the westernized business owners decide to invest here, there should be some sort of commitment in their licensing to clean up the beaches that draw people to canggu.",i heard canggu was a popular spot  then when i got there i would have to addpopular spot if you like touristsalso the beach although beautiful is not maintained  lots of dog poo and general trash  if the westernized business owners decide to invest here there should be some sort of commitment in their licensing to clean up the beaches that draw people to canggu,heard canggu popular spot got would addpopular spot like touristsalso beach although beautiful maintained lots dog poo general trash westernized business owners decide invest sort commitment licensing clean beaches draw people canggu,heard popular spot got would addpopular spot like touristsalso although beautiful maintained lots dog poo general trash westernized business owners decide invest sort commitment licensing clean beaches draw people,heard popular spot got would addpopular spot like touristsalso although beautiful maintained lots dog poo general trash westernized business owners decide invest sort commitment licensing clean beaches draw people,heard popular spot got would addpopular spot like touristsalso although beauti maintain lot dog poo gener trash western busi owner decid invest sort commit licens clean beach draw peopl,heard popular spot get would addpopular spot like touristsalso although beautiful maintain lot dog poo general trash westernize business owner decide invest sort commitment license clean beach draw people,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.926}",0.926,1
"Dr. Tjoe K. Sugiharto, MBA, DTh.",Aug-17,Best American Cheese Burger with oldies milkshake vanilla as well as jungle fries with melted cheese with bacon crumb.It's really heavenly food.,Best American Cheese Burger with oldies milkshake vanilla as well as jungle fries with melted cheese with bacon crumb.It's really heavenly food.,Best American Cheese Burger with oldies milkshake vanilla as well as jungle fries with melted cheese with bacon crumb.It's really heavenly food.,best american cheese burger with oldies milkshake vanilla as well as jungle fries with melted cheese with bacon crumb.it's really heavenly food.,best american cheese burger with oldies milkshake vanilla as well as jungle fries with melted cheese with bacon crumbits really heavenly food,best american cheese burger oldies milkshake vanilla well jungle fries melted cheese bacon crumbits really heavenly food,best american cheese burger oldies milkshake vanilla well jungle fries melted cheese bacon crumbits really heavenly food,best american cheese burger oldies milkshake vanilla well jungle fries melted cheese bacon crumbits really heavenly food,best american chees burger oldi milkshak vanilla well jungl fri melt chees bacon crumbit realli heavenli food,best american cheese burger oldie milkshake vanilla well jungle fry melt cheese bacon crumbits really heavenly food,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.8908}",0.8908,1
Codyjturnbull,Aug-17,"Check out surfers warung for the coldest coconuts and othree for their breakfast jaffle, maybe best jaffle on the island","Check out surfers warung for the coldest coconuts and othree for their breakfast jaffle, maybe best jaffle on the island","Check out surfers warung for the coldest coconuts and othree for their breakfast jaffle, maybe best jaffle on the island","check out surfers warung for the coldest coconuts and othree for their breakfast jaffle, maybe best jaffle on the island",check out surfers warung for the coldest coconuts and othree for their breakfast jaffle maybe best jaffle on the island,check surfers warung coldest coconuts othree breakfast jaffle maybe best jaffle island,check surfers warung coldest coconuts othree breakfast jaffle maybe best jaffle island,check surfers warung coldest coconuts othree breakfast jaffle maybe best jaffle island,check surfer warung coldest coconut othre breakfast jaffl mayb best jaffl island,check surfer warung cold coconut othree breakfast jaffle maybe best jaffle island,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}",0.6369,1
Kiran V,Aug-17,"The beach is realy cosy and there is every evening live music. There they sell a lot of things. The best thing they sell are the medium spicy corns which are delicious. The waves are for beginners and medium surfers, but there are also big waves if you peddle deep for more advanced surfers.","The beach is realy cosy and there is every evening live music. There they sell a lot of things. The best thing they sell are the medium spicy corns which are delicious. The waves are for beginners and medium surfers, but there are also big waves if you peddle deep for more advanced surfers.","The beach is realy cosy and there is every evening live music. There they sell a lot of things. The best thing they sell are the medium spicy corns which are delicious. The waves are for beginners and medium surfers, but there are also big waves if you peddle deep for more advanced surfers.","the beach is realy cosy and there is every evening live music. there they sell a lot of things. the best thing they sell are the medium spicy corns which are delicious. the waves are for beginners and medium surfers, but there are also big waves if you peddle deep for more advanced surfers.",the beach is realy cosy and there is every evening live music there they sell a lot of things the best thing they sell are the medium spicy corns which are delicious the waves are for beginners and medium surfers but there are also big waves if you peddle deep for more advanced surfers,beach realy cosy every evening live music sell lot things best thing sell medium spicy corns delicious waves beginners medium surfers also big waves peddle deep advanced surfers,realy cosy every evening live music sell lot things best thing sell medium spicy corns delicious beginners medium surfers also big peddle deep advanced surfers,realy cosy every evening live music sell lot things best thing sell medium spicy corns delicious beginners medium surfers also big peddle deep advanced surfers,reali cosi everi even live music sell lot thing best thing sell medium spici corn delici beginn medium surfer also big peddl deep advanc surfer,realy cosy every evening live music sell lot thing best thing sell medium spicy corn delicious beginner medium surfer also big peddle deep advance surfer,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.836}",0.836,1
Portolana,Aug-17,"A cluster of small places where to grab a bite and hang out, but right on the beach they are just finishing what looks like a  very fancy place. If you do not surf you can seat very carefully on the huge black rock spitted out from a vulcano  thousand years ago","A cluster of small places where to grab a bite and hang out, but right on the beach they are just finishing what looks like a  very fancy place. If you do not surf you can seat very carefully on the huge black rock spitted out from a vulcano  thousand years ago","A cluster of small places where to grab a bite and hang out, but right on the beach they are just finishing what looks like a  very fancy place. If you do not surf you can seat very carefully on the huge black rock spitted out from a vulcano  thousand years ago","a cluster of small places where to grab a bite and hang out, but right on the beach they are just finishing what looks like a  very fancy place. if you do not surf you can seat very carefully on the huge black rock spitted out from a vulcano  thousand years ago",a cluster of small places where to grab a bite and hang out but right on the beach they are just finishing what looks like a  very fancy place if you do not surf you can seat very carefully on the huge black rock spitted out from a vulcano  thousand years ago,cluster small places grab bite hang right beach finishing looks like fancy place surf seat carefully huge black rock spitted vulcano thousand years ago,cluster small places grab bite hang right finishing looks like fancy seat carefully huge black rock spitted vulcano thousand years ago,cluster small places grab bite hang right finishing looks like fancy seat carefully huge black rock spitted vulcano thousand years ago,cluster small place grab bite hang right finish look like fanci seat care huge black rock spit vulcano thousand year ago,cluster small place grab bite hang right finish look like fancy seat carefully huge black rock spit vulcano thousand year ago,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6486}",0.6486,1
VJDee,Aug-17,A fantastic place for those who want to hang out by the beach or learn to surf. We spent 2 wonderful days there and we loved every moment of it. Lots of drink vendors along the beach and you can use their beach chairs if you order drinks from them too. Highly recommended. ,A fantastic place for those who want to hang out by the beach or learn to surf. We spent 2 wonderful days there and we loved every moment of it. Lots of drink vendors along the beach and you can use their beach chairs if you order drinks from them too. Highly recommended. ,A fantastic place for those who want to hang out by the beach or learn to surf. We spent 2 wonderful days there and we loved every moment of it. Lots of drink vendors along the beach and you can use their beach chairs if you order drinks from them too. Highly recommended. ,a fantastic place for those who want to hang out by the beach or learn to surf. we spent 2 wonderful days there and we loved every moment of it. lots of drink vendors along the beach and you can use their beach chairs if you order drinks from them too. highly recommended. ,a fantastic place for those who want to hang out by the beach or learn to surf we spent 2 wonderful days there and we loved every moment of it lots of drink vendors along the beach and you can use their beach chairs if you order drinks from them too highly recommended ,fantastic place want hang beach learn surf spent 2 wonderful days loved every moment lots drink vendors along beach use beach chairs order drinks highly recommended,fantastic want hang learn spent 2 wonderful days loved every moment lots drink vendors along use chairs order drinks highly recommended,fantastic want hang learn spent 2 wonderful days loved every moment lots drink vendors along use chairs order drinks highly recommended,fantast want hang learn spent 2 wonder day love everi moment lot drink vendor along use chair order drink highli recommend,fantastic want hang learn spent 2 wonderful day love every moment lot drink vendor along use chair order drink highly recommend,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.9392}",0.9392,1
nickenhanneleen,Aug-17,"How can a beach not be lovely..? Can be busy (during high season) and includes some good surfing breaks. Next to the beach are some bars where you can eat and drink. Good spot to watch sunset.Tip:Park your scooter a bit before the beach, in that manner you avoid some parking costs ;)","How can a beach not be lovely..? Can be busy (during high season) and includes some good surfing breaks. Next to the beach are some bars where you can eat and drink. Good spot to watch sunset.Tip:Park your scooter a bit before the beach, in that manner you avoid some parking costs ;)","How can a beach not be lovely..? Can be busy (during high season and includes some good surfing breaks. Next to the beach are some bars where you can eat and drink. Good spot to watch sunset.Tipark your scooter a bit before the beach, in that manner you avoid some parking costs ","how can a beach not be lovely..? can be busy (during high season and includes some good surfing breaks. next to the beach are some bars where you can eat and drink. good spot to watch sunset.tipark your scooter a bit before the beach, in that manner you avoid some parking costs ",how can a beach not be lovely can be busy during high season and includes some good surfing breaks next to the beach are some bars where you can eat and drink good spot to watch sunsettipark your scooter a bit before the beach in that manner you avoid some parking costs ,beach lovely busy high season includes good surfing breaks next beach bars eat drink good spot watch sunsettipark scooter bit beach manner avoid parking costs,lovely busy high season includes breaks next bars eat drink spot watch sunsettipark scooter bit manner avoid parking costs,lovely busy high season includes breaks next bars eat drink spot watch sunsettipark scooter bit manner avoid parking costs,love busi high season includ break next bar eat drink spot watch sunsettipark scooter bit manner avoid park cost,lovely busy high season include break next bar eat drink spot watch sunsettipark scooter bit manner avoid parking cost,"{'neg': 0.096, 'neu': 0.739, 'pos': 0.165, 'compound': 0.3818}",0.3818,1
