Name,Country,Date,Content
Sameer Nandan M R,"Bengaluru, India",Aug 2017,"The beach falls towards the south western end of the Bali. A stip of land with blue water beaches on two sides. For an ideal swim and a nap on the sands, suggest the right side beach when facing the statues. The left side beach is more an activity beach. Do NOT miss the water blow that lies behing the big statue. It would be one amazing experience"
Hettie1956,"Sheffield, UK",Oct 2017,The views at night are so beautiful.  Either sitting at the Arawana restaurant or the kul kul  bar just breath taking. 
Tony D,"Sandton, South Africa",Oct 2017,Water very low at low tide so get there when at least half way or walk along beach to operate as. But good beach. Safe for bathing
denis,"Rockland,Ontario,Canada",Oct 2017,The hotel (Bali Nusa Dua)gave us free coupons to get free access to lounge chairs. We arrived around ten and we were only a few other tourists on the beach. Very few vendors
Kamikaze4,"Yarra, Australia",Oct 2017,We have been to Bali over 5times and normally stayed in Seminyak however we wanted to try a new area. Nusa Dua beach is very lovely. Relax beach with no hustle. Not many people try to sell you products. However there were no public toilets there so you have to pay to use a toilet in a shop and they will charge you. 
MegSar,"Sydney, Australia",Oct 2017,"Very clean beach, much nicer than Legian ect. Water is calm, good for children, however sometimes there is a strong rip. The beach is lovely to take a nice walk. There aren’t any people interrupting you by selling/bartering with you, the odd offer for a massage which is lovely on the hotel lounges. Very relaxing. Short 30min drive from Legian. "
Daria K,22 contributions,Oct 2017,"Nusa Dua beach is very long and not too much people on the beach. Waves are small, so you can go to water and swim, if you decided to surf, you will find a place too - waves are not too big, but still you can learn and try to catch it just a little bit away from a beach side. Recommend! "
Sarah C,23 contributions,Oct 2017,Very lovely beach. The sand is very white and there are a lot of happy tourists. Not many locals trying to sell things which is a nice break from other parts of Bali. 
Vackor78,"Budapest, Hungary",Oct 2017,"Beautiful beach , clean water, hotels ‘ private beaches but offers water sports activities. Not crowded , beautiful shore. "
Tushar P,23 contributions,Oct 2017,It's a clean beach with few people but lots of rock.No shacks and no beer.Not like the vast beaches we generally see due to rocks.Lots of surfers and one can have a beautiful view of sunrise. 
Venture736582,15 contributions,Oct 2017,Nice beach in Bali..  Can't ask more than that..  Water is very very clean and crystalline...  There are a lot of turist but is OK... Childrens enjoy all beautiful day
TuukkaT,"Vaasa, Finland",Oct 2017,"We spend two weeks in Nusa Dua with a family of five. The area is totally made for tourists and therefore it feels really safe, clean and comfortable. Of course it is a lot more pricey than Bali in general but with small children it is worth every penny. You can also relax in peace in the resorts which is nice compared to other areas where the vendors are quite pushy."
mohsen_rio,"Shiraz, Iran",Oct 2017,I think nusa dua beach is beautiful and cleaner than the other.i recommend if you want relax and silent.but if you want activity i recommend kuta beach.
nykbbnyy,"Brooklyn, NY",Oct 2017,Went to the public area of this beach.Found a spot with lots of space with no one around but then we found out why. The water here was filled with garbage. Lots and lots of it and not just small pieces but big pieces of plastic. We moved to a different part where more people were and it was much cleaner but still some garbage in the water and sand. When I walked the beach I saw there were people cleaning in some spots but other laces were pretty filthy. Very unfortunate and I'm sure the bigger hotels try to keep their sections clean.The water was nice and calm for swimming but just too much garbage to recommend anyone visit.
carrosau,"Barwon Heads, Australia",Oct 2017,"A lovely beach, clear and clean and a nice path to walk along, linking hotels. Only a few free standing restaurants but look out for Pirate's Bay a great restaurant where you sit in treehouses and get served lovely cheap food."
Nick A,"Bronx, NY",Oct 2017,"Absolutely a fantastic beach! Very clean! This place is really protected and taken care of by the government, main tourist attraction! The resorts here are all top notch and offer different feel and amenities, male sure and do your home work!The water is gorgeous, so clear!"
rachel z,"Sydney, Australia",Oct 2017,"Yellow sand (not black like other beaches). and clean, clear beautiful water to swim in . When the tide starts to go down the water is just gorgeous to sit in for hours."
Amrit C,"Auckland, New Zealand",Oct 2017,The Beachfront lines a number of high end resorts. Its clean and secure with no hawkers etc. You can walk all the way down it to Bali Collection..
T S,"Jupiter, FL",Oct 2017,Not really great for swimming. Lots of watersports catering to tour groups at the far end. OK for a walk but must walk through a hotel or business to get to the beach.
a12445,"Whitehead, UK",Oct 2017,"This beach is part of the Melia Bali hotelgood sandy beach water is shallow at high tide at low tide the water is far outpaddle boarding,jet skiing and boat trips can be had along the beach"
Janenebabe,7 contributions,Oct 2017,"Was extremely shocked to find the waters edge filled with rubbish - as we walked along we noticed that the cleanness areas to swim are in front of the top hotels eg: club med who take pride in cleaning the beachfront of their hotel. Nusa Dua beach was lovely and quiet with no annoying sales people approaching you with goods like seminyak beach. The sand itself is coral, so sand shoes are a must. Lovely sheltered temples to relax under along the beach . There are also market stalls of clothes and the prices were cheaper than seminyak or ubud. "
Sara S,"Herzliya, Israel",Oct 2017,"Very dirty - honestly dont understand what the fuss is about, Bali has more beautiful beaches! Try swimming with yoghurt cups, lots of plastic and plastic bags... disguisting. Time for travellers to take more responsibility over the impact we make on the places that we are visiting..."
Traväla711,"Nairobi, Kenya",Jun 2017,"The price of alcoholic drinks and cigarettes on the beach can be negotiated. The boat trip organizers and masseuses on the beach will try every few hours to get you to have a massage. Avoid saying yes if you don’t intend to, because they get offended."
Jaime A,"Montreal, Canada",Nov 2016,"Such a beautiful beach, in such a beautiful country.... Fell in love with Bali from minute one! Would (and will!) return the very first chance I have enough time to travel to the South Pacific. Indonesia, thank you! (Jaime Alcaraz Montreal)"
melindawisetyo,Jakarta,Jul 2017,"Compared to other beach in Bali, Nusa Dua Beach is my favorite. It's clean and blue beach with white sandy beach. Not too crowded, perfect to chill and do sunbathing."
Nitesh Bhopalka,"Kolkata (Calcutta), India",Oct 2017,Nusa Dua beach is full of luxury hotels and almost look like dram destination. Clean beach and very less crowded 
Luka B,"Logatec, Slovenia",Sep 2017,"Ideal for surfing - beginers, there are many surfing schols, nice sand beach, not nice beach after 14.00 because of low tide..."
stumpy1954,"Grays Thurrock, UK",Oct 2017,"As previously submitted, this resort is of a very high standard, and we have already decided that we will be returning in a couple of years"
marybe21,"Ripon, UK",Oct 2017,"Lovely beach, beware that this is mainly because at high tide the waves are broken away from the beach leaving still clear water close to the beach. At low tide this empties leaving little water and seaweed close to the beach. We loved the paddle boarding. "
Grahame N,"Charlestown, Australia",Sep 2017,"Great alternative to the multiple pools available in the resort.The beach activities were fun, jet skis (woo hoo).  We all enjoyed immensely.  Plenty of places to relax with many chairs and day beds.  The beach bar was over used."
LizzyDizzyPerth,Perth,Sep 2017,"You must come here if your in Bali Totally worth the taxi fare from KutaApprox $30-$40 return trip on s bluebird metered Taxi.We loved it so much and recommend everyone to come and see,"
Francois R,"Stellenbosch, South Africa",Oct 2017,Nice smooth sand but sadly there is always litter coming in from the ocean. You can go for nice long walks which was great.
Tadela W,"West Stockholm, NY",Sep 2017,This beach is a local beach very quiet and beautiful. The locals are so sweet the food on the beach is cheap and tasty. The only down side is there was a lot of Europeans that showed up late in the day. 
mechen121,"Taipei, Taiwan",Oct 2017,"The location is inside Nusa Dua. A great place to visit and advised to bring the family along. Beautiful beach to spend the afternoon, while waiting for the waves."
Vedna B,"Durban, South Africa",Oct 2017,"Breathtakingly beautiful! Crystal clear with shades of blue, white sand, spectacular, flat water, you can lay there and float away. Best beach experience yet!"
Mark B,2 contributions,Sep 2017,"This beach fronts home many Nusa dua hotels which make avaliable sun loungers to it's patrons, although this luxuary is not avaliable to the public beach which is the smaller of two bays that make up the Nusa Dua beaches. The sand of these beches is soft although a little harsher under foot neare the water. The sea deapth was relatively shallow even at high tide during our stay at a metre or less,although the public beach side has some deeper areas in it's bay, but both sides may be a little higher at different moon phases. Both beaches have reefs at there fronts edges which makes them shallow in the main, and thus no significant waves to catch you out.  With it's palm fringed front and soft sands it is has the idilic feel a long haul holiday/honeymoon has to make you feel good."
the travelling tradie,"Warners Bay, Australia",Oct 2017,"Crystal clear waters and white sand! Very nice beach. Activities available all down the beach, clean water(no rubbish around) and a bunch of flash resorts to stop in for a drink "
anon888385,"Lithgow, Australia",Sep 2017,"Water on the beach was pristine, blue and clear, looked incredible. Visited other beaches around Bali whilst sight seeing and none of them topped the beach at Nusa Dua. Only down side being a few pieces of rubbish that had washed up or been thrown there, but still a lot less then any other beaches. Beautiful to swim in on a hot day when the pools aren't enough. "
SPH63,"Boundary, UK",Sep 2017,Fabulos beach no shale or sroney beach sand sand sand .very shallow only up to waist high for a great way out only then does it get deeper.not alot of fish about so not great for snorkling gotta get a boat to take you out further for that.cafe is great have your food at the bar we found it got cold by the time it took to get to the beach at the cafe you got good food drinks ciggies some snacks .food was always fresh cooked from what i could see and had .never had bali beli .toilets basic :but unisex as the day goes on they do smell and dont get cleaned regulary.enough.Sunbeds get there early only 100 idr for two all day .prices go up as the beach fills .beach vendours once told no they didnt bother us again .massage highly recommend it yiann also known as numder 5 amazing lady 200idr for full body best money spent all holiday .Taxis get the local blue or blue bird dont get the others your likely to get ripped off the bar will even get you one.
Virginia W,4 contributions,Sep 2017,Beautiful white soft sand with clear warm water.  Safe for swimming.  Lovely gentle breeze all day.  We think this is the best beach in Bali and we have visited and stayed in many different areas of Bali
mark b,"Dana Point, CA",Oct 2017,Just returned from Bali. Beaches and water are perfect.  Areas where beach is not groomed have lots of trash but not in front of the hotels
vamsi111,"Hyderabad, India",Oct 2017,The beach is not so great as the waters are very still and there are hardly any waves. There are many luxurious resorts around and people just cool their heels. Everything here is expensive and the best part we liked is water blow. There are lot of cultural events that take place. Food s great. We can see the far islands nusa lemboghan and penida from here. Bargain to half for the water sports. 
Richa84,"Manchester, UK",Sep 2017,Oh and avoid the sea urchin. Not great for any swimming activity as there are too many reeds the whole way round the pennisula
Anthony J,"Gold Coast, Australia",Aug 2017,"Nusa Dua beach is very nice with white sand although with only very small waves. Most of this beach area is very relaxing, with less bogan tourists (that you will find at Kuta beach) and more Europeans. Also, unlike Kuta Beach there's less locals trying to sell you souvenirs and massages, which makes for a more relaxing and peaceful experience. The water here appears much cleaner than Kuta as well. The only down side is that this side of the island gets the sunrise instead of the beautiful sunset that you get on the other side. But, if your goal is just to relax without being bothered then this is the beach for you."
cliffandjo,"Wroughton, UK",Oct 2017,Nusa Dua beach area has many locations.  If you access from the Bali Collection area you can get onto the beach in front of the hotels but it's not great.  Best public access is in the Geger Beach area or walk through the St Regis and park up on the sand by their bar.  Most of the good beach areas are in front of hotels.  Don't be intimidated by the security guys just be cool and make your way where you want to go and use the hotel facilities for refreshment and loos !!  
Franki1213,4 contributions,Sep 2017,"Lovely,clean beach with only small waves,perfect for relaxing without plenty of swimming to do. The only thing it misses is the sunset,which is on the other side of the island."
Marie R,"Perth, Australia",Sep 2017,Nusa Dua beach is a beautiful beach with crystal clear water and white sand. Very good for families.  It is a very quiet and safe place and very relaxing.  I will recommend  to ho thete if you are in Nusa Dua.  There is lots of trees to relax under if you dont want to stay under the sun all day.Very nice view too.Marie
458krishnad,"Warangal, India",Oct 2017,"It was a lovely evening we decided to visit the Nusa Dua beach. The beach front itself has been completely developed, with numerous shopping complexes, beach clubs, Bali Collection (mall) all at the same place. The water is clean and shallow. Not much current so it is safe for young kids."
Richard K,21 contributions,Sep 2017,Beautiful beach spotlessly clean with a path running along it with was a lovely walk with we did not than once 
bleketepluk,3 contributions,Sep 2017,White clean sand.. Not good for sunset. Sunrise view only.. Some part of the beach exclusively for 3 hotels. There's not much of souvenir/gift shop
John White,"Saltash, UK",Sep 2017,Beach is just beautiful & ideally located next to perfect hotel in the laguna luxury collection. Secure & safe with lovely golden sand.
jc26_11,"Langkawi, Malaysia",Sep 2017,One of the cleanest beaches in Bali water wise but the broken bits of coral make it hard to swim. Need water shoes. Subject to high and low tide so swimming is subject to high tide. Very pretty beach.
madeinIndonesia,"Montreal, Canada",Sep 2017,apart from kuta and legian here is more quit. you wont have street seller try to offer you food or massage which sometimes it kind of bothered. 
Giuseppe C,"Bristol, UK",Apr 2017,Nusa Dua is good soft sand large beach in Bali the water is warm and clear but is not calm there are strong currents that pull you across and if you you are not a strong swimmer then it would be a struggle.For so called paradise I expect more.Walking along the costal path toward the Regis and Mula hotels the water is calmer but then it's hindered by shingles and pebbles.It's not the best beach I have been to what really lets it down is the tide will go out in the early afternoon leaving the beach a lot less enjoyable.It's quiet even with the hotels there's not alot of people for the amount of space there is also safe.
42carl,"Seminyak, Indonesia",Sep 2017,Nusa dua public beach is a beautiful quiet beach in Bali. The sea is beautiful. It's not to far from Seminyak and Kuta area. Here less beach sellers than Kuta.
willski2016,28 contributions,Sep 2017,One of the best beaches i have visited plenty of things to do lot of water sports jet ski/paddle bording/speed boats nice place to relax and just enjoy life you don't seemed to get hassle by people trying to sell you stuff like most other places 5*
mchrst490,Doncaster,Sep 2017,Nice white sand but the tide goes out early so in the afternoon the sea has gone well out. Not the paradise beach I was expecting.
Christopher L,"Bogangar, Australia",Sep 2017,"Awesome place to go for a stroll, plenty of sites and sounds.  I especially like how quiet it is.  Not to many merchants selling stuff."
Daydream799190,281 contributions,Jul 2017,This has to be one of the most beautiful beaches in Bali. It's good to visit with family and for a romantic time away from the all the party beaches. It is home to some good hotel chains and luxury shopping. The water sports here are really good. 
Stephen G,"Limerick, Ireland",Sep 2017,"The beach itself has lovely golden sand. The tide does go out a way and when it is in the water is quite shallow but a nice temperature (September anyway). Great to go in and cool off or for paddle-boarding, which seems quite popular.We never found it too crowded. Very safe for children due to depth and no strong currents (that I was aware of) possibly due to the reef.Worth a  visit"
amos.sd,"Nice, France",Sep 2017,"Just wow... Everyone visiting Bali should go to Nusa Dua seaside. Just try and see, you will be amazed!"
AHViking,"Trogir, Croatia",Sep 2017,"Nice beach but the tide makes the currents strong. Some places it's like being in a rapid river. The resorts have restaurants by the beach front. Public access several places, but the sun beds are reserved for resorts guests. Places to rent equipment for water activities."
C T,"Main Beach, Australia",Sep 2017,We loved this resort hotel. Positioned along the Nusa Dua Beach area and close to other resorts. Beach area is spectacularly clean and without hawkers.
maggietynan,"Sydney, Australia",Sep 2017,"Beautiful beaches - most day beds are controlled by the hotels along the strip.  A great walk along the beachfront - many couples having wedding photos - eg 5 at a time - all during the day.  Hawkers keep their distance and you can have massages on the beach - either organized by the hotels at a price, or much cheaper on the actual beach. Sand is white, ocean perfect and many delightful restaurants to have a bite to eat with squirrels in the trees overhead"
Afterdark1400,"Isfahan, Iran",Sep 2017,"Super beach!The Laguna hotelI liked the relaxing atmosphere, friendly staff and hospitality of Bali people."
Wayne W & J,"Perth, Australia",Sep 2017,"Lovely hotel and staff, had Scoopon voucher which was great stayed in pool access room, very far from everything,shops etc, but perfect if you want peace. Pools awesome and huge, spa in hotel expensive but well worth the price, staff there definitely know how to give a great massage. Very friendly and helpful team. "
Angryangmo,"Singapore, Singapore",Sep 2017,"Most parts of Nusa Duas long coast line are divided up into parcels, belonging to the multiple hotel resorts, making them their private beaches, however they all have one thing in common, while there are plenty of beautiful and relaxing lounge chairs available, if you want to actually go into the water for a swim, consider going to another beach.There were tons of sharp rocks and pebles making it a painful process to get into the water, and the water itself wasnt really clear / nice, as on other beaches, not to speak of the dream like ones of Thailand."
vipula m,"Northampton, UK",Sep 2017,Beautiful clean beach White sand Lovely place to relax Mist of the beach is exclusive to the hotels but there is some areas where you can useGet hassled by the sellers
btnpete,"Brighton, UK",Sep 2017,"Beautiful beach with plenty of shade. The beach is clean and quiet, there are beach sellers here but if you are not interested no hassle from them. The sea is also clean however there is only certain times that you can swim as the sea goes out a long way. But there are several pools of shallow water where you can submerge to cool off "
Gopi nath,243 contributions,Jul 2017,"Nusa dua beach is a clam beach with not much of waves. This is good for relaxation and water sports or activities.If you want waves, then this beach is not the right place. My son also found a star fish at this beach."
Wilhelm_Polinski,"Kassel, Germany",Sep 2017,One of the best beaches in bali ! We stayed 2 weeks at the Nusa Dua Beach Hotel & Spa and it was amazing!No Sunset here but in the early mornings you can see a beautiful Sunrise !!!
Steve D,"Kersbrook, Australia",Sep 2017,"Nusa Dua beach is a great beach for families. The water is very safe for little kids. If you're coming from another part of Bali make sure you check when it's high tide and plan on arriving 1.5 hours before so you can enjoy the water for the maximum amount of time. The tide goes out a long way. If you have time, hire a bike. There is a track which runs along the beach all the way to Benoa with some great views of the resorts. It is interesting to check out how the rich and famous are spending their Bali time."
PNMG,"Lisbon, Portugal",Aug 2017,"Small beach , where the sea water is warm but shallow . With low tide , it's like a bathtub , we can't swim . Great for small children ."
skpatel,"Vadodara District, India",Mar 2017,"Very beautiful beach , so many visitors,  you really feel that you are enjoying vacation.  So many well-known hotels and resorts and restaurants . You can enjoy local shopping "
Exploration66293,14 contributions,Sep 2017,Quiet beach with access controlled by neighbouring resorts. No hawkers and a very comfortable environment if visiting solo. Beaches weren't patrolled on the day visited which is why I rated 4 rather than 5. 
BlueTravelMagnet,"Mumbai, India",Sep 2017,The view at the south end of the Nusa Dua Beach is stunning and we enjoyed the same by taking tons of pictures. The water can get quite shallow and thus one may need to walk little bit towards the sea but it is definitely worth it. The colour of the water and sand are something I loved watching. Must visit when in South Bali 
Kevin S,5 contributions,Aug 2017,The beach is pristeen and safe although too shallow to swim. At low tide you get to walk out to the reef that completely protects the bay. There are a few vendors in the beach but they are friendly and not overly pushy.
Theo,"Enfield, UK",Aug 2017,"We stopped here for a few hours early in the morning and the place wowed me. Id been to a few other beaches around bali and they all seemed to underwhelm but this is what i thought when i though Bali beaches.Golden sand, calm clear waters and the surrounding views are gorgeous. picture opportunity after picture opportunity. Maybe because of the time we got there (around 8:30am) but the place was nice and chilled and still was by the time we left and had a much more laid back vibe to the other beaches i had been.Definitely worth a visit"
555steve,"Kuala Lumpur, Malaysia",Sep 2017,"Great beach always clean and well kept as it mostly adjoins the name branded hotels etc. At low tide walk out and look at the exposed reef, at high tide you can get your fill of water sports like jet sking, paragliding etc etc. For the family a lot better than Kuta as you don't get waves breaking and the rips and sweeps that are dangerous and come with the breaking waves."
Diane A,"Perth, Australia",Sep 2017,Water is turquoise and calm during low tide. The view is spectacular and beach is clean! Just gorgeous 
platinuuum,"Tokyo Prefecture, Japan",Sep 2017,"Great for couples or families ! A piece of paradise, very affordable. We stayed closed to Ayodya hotel beach, and rented beach chairs and towels for 500k each. We did some snorkeling, and though it's not a recommended spot, I saw a huge snapper, tons of blue spine unicorn fishes and the usual tropical crowd ! For water sports, ask for putu ""chinky monkey"" kamput at the Ayodya beach bar. He will give you cheap price and awesome time !!"
Kin P,15 contributions,Aug 2017,"Quite beach located off several brand name hotels. Plenty of space to soak in the sun, build sand castles or take a dip or swim.  Relatively calm waters."
Jane B,"Adelaide, Australia",Aug 2017,This beach is nice and clean although there are signs warning of sea urchins at low tide. Plenty of water sports here and a well maintained path that goes from the Bali Collective down past the resorts.
TeignmouthAsh,"Teignmouth, UK",Sep 2017,"The beach is beautiful golden sand, it isnt fine sand though. We loved it. The only downside is that there is a reef just of shore, when the tide goes out you are left with very shallow water out to the reef. To get there and in to swimable water on the other side you need to wade through a forest of sea weed. We didnt see many fish, which was surprising. We did sea a Banded Sea Krait though, a highly poisonous snake which gives a lethal bite!All in all we really enjoyed it, but after seeing the beaches at Seminyak, Ulawatu and Pdang Pdang, we wont be coming back"
iveronikaa,"Oslo, Norway",Aug 2017,"It was a very nice beach, but not very special or diffrent. The water was clean And the sand was light beige. Good place to tan And swim, but deffinetly many tourists here so it is not like a secret hideaway. Would go again."
Tumelo2K,"Gaborone, Botswana",Sep 2017,"If you're into long walks by the beach... this is your place.Beautiful, calm waters with soft sandy beaches. The water is warm and perfect for lazing in.Has a promenade where you can a walk for over 3 miles. The promenade runs through all the top beach resorts with free access so there are plenty spots to stop for a drink and admire the view.Different lagoon spots to watch the waves and enjoy the calming effects of the ocean."
Pao,"London, UK",Sep 2017,"Here is where I've chosen to take the sun. The beach was beautiful, the sand fine and white, there weren't many people specially around 10/11 am and that made it perfect. You can rent a parasol but it is also ok to take a towel or a cloth and extend it on the sand, it is safe and the sea is calm and not too deep, still you can swim and enjoy the sun."
HayleyJMatt,"London, UK",Aug 2017,"On first look, the beach looks lovely. However you really need to experience more of the island and once you have done that you will realise that Nusa Dua beach is really not the beach to be at. We had smelly camels walking up and down the beach when we were here, giving tourists rides. The camels were defiant and definitely didn't want to be walking up and down and up and down the beach all day. It just felt like I could be anywhere in the world and to top it the sand was rubbish. Do not get me wrong - the hotels along this beach are bloody fantastic.But seriously, if you thought this beach was fantastic, you obviously didn't experience enough of the rest of Bali."
Sean B,"Johannesburg, South Africa",Aug 2017,Certainly spending time of this beach in high tide is fun but there is an equal experience when it is low tide as you can walk out really quite far to where the waves break.
Jack F,"Los Angeles, CA",Aug 2017,"the sand is the best and the beach is most clean in Bali. Much more quiet than the beach in Seminyak.  Overall, a great relaxing beach with spectacular views"
Luisito de Pineda de mar,19 contributions,Sep 2017,"The best holidayss ever...romántic, amazing people, cultural, relax, funny, drinks, foods, animations.....unforgetable holidayss"
Loredana B,"Bucharest, Romania",Jun 2017,"If you're going to visit Bali, don't choose Nusa Dua as your place to stay. We made that mistake and it is my biggest regret from that holiday. Although we rented a scooter and we managed to escape every day, it was not a good choice. Nusa Dua has a lot of resorts, restaurants and shops, but they are in a specific environment, you can feel that everything in there is under supervision and in a very strict conditions. Plus, everything is much more expensive than the rest of Bali. You will not have a complete balinese experience if you chose to stay there. "
Seyda,"Baden-Württemberg, Germany",Sep 2017,Very loooong beach with 50 shades of blue. Though it is hard to swim due to waves in the afternoon and you should check the low tide time.
Pamela M,"North Haven, Australia",Sep 2017,Very very busy beach you can't swim there as too many busts coming and going. Horse riding on the beach not a beach for relaxing best to stay in beachside resorts
Tom L,"Da Lat, Vietnam",Aug 2017,"Clean clear water, clean beach, gentle walk into the deeper water- no severe drop off, great open ocean view."
Bill,"Adelaide, Australia",Sep 2017,Tge beach behind the grand aston should be beautiful. Sadly it is full of rubbish inspite of the hard work by two hotel staff. Luckily the pool area was perfect so the beach can be avoided
CMcG,"Singapore, Singapore",Aug 2017,It was a very pretty beach.  although very shallow.  It was great watching the local fishers using the schools of black tip reef sharks to locate the fish.
Curiosity629520,15 contributions,Aug 2017,"Nothing out of the ordinary, but a good beach. Went there one afternoon and there was a low tide. Cozy beach and seems to be good for surfers. "
jayzee91,"Adelaide, Australia",Sep 2017,"Well Nusa Dua beach has it all. Sun lounges, some shady trees, lovely clean beach with only a couple of licensed sellers. The ocean is refreshing and clean. You can get food, drinks, beer and ice cream. The fresh coconuts are fabulous, a must try.You just have to be careful not to get sun burnt."
andrewhG2744JS,"Melbourne, Australia",Aug 2017,"Beaches are totally different in Nusa Dua as compared with Kuta,Legian & Seminyak,which are the popular destinations in Bali.The beaches are fairly clean(a little rubbish on the sand and in water on some areas of the beach),the sand is white and the water is clear."
Angela Elvin,"Telford, UK",Aug 2017,"Our hotel was set on Nusa Dua beach and it is idyllic to look at. Unfortunately as water sports (jet skis, banana boats etc) are common place now the sea is polluted with petrol and oil and you can smell the fumes from the speed boat's when sunbathing. I didn't actually go into the water (no one did) presumably because of the petrol etc floating in the water. The sand is beautiful and it is a real shame that the water has been tarnished due to the popularity of motorised water sports 😞"
944jill,"Newcastle upon Tyne, UK",Aug 2017,Tide is out from 4pm so you can walk right around the bay. Lovely. Lots of beds available but they go quickly in the mornings.
MSethi2905,"Gaborone, Botswana",Sep 2017,"Nusa Dua beach is just heaven. Calm warm ocean, clear water and beaches that are clean and well maintained. There is a 🚲 path and rentals are available at the hotels in Nusa Dua (guests only). The beach is kid friendly and has limited motor sports at the beach which creates a serene atmosphere. No tide so not a surfing beach. Ideal for sunbathing and wading. A better beach compared to Phuket, Penang and Mauritius 🏖. "
stevesudjatmiko,"Jakarta, Indonesia",Sep 2017,"This  white sand beach is truly beautiful. I dont usually like to stay in the beach for long but this beach is just very special.The water is clean, the sand is soft, the wind blows calmly. I spent two hours doing nothing and slowly my mind and soul feel the serenity of the sea.Simply a must go beach"
Harsh Kandoi,"Budapest, Hungary",Jun 2017,It's the best because of the sheer touristy feeling of being enveloped around hundreds of 5star properties and good crowd. And thats also why it's the costliest!
Sutan,12 contributions,Sep 2017,"Been exceptional place to regenerate .There are a lot to e.g. Swimming pool, beach lovely service and food  "
Anton M,"Barwon Heads, Australia",Aug 2017,A relaxed setting with great walking paths and good services for beach growers Not heavily over developed which makes for a relaxing and restful visit Cannot fault location  
J.D. Drayton,"Melbourne, Australia",Aug 2017,"White sand, crystal clear water and beautiful aqua sea! This beach is what you would expect on a tropical island getaway! The water was so warm and lovely to swim in. I didn't want to get out! You must go before the low tide as it's not the greatest when there is no water. An absolute must-see in Bali! "
Anastasia R,74 contributions,Aug 2017,"Ocean allows to bathe there, waves are not so cruel like on other beaches of Bali. Sometimes water brings too much of garbage but local people are very fast to clean up the mess"
Mandm715,"Teignmouth, UK",Mar 2017,"This beach is pretty narrow and the sea is too rough to swim.  However, it does have visiting turtles in the evening and there are lots of pretty shell."
kuns8530,"Vadodara, India",Feb 2017,good for a leisure and/or romantic stroll along the shore. calm sea good for swimming or just laying in the sun sand and water! best experience of beach side.
RydoBurr,"Dubai, United Arab Emirates",Aug 2017,Having tried a few different beaches in Bali Nusa Dua is the best I have come across so far. Its really clean and if you are willing to walk all the way past the St Regis then it is very quiet and makes for some excellent photos.
deejay90210,"New Delhi, India",Jul 2017,"A very beautiful and lively beach, with some good beach activities. We were lucky to see an ongoing festival, which made our visit even more special. Water was not very deep, so the kids had a lot of fun. Definitely, one of the best beaches Bali has to offer."
1952desiree,"Sydney, Australia",Aug 2017,Its just superb the MELIA RESORT SPA  has its swimming pool virtually on its beach such a treat plus the Santeria restsurant borders on the beach as well was delightful for lunch and a great barbecue buffet in the evening with good band and after a disco if you like plus it offers happy hours at its bar 
Yas,"Dubai, United Arab Emirates",Aug 2017,"I went to this beach for a one day trip from Seminyak, I used Uber to reach the beach (paid around 150,000 IDR), and came back to seminyak again with a bike driver (+62 0 819-3305-1669 for 300,000 IDR). Compared to Seminyak beach it is much cleaner with a brown clear sand, area is calm and having different luxurious hotels). 2 coffee bars/restaurants are available of which Fleet Bar caffè. Also you can enjoy massage in the beach for a very low price."
Carl-Thomo,"Aberdeen, UK",Jun 2017,"There are some stunning beaches in Nusa Dua, however many have a big issue with plastic waist being washed up. I thing the hotels should make more effort and so should all the local people, in terms of cleaning up and recycling. "
acsaroj,"Bengaluru, India",Jul 2017,a very well maintained and neat and clean beach...was there with my 1 year old son and i could leave him comfortably on the sand..awesome place to take some great and memorable photos...
Максим О,"Central Russia, Russia",Sep 2016,"Very nice and relaxing beach, with white sand and extremely cheap ($5) massage on the beach. Few little bars catered around the beach with a nice refreshing drinks and nice meals."
nilimag2015,"Mumbai, India",Aug 2017,"White clean sands, shacks nearby,lovely scenery. Worth spending an evening here.Its also one of the cleanest areas of Bali & has many good hotels in the vicinity"
shreef n,3 contributions,Aug 2017,"In my opinion, the only merit of this beach is it's quietness. If you seek good view, relaxing and having a tan then this is the place to go. On the other hand, if you are a surfer or water sports lover then you will not find theses activities there. Personally, I liked it so so much specially when you compare it with beaches in Legian or Sanur. Legian beach is perfect for surfers while Sanur beach is good for water sports."
Saanchi A,11 contributions,Aug 2017,"This was probably one of the most beautiful beaches I have seen and experienced! And the best part is that it is not too crowded, feels like you have the beach to yourself!"
Pavel V,"Nusa Dua, Indonesia",Aug 2017,"I love Nusa Dua. I visit Bali two times a year and Nusa Dua is our favorite destination. We have here our favorite hotels. Beach is perfect for family trip with small kids. This isnt place for surfing. Small waves, so its friendly to you baby. A lot of watter sports with pleasent staff. "
DaghanS,79 contributions,Aug 2017,The Nusa Dua beach is so beautiful. The water is clear and the whitish sand is really soft on your feet. The resorts surrounding this area have lovely bars and restaurants next to it also. But there is one thing you should really consider before going: the high and low tides! During our stay at the Westin we could not enjoy swimming every day because of the low tide. During this low tide it's fun to walk and talk to the local fisherman. I don't know if there is an app for it but please make sure before heading to it if there isn't a low tide. Otherwise you can't use your snorkel. 
