Name,Country,Date,Content
fayemurphy,"Cork, Ireland",Jun 2019,"We arrived here at approximately 9am and were one of the first groups there. By the time we left, 45 minutes later, there were significantly more tourists, already making it difficult to enjoy the beauty of the place without an elbow in the face. Members of our group weren't keen on walking all the way down to the beach but I did go some of the way down and deeply regret not going all the way. I think it is something extremely worthwhile and doesn't seem very treacherous to do. Good walking shoes are an essential if going all the way down though and I would imagine it is not very suitable for young children as it can get very steep. Also, beware of your valuables as there are monkeys wandering around!"
DaJanss,"Sanur, Indonesia",Jul 2019,"nice to make a trip and to snorkel. If you visit the island, it's a must to snorkel to see the beautiful underwater life.One disadvantage: so popular, that it feels overcrowded by tourists"
Nusa Penida Tour,"Nusa Penida, Indonesia",Jul 2019,Kelingking beach located in west nusa penida need 45 minute from banjar nyuh port. But the view workit and amazing. If you go to nusa penida you must visit this place❤️
erika p,"Adelaide, Australia",Jun 2019,"Nusa Penida is a relatively undeveloped tourist destination, therefore roads and other facilities are in their infancy and are struggling to satisfy the needs of tourists. However the unspoilt scenery, friendly locals and spectacular sights make it worthwhile. Careful management is required to retain the rugged attractions and make access safe. Doing your homework of any place one visits is a MUST to avoid drawing inappropriate conclusions."
Jaster N,"Singapore, Singapore",Jul 2019,It's a must visit beach when you are in Nusa Penida. We went in the late afternoon by scooter and it wasn't crowd. Hiking down seriously not for the weak hearts! The roads indeed not for beginner riders. Way too bumpy and rocky but it's definitely worth it!
DiianEviita,"Kuta, Indonesia",Jul 2019,So beautiful beach..and i hope this beach still be a recomend beach in bali.because i love bali  .. Always love my born place
Mohammed M,"Manama, Bahrain",Jul 2019,"We’ve reached this location after a horrendous boat ride with waves pounding the boat. Reaching to Kelingking beach required a tiring 40 minutes ride on semi-paved roads. The scene is breath taking. But overall all, I don’t think it’s worth it. The tours also include other beaches/cliffs with the same bumpy ride that will drain you for the day. I’ve wasted my time (and money) to be honest."
Susie B,"Rolleston, New Zealand",Jun 2019,Visited this beach after enduring a boat ride that had to be boarded on the beach. With the waves pounding the beach it was quite a scary encounter to get on board. To get to the beach we had a driver who took us over some horrendous roads that caused me to have a sore back for several weeks. When we got there to view the beach it was loverly but as usual crowded with lots of people. I definitely wouldn’t be going back. I felt sorry for the people who hired scooters. The roads were bad enough in the car.  The roads were horrendous all over the island. Not what I would call a pleasant visit. The boat trip going back we had to get off the boat at the beach with the same difficulty. 
MasterJohn316_,1 contribution,Jul 2019,Beautiful scenery! My guides Ketut putra & gd maha were exceptional! Couldn’t ask for anyone better.
Aakila Ayman Mohamed Ismail,"Singapore, Singapore",Jun 2019,Kelingking Beach is the main highlight in Nusa Penida. It was the most awesome beached I have ever been. Be extra careful if you decide to trek down the cliff.
tacaram,Brisbane,Jun 2019,The pictures really don't do this place justice.  The view is beautiful.  We didn't walk/climb all the way down to the beach but did manage to go part way to appreciate the amazing scenery.  It does get busy/popular but you can still get chance for photos and to appreciate the views. Recommend sturdy shoes if you are going to climb down to the beach - the walk is more like trekking/rock climbing at times.
Luciano D,"Buenos Aires, Argentina",May 2019,"please go down to the beach, totally worth it. It takes way too long (about 40 minutes) to go down and another 40 minutes to go up mainly because of the people and the very narrow pass. And of course save keep some hours to enjoy the beach. Best place in all west Nusa"
Zbenda,"Sydney, Australia",May 2019,"The best experience of our holiday in Bali. You have to have a good condition because access is quite hard. But it’s amazing. Don’t be lazy, take your time and go down. But be careful! "
Colleen,"Toronto, Canada",Apr 2019,"Although there is quite a journey to get here from mainland Bali, a car, a boat, a tuc-tuc, a car....a very broken beat up road and then paradise! So worth it. Breathtaking views, stunning blue ocean. Pictures do not do this place justice."
samchy,"Birmingham, UK",Jun 2019,"This place is beautiful, words can’t describe it. Great for walking, scenaries like in movies and most of all fun. The locals are really friendly and I am so glad I visited it. Be wary the roads in Nusa Panida are quite bad though and a lot of bumps and journey can be uncomfortable but it’s well worth it. "
Chen Wei Li,"Bandung, Indonesia",Jun 2019,"Visit this place by yourself and be amaze 😄 ..cheap entrance ticket only 5k idr per person, although the roadtrip to this place might be extreme for several person but when you arrive there, all r worth it"
samantha,10 contributions,Jul 2019,Our guide Maha was amazing! He used our camera better than we could to get some epic pictures. The roads were a bit rough but the driver did an excellent job and the time at the swimming beach was great. Overall I couldn’t recommend this tour enough!
Lidya Setiawati,"Bali, Indonesia",Jun 2019,"It was very beautiful beach, nice view with the blue ocean. To reach the Kelingking Beach, it has to go down the cliff. Must be careful because it is very steep and slippery. It takes time about 40 minutes. But the struggles paid off when get down, because the beach is very nice."
Sadicay,257 contributions,Jun 2019,"Another beautiful view, the T rex like formation is one of a kind.The crowd is starting to pour when we came, but still able to get few decent photos.We didnt go down and just enjoyed the view from the top. There are some tourists swimming. Per our tour guide is 20 mins hike down, but going up may take longer depending on the person.For those who wanted to go down and swim, day tour is not enough."
Francesca S,43 contributions,Jun 2019,Go early as the busloads of tourists arrive around 9am. The walk down is a bit intimidating but the views are incredible. You can see mantas down below in the clear water.
suvi1983,111 contributions,Jun 2019,"We visited the Klingking beach first straight after getting off the ferry from Sanur to Nusa Penida. It was noon when we reached the beach and it was HOT. But the view was as breathtaking as one would hope. Stunning!! The view was way better than any of the Instagram pictures I had seen. We probable spent about 30 minutes there taking pictures and then went to our next destination. Be sure to wear comfortable footwear as the roads are definitely not walkable in heels ladies!! You don't need shoes, just any comfortable footwear ought to do."
Drey Liautaud,1 contribution,Jun 2019,"This was a phenomenal experience, the photos will be excellent and your insta pic will be poppin. But understand that the hike is no piece of cake so come prepared with the right footwear and know your limits. If you haven’t done strenuous physical activity in awhile it might not be for you. It’s a lot of climbing and oftentimes you are almost vertical. Unprepared travelers put everyone at risk given the way the track down is structured at points."
Nathalie DW,"Saint Nicolas, Belgium",May 2019,"must visit when on Nusa Penida !  be careful when taking scooter, the road is tricky to drive ! And in the meantime the place is overrun with day trippers from Bali but still too beautiful to be missed."
Sumedh Shinde,"Pune, India",Jun 2019,The tour is one of the best ones. The island has its own beauty. Our guide Mr. Manku Su was a very nice person and highly recommend to go with him. 
steve p,"Nottinghamshire, UK",Jun 2019,"The view from the top is amazing, the view from the beach is equally nice but it's just another blue sea photo from the beach really. If you plan to go to the beach please heed the other reviews that recommend decent footwear and clothing and a certain level of physical fitness. It's hard going, especially on the way up...and please take your rubbish with you, unlike the Brazilian/ Portugese couple today that just threw their plastic bottle into the undergrowth when the going got too tough for their Instagram clothing, make up and flip flops....people like you are a disgrace, give tourists a bad name, and are a danger to others in places like this! "
thewees,"Singapore, Singapore",Jun 2019,"So after going one time and not knowing what to expect, this is our tips if we were to do it again.Pack a small backpack so you can have your fitflops with you when you hike down to the beach. It’s v difficult to do the trail without proper shoes.In the small backpack, we plan to pack some snacks a beach towel plus some water and even beer if the bag isn’t too heavy!The beach looked so secluded and beautiful from above so I think it’s definitely worth a climb down. Pencil in the whole day to enjoy this place if you already are exhausting all your energy climbing down. Everyone stops at the top for photos only so if that’s all you plan to do, go early!We took the tour from Nusa Island Surf School who organised a 7am departure from Nusa Lembongan on boat then to a car once we got to Nusa Penida. We got to Kelingkling beach before 9am, by 10, it was non stop tourist traffic.There are small warungs there so easy to buy water food and beer as well.Have a great time! It’s an absolute must to see this place :)"
Prothu,"Dhaka City, Bangladesh",May 2019,"Me and my husband went there to celebrate our marriage  anniversary.The place is amazing. View is just awesome. The turquoise water attracted both of us and we couldn't hold ourself getting down the beach. It was very risky to go down, very stiff and narrow path. However we went down there and it took about 1 hour. After getting down there you will feel that yes the effort comming down worth it. The big waves and white sands are mind blowing.As the waves were big i didn't dive into but my husband went for swim. Unfortunately i was just standing nearby and feeling the waves touching my feets, suddenly a very stong wave came and just made me fall down. I was not able to getup and within a fraction of second it took me away deep.I thought i was dead. My husband came to fetch me but along with me he was also drowning. Thanks to the other foreign visitors those helped both of us from being drowned. 4 of them dragged both of us simultaneously. It was so dangerous and i was very scared. I'll never forget this accident. So guys please dont swim in high tides not even stand nearby the waves.Thanks to Almighty for saving both of us.Then all of them encouraged us and half an hour later we decided to climb up. It took 1.5 hours to climb up and was too sunny. Very hard to climp up, no shadows , no place to take rest. But the place was really very beautiful. A must visit in Nusa Penida. Suggestions:1. Pls wear sneakers /slippers whatever you feel comfort. We went down there with slipper.2. Hat/Cap3. Plenty of water bottles. Down there 1 500 ml bottle is 30 k IDR4. Chocolate / dry foods5.Dont dive into the sea. "
David C,"Antwerp, Belgium",Jun 2019,"Prepare yourself for a serious climb down to the beach! And allthough  you want to wear slippers, because you’re going to the beach, we were glad we brought our hiking shoes for the ‘stairs’ downwards. Halfway down the way, people are turning back, because things get tricky. As a result you will spend your time at the beach with only few people, making the experience even better... don’t think you can take a swim to cool down, cause the waves will drag you right in the water...For those who dare to take on the challenge: enjoy your view!!!"
Emelie J,21 contributions,Jun 2019,"We had the best guide going down, I have astma so needed stop several Times but my other half and guide was so patience with me ☺️ best guide ever, I recommend jpctours on instagram, contact him there. Safe and good👌 been too Bali two Times ☺️"
Sweta T,bangalore,Apr 2019,this is a beautiful beach with lime stone cliffs in shape of Trex head.nice place. but crowded with tourist.to go to sea one need to climb down a steep way.  
Canadian,"Mount Maunganui, New Zealand",Jun 2019,"Honestly, 100 times better if you go while staying on the island and not as a day trip. We arrived around 9 am. Paid 11,000 per two people (including parking scooter)There were only a dozen or so people. Plenty of space to enjoy the view and take pictures. We decided to take the grueling stairs down- I'm not going to lie it is steep! But a nice challenge, if you are looking for a good work out it's worth it. But once we got down we weren't sure the point of heading down. The beach is nice, but you can't swim. So we didn't really see the point of going down in the end. We returned to the top around 11am and there were TONS of people. It was insane, basically a line to get to the edge to take a picture. Coming back up was also brutal but only because there were so many people on the stairs. Overall take home message for us, go in the morning and don't bother with the way down. FYI there are also two other view points further down the road and again no one was there."
Kasia M,"Dubai, United Arab Emirates",Jun 2019,The beach is not easily accessible (we drove a motorbike for 40 minutes from the main Port) but the views are definitely worth the hustle! Unfortunately number of people pushing through the narrow path to get this “original” Instagram picture makes it very difficult to enjoy. We tried to walk down the path but it was too packed to really take to most out of it - I would recommend to go there very early in the morning to avoid the crowds 
Willwork4holiday,111 contributions,Jun 2019,"Having left from Sanur harbour we boarded the fast boat from the beach, you have to wade in up to your thighs to board the back of boat, the trip was smooth and fast with every seat filled on boat.  After about 45 mins we arrived at Nusa Penida, this was onto a proper harbour wall so didn’t get wet getting off the boat.  We did some snorkelling at Crystal Bay, Gammet Bay and GT wall in a local fisherman outrigger boat.We then got into a 4wd for a lunch stop and drove the long windy road with some of it rough, potholed and unsealed to Klingking beach.  The view makes it all worth while.  Very popular with tourists. It is then back on the unsealed road about an hour drive to Nusa Penida harbour for the 45 min fast boat back to Sanur.  A long day but great tour. "
Taylor,"Southend-on-Sea, UK",Jun 2019,"We travelled 3 boats just to come to this view, and we are so glad we did. We were blessed with an amazing sunset too. We went in the evening so it would be less busy, however where the sun was setting we were unable to hike to the bottom. Many people were coming back up but seemed quite tired and it looked steep, flip flops wouldn’t be ideal. Well worth the trip for the amazing view."
ramcinty,4 contributions,Jun 2019,"Beautiful hike! Was VERY concerned for safety of some hikers. A few tips:1) no flip flops2) carry water in pack (not in hands, you'll need those)3) yell ""rock"" if one comes loose and falls- keeps those below you safe4) this climb is wildly steep, with some class four scrambles and class five climbing."
Chandré B,"Johannesburg, South Africa",Jun 2019,"Getting to Kelingking Beach is not easy. Although the road is being fixed, it is a difficult ride on a scooter if you are not used to driving on rough terrain. The entrance fee once you get there is 5000 IRP per person and 1000 for a scooter. You can take pictures from the the top without the climb. If you decide to descend, be prepared for a difficult climb. We arrived in sandals, and ended up going barefoot instead. Going back you need to use your hands to climb back up. My husband and I are fit, and the 800m ascent back to the top took us just under 30min. The views, and the beach itself, are worth every drop of sweat to get there and back. It really is beautiful and unique. "
Scrumpet,Australia,Jun 2019,"Good luck trying to get past the hoards of people trying to take their selfies. We arrived around 9am and it was crazy We planned to hike halfway down but couldn't get past the people determined to take thousands of photos of themselves, so only made it a quarter of the way. The ""path"" is narrow and steep, so we gave in and hiked around to the right a little for another good view. Also, the 5000 rupiah lookout point had a decent view for those wanting some space"
Melissa V,"Lima, Peru",Jun 2019,"The place is really beautiful and the view is amazing. People can go down if they want, but they have to be really careful. The walking to go down takes 1 hour aprox. I went with my fiance and we decided just to stay on the hill. "
DCozzens,99 contributions,May 2019,"The beach on a sunny day is amazing. Getting to it can be tough, especially if you go mid day. I would strongly suggest getting there early, like sunrise. That way you won't have traffic to get there or crowds to descend with down to the beautiful beach."
Michael,"Zurich, Switzerland",Jun 2019,"Best view in Nusa Penida. The road to Kelingking Beach is one of the worst i have ever seen. Small and super bumpy. Go there early. The bad roads dont allow for much traffic and they will cause traffic congestion very fast. If you are there, simply enjoy the fantastic sea view. The dinosaur-head-shaped rock formation with the golden sand below. Just great. Absolute ""must"" for any Nusa Penida visitor!"
Ricardo Tanada,"Jakarta, Indonesia",Jun 2019,"Hello allI just have a great visit with my wife to Kelingking - Nusa Penida Island - Bali Indonesia last weekWe stayed at Coco Resort Nusa Pendia and rent a motorcycle to visit Kelingking beach at 7.00 AM.It took around 45 minutes from our hotel to reach there.. the road wasn't good, we spent almost 20 minutes in bad road conditions and finally reached the Kelingking beachThe entrance ticket for local was IDR 5.000, I'm not sure for the foreign tourist price. After parking the motorcycle and walked around 5 minutes we saw an amazing view from top of the Kelingking beach cliff. It was so beautifull, you can see the hidden paradise, clean beach, blue water, beautifull cliff (looks like dinosaurus head, some people said it looks like kelingking finger)We try to go down to the middle of the cliff, it took 15 minutes, because we wasn't have enough time, finally we decided to go back to the topOur recommendations if you want to visit the beach- Prepare at least 3 hours (30 min going down, 30 min going up and 2 hours to enjoy the water)- Wear proper shoes- Go down carefully, it was quite dangerous, some people said ""few months ago one people from Australia falldown from the cliff and died""I would like to give 5 stars for this beautiful nature in Nusa Penida Island, it was amazing!Very worth to visit, and you must see it from your own eyesPicture taken by my lovely camera Olympus OMD EM10 7-14mm lensEnjoy!"
jpglemos,"Geneva, Switzerland",Jun 2019,One of the most beautiful beaches I've seen around the world.Definitely worth seeing even if the road is rough and dangerous 
hunter_travels,9 contributions,Jun 2019,Came here with friends and was not disappointed! The view is way crazier than shown in the pictures and it is an amazing spot. Beware though if you are afraid of heights because the climb down is extremely steep and sketchy. 
Mark S,2 contributions,Jun 2019,"The best sea I have ever been to !The way down was really hard and slippery, the way up was easier. It is totally worth it"
HOLISTIC_HOPE,"Jakarta, Indonesia",Jun 2019,"It's truly scenic words can't describe it.Choose low season as during summers it's highly crowded.One needs at least 5 or more hours from harbour to this place, vv and to go down to the beach ...."
zapumal,Singapore,Jun 2019,"It can be really crowded. Went a little early and there was no one. However, around 1030-11, a lot of people turned up. The way down to the beach is rough and poorly maintained. You will need good shoes. Also you will have to stop on the way regularly as others are stopping to take photos. However, only a few tourists go all the way down to the beach!"
wardellkate,"Lismore, Australia",May 2019,We hadn’t read anything about kelingking so had no idea that there was the hilariously steep climb. The descent was harder partially due to all the instagram photo shoots happening at the top and a flip flop wearing senior citizen who didn’t let people pass him. I would recommend going down backwards in some areas and make use of the railings/ropes where they exist.The beach at the bottom was amazing . The tide is very strong but there is also a life guard pointing out the less dangerous sections. The climb up is easier than doing down.When we got to the top there were like 10x as many people as when we had started . It seemed like hundreds of minivans had all arrived at once full of people doing day trips over from Bali. If you are staying on Nusa Penida I would ask your driver to take you there early morning or after the day trips will have finished for the day. 
Ilham H,"Machang, Malaysia",May 2019,"It's challenging to go down, more challenging to go up 😂 But, there's no regret, make sure you wear shoe or just barefoot as it's a rough way down. Don't forget to take pictures and swim there, it's worth it. Very beautiful "
jobiks,"Cairns, Australia",May 2019,The road is rough and long but the view when you get there is beautiful.  Unfortunately it is crowded and busy. There are many small restaurants that have opened to accommodate the ever increasing mass of tourists.  We didn't walk down to the beach due to lack of time. What spoils places like this are the tourists (and maybe locals) who leave their rubbish etc especially cigarette butts behind! Not to mention the stupidity of tourists perched precariously on the edge of the cliff to get that instagram pic!!!.If you are staying on Nusa Penida I think visiting early morning or late afternoon may give you a different experience.  
tessakathleen,11 contributions,May 2019,"The beach here is absolutely beautiful with white sand and clear water. The trail is very steep (nearly vertical in many places) and rough. It has steps cut into the dirt and railings tied together. I saw many people coming down with brown scraped butts and even saw one guy slip and take out the woman in front of him. This trail is not for inexperienced hikers, kids, or elderly. In many places you must rely on the railings for support and in some sections I saw the railings had fallen so take caution. Bring water as it’s a steep hot hike back up."
Kevin C,"Adelaide, Australia",May 2019,A must visit to this postcard location. Locals say they call it the T-Rex. A day trip to Nusa Penida must include a visit to Kelingking Beach. You can even walk all the way to the beach. Take a selfie stick for those over the edge photos.
amandamay245,1 contribution,Mar 2019,"What a beautiful and amazing place! Yes it is totally worth it to see. One thing you do want to do is get there early. We got there around 8:30am and there weren't too many people hiking down which was nice, we left close to 12 and there was busses of people and tours coming in. The hike down gets really steep pretty much straight up at the bottom. Make sure you are wearing good shoes. It is really not for the out of shape. The gnarliest hike I have ever done! And we are in shape. The beach is serene and amazing and worth it. Also coming back up isnt as bad but it gets really hot bring lots of water."
olivierpelloie,"Singapore, Singapore",May 2019,"To be honest I was worried about the large crowd spoiling this beautiful place, but it turned out to be real amazing. If you want that “wow” feeling, I suggest you go:- on a sunny & clear blue sky day. That’s when the colours are really mesmerising. - outside of the high season mid-June / September.- all the way down to the beach. Clean sand, fun waves & shorebreak. It’s very well kept compared to other popular beaches."
departedroyalty,3 contributions,Dec 2018,Extremely beautiful beach. Took a ferry and the hike was worth it! So so beautiful. A sunny day is a plus point! 
Worldexplorew,3 contributions,May 2019,We just enjoyed the view from the top and decided NOT to do the trek down to Kelingking beach as it would mean that we would have to hike back up.  Instead we spent more time at Crystal beach.
Aditya Agrawal,"Raigarh, India",Apr 2019,"We stayed in Kuta and planned one day visit to Nusa Dua. We started with the speed boat which was approx 30-40 minutes ride.On reaching to Nusa Dua we went to the Kelingking Beach, we viewed this from top of the mountain. The view was stunning for us, and we were short of time so were unable to go down the hill to the beach. We regret not being able to go to the beach.It is a nice 3-4 hours activity and the color of water was amazing.Recommended location and day trip for a relaxed experience."
Life with the Singh Sisters,"New Delhi, India",Nov 2018,"The Nusa Penida Island is one of the best tours in Bali, Indonesia. Kelingking beach is on that Island and it is heavenly. It's like you found peace on earth."
daniramasyah,"Bandung, Indonesia",May 2019,"Kelingking Beach is a hidden beach in the village of Bunga Mekar, on the southwestern coast of Nusa Penida island. You can enjoy one of the most breath-taking views over the hills and small strip of white sand from atop a hill of the same name. The sight features a limestone headland covered in green, against the deep blue waters of the open Indian Ocean. This unique formation is reminiscent of a Tyrannosaurus Rex head, hence its nickname ‘T-Rex Bay’. The secluded beach itself is down a rugged 400m cliffside hike. This is recommended only for the fit and adventurous.Enjoying the scenic seascape and taking photos and selfies from above would be sufficient for most. You can enjoy the sweeping views from a purpose-built platform, which is bordered by bamboo fences. If you dare the challenging trek down to the beach, make sure it’s during low tide. Some sections of the path can be steep, requiring a bit of rock climbing, especially on the way back up. Locals have put rocks and bamboos to aid visitors over the years. Once you’ve reached the sand, you’ll have it all to yourself most of the time. Depending on tide conditions, the waters are swimmable. However, note that the undercurrents can be strong, and being the remote site that it is, there are no lifeguards around. Besides your camera and a good pair of shoes, be sure to bring drinking water with you on the descent, to keep you hydrated. You can combine your visit to Kelingking Beach with a visit to an interesting temple nearby. Pura Paluang Temple is a couple of minutes’ ride east by motorbike, and features shrines in the shape of cars!"
Timmi002,"Washington DC, DC",Apr 2019,"This place is absolutely stunning and amazing.  This is THE REASON to come to Nusa Penida.  Totally worth the trouble of taking the boat over from Sanur.  The views from up top are breathtaking.  Expect massive crowds as this is one of Bali's biggest attractions.  If you want to escape the crowds, hike down to the beach.  It takes about an hour to get down and a bit more to come back up.  The path is super steep and not for the faint hearted as you are basically scaling a rock face to get down to the beach. But it's so worth it as the sand is pure and fine, the views are incredible and it's peaceful because only a fraction of the visitors come all the way down. I don't recommend flip flops but most people used just that.  Closed toe shoes that fasten to your feet like water shoes, Tevas, or sneakers would be better.  The bottom is rustic so bring everything you might need with you including water and towel.  Note: I think there was a guy selling water.  Be careful in the water as the waves are crazy.  One knocked me down and I had sand coming out of my ears for days.  But it was super fun.  If you have a sense of adventure, definitely do this!!!"
LionelTT,"Miri, Malaysia",May 2019,"Spotted a manta from the top. Amazing views wherever you step. Path down to the beach is pretty treacherous. I am amazed so many people just start walking and continue down- (herd mentality?? us included!). The tragedy of someone slipping and bringing many others down is too scary to imagine. After our visit, read that a Russian woman fell to her death here in Feb 2018.Saw dads carrying toddlers on their backs, and one did not even have a child carrier! The authorities should really construct a safer route to this magnificent beach.The bay is amazing once you get down. Well worth the climb down and up if you accept the risks. And no, there is no easier way, Ken! :)"
Dani W,2 contributions,May 2019,"The view from the top is spectacular, if you can see past the hordes of Instagrammers who rode up in their air conditioned vans. To get away from the crowd, I decided to do the trek/climb down to the beach, despite a previous guide telling me it was ""very dangerous."" Guys, it's not that bad. Given, I'm a rock climber who's in pretty good shape, but the steps are worn into the rock and the hand railing is solid up until the last maybe 100m, when you should test it before pulling hard. I wouldn't do it in flip flops, but I found my running sandals worked fine -- sneakers would've prevented me from feeling the rock. But if you're scared of heights, have knee problems, or aren't physically fit, probably skip the climb down. At the bottom of the climb is the most gorgeous beach I have ever seen. Perfect white sand flecked with pieces of coral, a massive cavern on one side of the beach, and the T-Rex cliff on the other. The waves are big, strong, shore breakers and there is a fairly hefty rip current. If you are not an experienced ocean swimmer I'd suggest staying out of the water; I saw multiple people get thrown onto the coral-flecked shore by a wave, and it didn't look pleasant. If, on other hand, you know what you're doing in the water, get in! The slight danger makes it that much more exciting."
Amit Rane,"Navi Mumbai, India",May 2019,Must visit place in Nusa penidaLess rush before 9 am Lot of tourist between 9 am to 2 pm Good location for sunset too
daisy,"Woking, UK",May 2019,"The view was insane is 100% worth a visit! We did climb it down to the beach which was still stunning but was the hardest climb I’ve ever done in my life, I wouldn’t say it’s worth it to climb all the way to the bottom as the view is stunning without the climb and without the pain you’ll be in the next day. "
Storm,19 contributions,May 2019,"Well it's a big climb down. The stairs are very steep, so if you're small u will have trouble with them. If u have injuries or just bad condition I wouldn't recommend to climb down. The beach down is one of the best I ever seen. The water and waves a quite rough so it's not suited for bad swimmers. For me the climb up and down was totally worth it! Extra tip: don't come on flip-flops and bring a couple of bottles water with you. Down on the beach they sell, only for way to much money."
William L,"Sydney, Australia",Feb 2019,Last min decision to do a day trip to Nusa Penida and this was one of the unforgettable experience. We took a tour that visit 4 places in Nusa Penida which include the boat trip to the island and car transfer to each site. The downside is that you cant stay too  long at each place around 30mins to 45mins most. If you really want to enjoy Kelingking beach and climb down to the beach it is recommended to get get your own transfer once arrive in the island. The tour I bought was west trip package.from 630am and get back at hotel at 6pm.The road is really bad and its a 40mins super bumpy ride to Kelingking Beach. I would only do it once more time as I didnt get a chance to climb down to the beach. The view was amazing and it is just as what is shown on instagram!! take as many pics as you want and just be safe! It is best to come here early (10am or earlier) to aovid the crowd.
louiseluckie,64 contributions,May 2019,"Honnestly it was the hardest thing I’ve ever done in my life.Be prepared with water and snacks as the water is 50,000 at the bottom.Takes about 30 mins to get down and 40 to get back up- depending on the amount of people you pass on the way. The view at the top is fantastic, a huge instagram hotspot (@louiseluckie), however, the climb down is one I will never do again.Take trainers. You practically climb up and down a vertical cliff, with spaces for your hands and feet. The current at the bottom is also very strong, huge waves drag you out and throw you back onto the shore. Good view from the top, but I wouldn’t climb back down again."
ECTMRO,"Timisoara, Romania",May 2019,"I'm not young but the effort was Ok.Amazing beach, one time in life to be there. If you are in good condition and your mind is strong you can to go there. Yes it is long path (50min down and 75 min up), yes it is dangerous, yes the effort is huge but on the beach is woow.Recommending 100%!"
mattyskarz,65 contributions,Apr 2019,"This place is literally CRAWLING with people that it is not enjoyable. The hike is steep and people are not prepared in dresses and flip flops for their insta photo shoot that it is  a traffic jam to hike down. It is impossible to even see the beach without a million people in view. The drive to kelingking is arduous, bumpy, and traffic ridden. We would not recommend it to people going to Bali and would not go back."
Theo,"London, UK",Apr 2019,"This is the best of Nusa Penida, you cannot miss this place if you go to Bali and Nusa Penida, no excuse guys! A must, a top photo shoot for Instagram too! It can be overcrowded yes, but my recommendation is to go early in the morning so you will have time to take good picture with a good lights and go all the way down. The water down there is just AMAZING. Best, Theo"
Elizabeth M,1 contribution,May 2019,"If you are in a really good shape, bring water and hiking shoes! Not flip flops!!! It’s really hard, it’s not a easy hike!! It’s not a clear steps, is just rocks... you handles but that pretty much! If you like adventure, push your body and do a lot of exercise this is the place for you!! It’s worth the hike if you can enjoy... if you are from the Caribbean like me, I don’t believe is worth the effort for something I can have in 15 min for home no effort!! I believe they need to make the notifications about how hard it is!! I don’t mean to scared anyone, I just think is better if you know!! It’s like a 1 hour going down!!"
VanessaMunYee,"Houston, Texas",May 2019,Stunning view from above. However it would be too long to get down to the beach and up again to get to the carpark. We are content just to be on top with the amazing view. Is a must see if you somewhere in Bali.
Balinese_wanderer,"Bali, Indonesia",May 2019,"Super proud being a balinese due to many travellers voted kelingking beach as number one exotic beach in the world, kelingking means pinkie finger (the shape of small island looks like pinkie finger). It is my 5th visit to kelingking beach and this place never failed to amaze me!"
emilykimble03,"Clarksburg, Maryland",Apr 2019,"This Beach is absolutely Beautiful. Most tourists that go here just stay at the top to get a photo. I highly encourage and challenge you to climb down the Mountain and see the Beach from the bottom. It's much more spectacular than you can imagine. Clear sky blue water with white sand and big waves. There are few people so it's relaxing. The journey to get to this beach is worth it. Put in the work and take the climb, I promise you won't be dissapointed. Wear good shoes because the climb is steep and rocky. There is no bathroom so bring wipes/toilet paper and a change of clothes. Drink plenty of water and be sure to bring money with you. There is a stand at the bottom with drinks. Wear Sunscreen!"
Anton K,"Berlin, Germany",Apr 2019,"This beach is one of the best beaches I’ve seen. But it’s hard to get down and getting back up is even harder. It’s mainly climbing so wear proper shoes! At the top it’s very crowded, but as soon you managed to get down you basically got the beach for your own. "
Wilmer L,"Sukawati, Indonesia",May 2019,I vist this place in the island 🏝But is to much peopleOver 1000 people per dayYou can't walk or enjoin the viewThe roads are very dangerousThe worst roads I ever see if it possible to call roadsVery difficult access 
Arek Areckhi,"Szczecin, Poland",May 2019,Wonderful views and long way down to the beach (about hundred meters). Best view on a right side. Just check photos.Ps. the road leading to this place is in very poor condition.  if you do not feel good on a scooter - hire a driver better.Entrance fee: 5k IRD
nellika63,ornskoldsvik,Apr 2019,"Went on a tour with driver around the island and I will never do it again. The roads are very narrow, curvy and bumby. Traffic jam everywhere as traffic can't meet in the roads. We went  around to see the islands best viewpoints, but it was crowded with tourists everywhere.  You have to stand in line to take a photo and for the viewed picture of Kelingking beach you have to climb a three to take a photo. It's a pretty island but if I go again I will get around the island with boat and I think Kelingking beach is great to visit from the sea as well."
Maria Cecilia G,3 contributions,Apr 2019,"This place is amazing. Not only for the views of the beach from the top, the shape of the rocks and the color of the water. You must go down to the beach! It's not an easy road (steep and rocky), but it's really worth it!It's a beach with transparent water waves and there are not many people there. Most of them just go to take the picture from the top (even they do a queue to take the picture! Crazy, but instagram times!). You will not regret of going here, it's a postcard in my mind! :)"
Abbiehorry,"Nottingham, UK",May 2019,Came here and was not disappointed! If you’re planning on walking down then wear suitable footwear and not sandals. Seen so many people wearing sandals/flip flops which is really dangerous!! Very hard walk but worth it! The road to this place is absolutely awful though. 
Ran Bon,"Pasay, Philippines",Apr 2019,"This place is magical. It has a jaw-dropping, breathtaking, unique view that seems surreal. You won’t be able to see a place like this in the world."
