Name,Country,Date,Content
NYCTraveler68,"New York City, NY",Sep 2018,"Great for surfing but not the most beautiful beach at all. The whole beach area is a bit unkempt, rough, and not very attractive. It's a great place to surf from what I can tell but not really for lounging around. It's not like the beaches of Riviera Maya, Cancun, Phuket, or the Caribbean. The small town itself was more fun and interesting but don't go here for the beach. "
Bernard William Prætorivs,"Randfontein, South Africa",Oct 2018,"Best place to watch the sun set in Bali. Cocktails available, make sure you are at the beach before 3 in the afternoon."
giarcrendrag,15 contributions,Sep 2018,"Canggu is now hipster central with huge array of eating and drinking options - forget the overcrowded shopping areas, get to Canggu"
dietwee,"Antwerp, Belgium",Sep 2018,"use to be a cool place with relax people, now it's evolving to a hipster place with loud bikes and hollow ego people "
Jan vdw,"Vlijmen, The Netherlands",Oct 2018,"Black beach. Strong waves, easy and relaxt swimming not possible. Beautiful sunset and cheap diner on beach possible. Nice music. 13/10 would go again. "
Cintia S,"Copenhagen, Denmark",Nov 2017,"This is a very nice beach if you dont expect white sand and picture perfect pal trees. If you like caribbean beaches than Bali is probably not for you. With that said, Canggu beach is an awesome place with lots of water sports, beach clubs and a cool crowd. "
charmanemajor,"Tennant Creek, Australia",Sep 2018,If you love to surf this is an amazing beach for you! Every shop walking down the beach has surf boards to rent and a lot of shops offer surfing lessons for a decent price too!  A very chilled relaxed clean beach! Nice to spend a day here chilling out and surfing! 
Hamish07,"Melbourne, Australia",Sep 2018,"The view here at some of the beach bars is magnificent.  Lots of good surfing going down, the sun setting and all the beautiful people chilling out with cocktails."
KapitiKiwis,"Raumati Beach, New Zealand",Sep 2018,"Grey sand, turbulent  seas, no shells, lots of surfers. Enjoyed watching the surfers, there are many warung with lounges and bean bags"
Leon S,"Auckland Central, New Zealand",Sep 2018,This is an awesome beach. Visited it many times for a young coconut at sunset and for a surf during the day. All of the places to eat and drink are nice and cheap. Its a must visit for sure.
mitchmad1,"Davistown, Australia",Sep 2018,Canggu and echo beach at sunset with a soft chair and a beer at anyone of the beach bars is a must to escape the madness in Kuta 
lourdesalea,"Miami, FL",Sep 2018,"Loved visiting Bali back in 2014! We stayed in Canggu beach, close to the area of Seminyak. Learned to surf and everyone was so nice. Can’t wait to return! "
nikaus21,"Newcastle, Australia",Sep 2018,"We hired a driver for day trip to Echo beach from Kuta. Warning!! Traffic is very bad!! took an hour to get there. beach was lovely, sat on beach and didn't get hassled. "
Ren1211,"Vancouver, Canada",Apr 2018,"If you want to surf while in Bali, this is the beach to come to. Also a great spot to hang out and lounge in the sun and enjoy the gentle breeze through the heat. Nice views of other parts of Bali in the distance as well."
A_Shifayet,"Dhaka City, Bangladesh",Aug 2018,"We had visited this place in the last week of Aug-2018. This beach could be recognized as surfing heaven for the surfers. Across the beach there are some nice beach club, where you can enjoy the sunset with a small piece of drink to great dinner."
pizzaguy_88,"Copenhagen, Denmark",Sep 2018,I visited while passing through Canggu and walked along the shoreline and the sand is a little less refined but the beach is nice for surfing. Plenty of restaurants around 
Simon B,"City of Greater Geelong, Australia",Sep 2018,"Really cool vibe but mix of all ages around. Surfers from my local area (Bells Beach Oz) commonly say about Bali trip “go to Canggu”. The tourist attitude and town feel reminds me of Byron Bay. Yet black sand beach and awesome viewing platforms (Old Man’s & Echo Beach Club) make the whole environment pretty special in its own Balinese way. Why didn’t I try a gap year here ... oh dear, 25 years ago?"
Peteski2016,"Larnaca, Cyprus",Aug 2018,This is a very cool part of Bali just north of Seminyak and it is becoming famous for surfing with its black volcanic sand and it has cool shops and restaurants. Finns and La Laguna are some of the big name restaurants here. Loved it. Great shops.
Yvonne L,"Teriang, Malaysia",Jun 2018,place where you can chill for the whole day. there are quite a lot of bars and restaurant along the beach which worth to try of. 
Familybliss,South Pacific,Jun 2018,"Canggu is awesome don’t miss this little cultural district when visiting Bali!They have heaps of shops, heaps of restaurants, heaps of massages, and lots of accommodation from $1000us a night to $5us a night!Sunsets are incredible too!Make sure you realise no grabs and no Uber’s for pick ups, drop offs ok!Enjoy the beautiful people and the cultural sigmoid this beautiful wee place!"
Malarchy,"Kinshasa, Democratic Republic of the Congo",Jul 2018,Canggu beach is a popular but unattractive stretch of sand on Bali's east coast just north of Seminyak beach.  It is black sand and not at all well-kept.  There are also far too many people for it to be all that pleasant.  Stray dogs are also a pest.The most popular stretch of beach is that in front of the various warungs and bars perched above.  Row after row of cheap beach loungers with parasols are full of people during peak season.  With all the people come rubbish which is not looked after really at all as much of the beach is a mess.The mess is made worse by dogs.  Stray and owned dogs are on the beach and their produce is a hazard that needs to be looked out for.The beach itself is black sand which can be ok but here is not fine enough to be a pleasant experience.  The waves in this part of the world are moderate but even when it did not seem that blustery it was still not possible to enter the water as warning signs were posted.  Even wading in a few yards was prohibited.Hawkers were present but were not overly persistent.  They did seem to spend too longer loitering but were not a threat.Seeing as there are much nicer spots just south in Seminyak it is not entirely clear why so many flock to Canggu beach or why it is considered to be a better spot.  This is an example of the worst of Bali's beaches.
Sam B,"Walsall, UK",Mar 2018,"Highly recommend 👌🏻 - I’d suggest going to this beach around 6pm, grab a beer from OldMans, sit on the beach whilst listening to a local band play & watch the sunset 🌅"
default230820183,"Bengaluru, India",Aug 2018,"My favourite, the best place. The totally Uber cool place in Bali. Canggu has some of the best beach bars, like The Lawn and Finns were some of the places I visited. I had my most speechless sunset experience here. Not crowded the beaches here give you more time to be with nature and enjoy its beauty. The crowd on these beaches is very friendly and meeting new people here is very refreshing. If you heading to Bali and have decided on the south of Bali. Canggu should be considered as the places to stay and hangout. "
Tommaso M,"Capo d'Orlando, Italy",Aug 2018,That’s where you want to be in Bali. Avoid Kuta and all the other crowded over-fancy places. This is where you really feel the Island.Nice spot for surfing and to know people from all over the world.
Ajinkya,"Varca, India",Jul 2018,Canggu beach is only for professional surfers. Do not even think of going into the ocean even if you are mature swimmer. High tides are risky and no life guards on the beach. Temperature of water is too low so I did not go in water. Many restaurants on the beach. Grab your best sun bed and beer at low cost and enjoy the sunset and see surfers surfing on high tides. 
Rusky6,"Shepparton, Australia",Jul 2018,"Big surf (definitely not for beginners), black sand and great people watching. Definitely not the type of beach where you go for a leisurely dip as the ocean is pretty heavy along here. It's good watching all the people get dumped right on shore though (entertainment on it's own!!!!). Great spot to get a cheap cold beer and watch the sunset (beautiful). Cool vibes all along from Old Mans and the Lawn down to La Brisa at Echo Beach. You have to get some corn along the beach - it's cheap and delicious."
IzabellazMelbourne,"Melbourne, Australia",Jul 2018,"If you like to observe beautiful sunset , great big waves, sitting on the beach, drinking cocktails from small “ beach bars”  you can do it . Canggu Batu Bolong beach attracts surfers , travellers, musicians and many local dogs. Relax, sit down and observe. "
Captain_Sloth,21 contributions,Jul 2018,Great beach. Waves were too rough for my 2 year old niece but my 8 year old nephew had a great time. Plenty of cheap beach bars along the beach with bean bags to chill and watch life go by. Great place to spend your rest day in Canggu.
Mark C,"Melbourne, Australia",Jul 2018,"Canggu beach, black sand, giant waves, dangerous. I am from Australia so spoilt for beautiful beaches. Canggu beach is great for surfing but there are few swimming beaches. Luckily there are lots of beach clubs that overlook the beach. Hey Finns Echo Beach, La Biza,  and The Lawn. Beaches are clean. Alwats swim between the flags if you do go in."
Ani C,52 contributions,Jul 2018,yes yes yes. great surf.  great atmosphere.  casual laid back bali....but the developers are moving in. enjoy a taste of low key bali before it disappears as its now becoming trendy all to fast. 
bekwil,"Surfers Paradise, Australia",Jul 2018,Great vibe in Canggu; it was a cool place to stay. Less busy on the streets than Seminyak. There was a fantastic variety of places to eat. I would stay here again but just a word of warning it’s not an easy place to learn to surf with a rocky bottom underneath the surf break. 
Chris P,"Caboolture, Australia",Jul 2018,"Our expectations of Canggu Beach were not to be disappointed. It’s kept fairly clean. The ocean is pretty clean apart from the creeks which would have pollutants coming out from inland.  There are many bars and places to eat as you walk around. A must is BBQ corn. There are very clean toilets opposite Old Mans Bar, you just have to pay 2k. "
geekmomtokyo,"Tokyo, Japan",Jul 2018,Beach is great for surfer but watch out if you have you children. My toddler drowned even at a knee deep area because of strong wave.Beach itself was not so clean. Lots of nice cafe. Young surfers would have great time here
azevedosofia83,Luxembourg,Jul 2018,"Canggu beach rhymes with good vibe.If you are a surf lover, this is a must. If you are not, enjoy the beach, the nice restaurants and the shopping area."
Jacqui’s Journeys 🌏,"Auckland, New Zealand",Jul 2018,"Murky water, some parts of the beach have rock so not perfect for swimming. Lots ofHomeless dogs around. Good music, plenty of food options and cheap bars around! Busy and lots going on. Come here to be in the Center of the action at the beach / bars. Would recommend simply swimming or relaxing at a different beach though.Great surf for beginners and intermediate! Board hire is only 50,000 IRD for 2 hours - cheap! Would recommend going out at dawn to avoid crowds - and high tide is best for beginners , low tide best for intermediate surfers (because of the rocks/ reef )"
SelineCR,"Utrecht, The Netherlands",Jul 2018,"What a great place , very nice vibe. The people are nice and chill. Very very good food options and a great beach. Watch out for some stones in the water.surfing is what it is about on this beach"
macrules,melbourne,May 2018,"After many trips to Bali this was our first time in Canggu and we loved it.  For me it had a Byron Bay feel to it but with a Bali twist. Fantastic, healthy, innovative food, gorgeous boutiques and bars, beautiful rice paddies nearby, yoga classes if that’s your thing and a very strong European mix of clientele. We stayed in Batu Balong and visited Berawa Beach and Echo Beach.  Batu Balong was the perfect choice for us as there was plenty to do and you could walk if you’re not inclined to ride a scooter .  We’re not surfers but it was fantastic to watch all the surfers out there everyday.  Great experience."
Brian P,"Adelaide, South Australia, Australia",Jun 2018,"Canggu is more laid-back than Seminyak and Kuta and also being next to echo Beach is great for Surfers and the young set. A little far out from the hustle and bustle of Seminyak and Kuta and if you want the 'cheap' shopping experience - then Canggu is not yet the place. The 'local' taxi service is quite exclusive and you pay up to double the rate for travel than if you were to get 'Blue Bird' cabs - which are 'locally excluded'. We were charged 150,000 IDR for a trip from Canggu to Seminyak but the 'Blue Bird' cab fare back was on the meter and only 70,000.If you don't need to go to Seminyak/Kuta and want a more relaxing holiday - then this area is a nice change and some great villa's here as well as cheap accommodation options for those happy with 'cheap'."
francois s,"Bali, Indonesia",Jun 2018,Love this beachFar from these australian beach club with loud music and so crowdedBali like we love
AWCostless,"Brisbane, Australia",Jun 2018,"Depending which side you're on: around the statue of the elephant lots of families, including locals, flying kites, sitting down and walking. Further to the left, lots of small bars and restaurants with seating on the beach, great for young people, good surfing. Further to the left still, larger restaurants, mainly bbq, good fresh food, nice all day around, but especially at sunset. The black sand sticks to the soles of your shoes!"
ClaireBare,"Sydney, Australia",Jul 2017,Canggu Beach was nice. Long stretch of beach from Echo Beach Club to The Lawn and Old Mans. On low tide it was interesting to explore the rock pools. 
ClaytonWatson,"Daylesford, Australia",Jun 2018,We are spoilt in Australia with our pristine beaches and surfing wise this is a great beach as long as you can deal with being hassled by droves of surfers from near and far. There is so much rubbish on this beach and with the black sand it sticks out like a sore thumb. The river that drains out into it is not the cleanest but the only place for kids to play as the surf is very strong and the whitewash cleans up small ones very easily. The surf shacks and warungs along the beach are on the most part clean and offer good food but La Brisa is the only decent setup along here. Development will surely see this area cleaned up....hopefully!
Gary S,26 contributions,May 2018,"we go to Canggu  beach often just to relax and watch the sunset, or sometime just to walk the dog. or go to a local restaurant to swim and eat'"
Fabio Z,"Glis, Switzerland",May 2018,it‘s a very nice place to enjoy the sea & the sun. good place to surf. way less crowded than kuta...
PCU,"Beijing, China",May 2018,Went there without any expectations. It was a surprise and I loved it. Black volcanic sand not very appealing at first sight. Wild but lovely. Great for surfing all day long. Different spots for different levels. It is not a fancy place for posh and trendy people. Great atmosphere and great sunset. 
madre&padre,Montenegro,May 2018,Biiiig sandy beach with big stone whos rise from water. Many nice restaurant and beach club with pool.
SalandPete,"Port Macquarie, Australia",Apr 2018,"Echo Beach and Canggu Beach near Old Mans is getting busier and busier, especially at sunset. Getting up at 530am for a surf makes no difference, it’s still really packed. The locals are making a great effort to pick up rubbish so it’s not as dirty as it used to be. A great place to watch the sunset with a Bintang or cocktail in hand!"
Alison W,38 contributions,Apr 2018,So peaceful and easy to find quiet time especially in the mornings. Great bars and cafes.  A walk from our fabulous villa down a quiet street also filled with fab organic and healthy cafes and yoga studio. It’s so peaceful here. 
Shaun T,"Ho Chi Minh City, Vietnam",Apr 2018,This place has really boomed since I was here last and really catering to a hipster culture but keeping some of its traditional identity with the rice paddies and local architecture. Next time we come here I think we will base ourselves here as it is good for the family and still has the buzz. 
Andrea A,"Vitoria-Gasteiz, Spain",Apr 2018,"Good place for relaxing on the deck chairs or doing some surf.The waves were high in the morning but the sea was calmer in the afternoon.I paid 50.000 IDR for a full day renting of a deck chair.There are many places were you can get drinks: beers, coconuts... "
SeonieNZ,"Papamoa, New Zealand",Jul 2017,"This place is like Burleigh or Nobby's Beach was to Surfers Paradise. Laid back, used to be forgotten, now it's becoming recognised and hipster cool popular. If Potato Head isn't your thin, chances are Canggu is. Hire scooters.Ride around. This is the place to relax, explore, and get to know Bali."
stargazerlily,"Hong Kong, China",Mar 2018,"Not a beach to lay at all day. You;ll be asked to buy a sun lounger, and there are nicer beaches in the region with golden sand. It's a surfers beach. "
Stephanie M,7 contributions,Apr 2018,"Canggu reminds me very much of certain beaches in Southern California (Venice).  Lots of hipster (I don’t mean that in a bad way) food spots and stores, surfers, and a cool vibe.  The food was consistently good.  We’re very beginner at surfing.  I’ve been both surfing and bodyboarding in Southern California and I felt it was pretty comparable.  The surf was a little choppy and blown out by the time we got there at 10.  We went back at 7 the next day and it was much better although we did not have time to surf the next day."
User749251,Louisiana,Mar 2018,"The beach is gorgeous black sand volcanic origin, Nice surfable waves, awesome sunsets! The city is bustling with activity!"
Zack S,"New York City, NY",Jan 2018,"One of the few beaches we went to not littered with trash, but the beach slopes aggressively so there's not much room for activities. Not many vendors on the beach so you don't get bothered much, which is also nice, and there's several large beachfront restaurant / resorts to hang out in.The surf was garbage the day I was there. There was plenty of power behind it, but the break was super choppy with no great shape to the waves. The broke all over the place and inconsistently - there was not one peak to sit on, it was all over the place. And the wave breaks several times and backs off again, depending on the exact power behind the swell, so positioning is near impossible. The mid break seemed to be best - the outside broke and backed off again too quickly and the inside had too much interference. Might be OK with a heavier swell building the outside peak. It was ~4 feet when I was there."
Tamara4513,"Palma de Mallorca, Spain",Mar 2018,"I knew that its not a place for swimming but I didn´t think that its so croudy. Its nice to walk along the seaside in the early morning or for sunset. Its very touristic, special full of surfer who ignore everybody except themselves-:))) Further up, leaving Canggu Beach there are less people and one can make long, long walks along the sea."
senay442,"Datca, Turkey",Mar 2018,"One of the surfers point in Bali. Sometimes really big waves and it is also fun to swim there. The beach is sand, there are sunbeds and sun shilds to hire, around 5-6 euro for two but it is ok without them also. There is a big club finn beach near and you can enter inside or chill outside on the sand free:)  There are surf rentals. You can find markets to grab water as well . It is one ofmy favorite spot for swimming , safe waves, energic young people around, no plastic in the sea and secure ( you can leave your stuff when you are swimming) not very crowded."
FalafelbarenSthlm,"Stockholm, Sweden",Mar 2018,"Dirty, dirt grey sand. Took a walk along the beach but didn´t even bother to check the water temperature. Construction work along big parts of the beach. There is a few places where you can rent surf boards and sun beds. Canggu is where you go to eat good food, and surf."
kenoo300,"Perth, Australia",Feb 2018,"Sand is dark and can get hot but had good surf and is great for long walks with a few river crossings and a few spots where locals have setup food carts etc, especially on the weekends when the river mouths especially get packed with local families playing and picnicking, v which was great to see and get involved with."
Sola25,43 contributions,Mar 2018,"good location for waiting n seeing sunset, for learning surfing n sunbathing, can rent surfing board here"
Wanderer596696,27 contributions,Feb 2018,One of the better beaches in Bali where you won't be harrassed while trying to relax or have a chilled surf! Definitely worth checking out and grabbing a bite to eat or a drink afterwards at all the amazing places in canngu!
Lexy D,2 contributions,Jan 2018,"lovely beach, not too crowed, close to heaps of good restaurants and shops, good surfing and lots of nice instructors, close to fun bars, great crowd of people in that area in general"
Hellocapitano,"Gili Trawangan, Indonesia",Sep 2017,canggu is the new bali awesome restaurant  and bars good waves for surfing but i hope the beach will be more clean 
dsulaiman2018,"Goettingen, Germany",Feb 2018,"Forget visiting this beach if you prefer white sands and blue water. This one has its strong waves, just perfect for surfing and for those who like to challenge the nature power, with its black rough sands. No 5 star hotels, which claim it as their private beach, just small local bars and they offer drinks and nice food for quite small prices. I hope it stays like this forever."
ElizabethMcGuire,"Omaha, Nebraska, United States",Nov 2017,"The beach was nice enough. I don't surf, but there were amazing surfers out there doing there thing and it was entertaining to watch them. There are countless high quality restaurants in Canggu and some good spas as well. I had a great time in this town overall. It's disheartening to see the locals living in such poverty aside the foreign population living in abundance. "
Bo An,"Sofia, Bulgaria",Jan 2018,"Should visit, there is a choice for clubs, the water is clear. some of the clubs are quite expensive."
JHEILSTYLE,"Dayton, OH",Dec 2017,"Great beach for a sunset, but there is often a lot of trash after rain storms. Good place to surf, chill and have a beer or listen to music from Finn's Beach Club"
Anastasia N,"Riga, Latvia",Jan 2018,"The beach is quite dirty, but overall it’s good for surf because of big waves. Surf instructors and boards are all around. Not so many people (although we were in low season)."
Svennucsor,"Rotterdam, The Netherlands",Jan 2018,"We were there during low rainy season so it might be totally different in high season. The beach is ok but nothing special for Asian standards. Good surfing I guess, nice waves. Beach suffers from plastic invasion unfortunately. Beach is lined with small beach bars that all look the same and have limited choice of drinks and soso food, no WiFi. Stay away from Finns Beach if you don’t wanna be ripped off while thinking you’re special."
Jessica C,"Bali, Indonesia",Jan 2018,This is a very popular beach to learn to surf. The sand is quite dark so hot under your feet. A lot of fun beach bars and great for people watching. 
SuskiQ,Australia,Jan 2018,"I believe it is seasonal but the garbage on the beach was revolting. The water looked grubby but, if you’re a surfer, there were some nice waves at both Batu Belong and Echo Beach. "
marijetta,14 contributions,Dec 2017,"We went there for sunset and it was beautiful..nice wave to just stroll around. Not quite but not crowded, clean. We love it!!!"
clive g,"London, UK",Dec 2017,"Top up on the suncream if you're thinking of strolling along this beach. Watch the surfers, and swimming in marked safe areas. Watch the tide as there a couple of rivers running into the sea and at high tide getting across may become trickey. Lovely sand. Many places to stop for a drink or a bite to eat. All tastes catered for."
escapewithkitty,"Western Australia, Australia",Dec 2017,lovely walk down to the beach some rough weather and rain during monsoon takes the beach away... Still a great place to people watch!
angelinalaura,"Jakarta, Indonesia",Dec 2017,"The Beach is not quiet, but clean enough, I entered from the gate next to Finn's Club.It has many coconut stalls, you can pick one and lay down on the bean bag they provide. the coconut price is Rp. 20.000 (approx. USD 1,5)."
Hizonfire,"Marikina, Philippines",Dec 2017,"The surf is probably for intermediate surfers as the swells are quite intimidating.The access stairs to the beach beside Finn Beach Bar is disgusting, since it's also the unfinished/haphazardly constructed sewer heading to the beach. We actually saw a rusty metal pipe from the opening head towards the beach - hope it doesn't hit anyone when the wave brings it back to shore.It seems the main attraction of this beach are the bars and party places around it, since the beach itself is honestly ho-hum with grayish sand and yes, trash littered around.Sunset is supposed to be spectacular but we didn't get to see it."
Elena P,Romania,Jun 2017,"This is a good, nice beach, very close to the place were we stayed. It was a bit dirty and we knew that from the owner of the place, but is a good place to make surf and relax a bit."
PerthYoga,"Perth, Australia",May 2017,"Nice drive out to some of the Northern Beaches. The beach was great, but I'm from Perth Australia so you will never get a 5 star out of me ;)"
darlygraham,"Tomar, Portugal",Dec 2017,"We're beach people and we'd been to several beaches around Bali for surfing spots. From all beaches, Canggu was the best place for it. Beach wasn't commercial, no locals sellers, and the sea was clear. Staying 5 days in Canggu and we chose it as our one of surfing lesson spot and it was an amazing experience.Will go for surfing lesson again!~next time."
TheresaSquit,"Philadelphia, Pennsylvania",Dec 2017,"This beach is disgusting. I don’t care how much you enjoy surfing, it is literally covered in trash.  So incredibly disappointing. I don’t know how anyone could recommend it.  "
catie231,London,Dec 2017,"Was very happy to be here. I hope  a pick up rubbish on the beach awareness community job starts because it would make the review five stars if there was no rubbish , bins for people to help clean up. It is an amazing place."
Joseph B,"Thousand Oaks, CA",Nov 2017,"What an amazing beach to spend the day. There are nice day beds, good food around the corner and it's nice to see the surfers in the water."
mikejlam,"New York City, NY",Dec 2017,We spend a couple of days at this beach. It was really nice. There were nice bars around and pretty girls to look at.
caddyandbellA,"Perth, Australia",Nov 2017,The beach is not the kind of place you want to throw a towel and swim but it is very pretty with rock formations etc.Lovely for a stross or a surf
HarryAuke,"Raalte, The Netherlands",Dec 2017,Lots of huge beach clubs and resorts together with some small place to get some cheap food or drinks. Beanbags or beach beds to sit in or lie on and an ideal place to see the beautiful sunset while everyone is in the water surfing. Unfortunately my surfing isn't that good.. lots to learn I suppose!
Scott K,"Sunrise Beach, Australia",Nov 2017,"Canggu beach is a major storm water out pour location , so unless you like wading around in all the filth that pollutes the streets then it is not hard to find somewhere better!Waves were average during my stay but I am told it does get good surf .You have to pay to park, halkers everywhere,  major construction sites on both sides and rubbish all around.I feel spoilt as I live where the beaches are so pristine but I can't help feel if you arrived here for your tropical beach getaway or honey moon the disappointment would  be unavoidable!"
Emm1702,"Singapore, Singapore",Dec 2017,Good place to surf. Not very crowded but beach still need some cleaning as it its quite dirty unlike Kuta.
suel442017,"Colorado City, CO",Nov 2017,"It is not for relaxing beach...but the place for surfer. The beach is not that clean, plenty hawkers around"
Coleta A,"Amsterdam, The Netherlands",Oct 2017,During daytime toe beach is soooooo cool with all the surf activities. What a vibes.During the night the beach turns into one big club..... excellent place to loose all stress
Nositha,"Johannesburg, South Africa",Nov 2017,"Not the best beach for swimming because of high waves,rocks and black sand. You will love it if you're into surfing. There's parties hosted on the beach which go on for all night and end at 4am, now those are  What make Canggu beach legendary!!"
Rick C,"Peregian Beach, Australia",Nov 2017,"Canggu is rubbish. Seriously, the beach itself is so over-rated. Sure, there’s is a good wave, bu other than that, it is an ugly beach and foreshore. Decrepit looking beach bars, dogs. Honestly, I don’t get it, I really don’t. All the nice restos and cafes are off the beach way up the various roads leading down, but why it is such a hub of excitement is more about the ‘scene’ methinks. Kuta has a better beach, just to put Canguu into perspective. "
jamesadamstone,"Denpasar, Indonesia",Nov 2017,"The beach is quite nice but the water is dirty, the locals are very friendly, are lots of hotels and restaurants to eat at and surf schools and surfing but not suitable for kids. Strong currents."
Harrisp6,"Melbourne, Australia",Nov 2017,"Shops very focused on the under 30 surf women and guys, A few good trendy cafes and only a couple of madssage places. very spread out so lots of walking with little shade as the road is through rice paddies."
Tour81093,4 contributions,Oct 2017,Popular surfing beach with decent breaks.  More accomplished surfers go outside while the inside is popular with those learning to surf and surf schools; can be busy as a consequence.  Super cool vibe though.  
Christian S,102 contributions,Sep 2017,"once a nice hidden spot, now crowded of vendor, pseudochiringuitos dirt, [people asking money also to breath.. only nice? sunset.. still a wow.. "
CassandraVeronica,"Sydney, Australia",Oct 2017,"Echo Beach was a delight to visit, but we didn't swim in the water. We found Canggu overall a nice place to visit, especially with the cafes and beach clubs. However, we were robbed in Canggu whilst walking on the street to dinner one night. We were 4 women walking to the main strip to have dinner when 2 teenage boys drove past and snatched my friend's bag that she was holding against her chest. They grabbed her, tore her dress and shoved her to the ground. They almost rode over the two women in front of us and then rode off. Whilst this is expected everywhere in the world, we never thought it could happen to us, until it did. Be smart, be alert and be safe."
surfriend10,"Kuta, Indonesia",Oct 2017,Wonderful lifecangu the best palaces for surfGood local food and good prizes Papa enjoy mama happy
Jinooi,"Singapore, Singapore",Oct 2017,"The entire Canggu area is still relatively less crowded and commercialised than nearby Seminyak. Worth visiting and taking the slightly longer trip. Fewer shops selling touristy stuff, and many more small boutiques and craft shops that are worth checking out, especially if you are looking for good deals on ladies' summer apparel, beach wear and the like.The beach is also a favourite surfers' haunt especially for beginners, as the surf is not as big and less treacherous than those further up and down the coast.Favourite hangout for the hippie and hipster crowd."
biribiriblablab... .,40 contributions,Oct 2017,"The waves were good to surf, board rental was cheap (50'000). The beach was full of plastic though and also the water isnt very nice here...Some good restaurants though!"
Pier Francesco P,22 contributions,Oct 2017,The beach is good and have a lots of little spot when you can chill drinking a beer and relax for the sunset. You can learn how to surf for 350rps with 2 hours lesson but don't expect quality waves. The sea sometimes is full of plastic but I think it depend on the currents. In complex is a good beach but in the south area there are a totally different kind of beaches.
Bonitatravelblog,"Amsterdam, The Netherlands",Oct 2017,The beach isnt so beautiful but we enjoyed a lot watching the surfers.  We rented sunbed including parasol for 100k roepies.  Nice view and we enjoyed our visit to the beach
Alenka,"Squamish, Canada",Oct 2017,"i surf there all the time, chill people, chill place! canggu in general is one of my faves from Bali!"
seanpurcell,"London, UK",Aug 2017,Great place where many people who choose to make their life in Bali live and surf. As a big meat consume the vegan and vegetarian food is some of the best in the world and restaurants of all types great value. Sometimes easier to walk than take a bike/taxi as much of the area is dissected by canals /rivers which means having to go quite far inland to cross bridges
Crossfitfoodie,"Manila, Philippines",Oct 2017,"40 mins away from the luxury resorts of Seminyak lies a stretch of beach filled with surfers in various skill levels.Much more laid back than Bali's more popular beaches, Canggu Beach, as other reviewers have noted feel more authentic with villas on rice paddies, and eco-centered restaurant and hotel concepts."
John B,"Geelong, Australia",Oct 2017,Lovely quiet part of Bali with great surf and lots of traditional restaurants. Villas back onto rice paddies and hotels very eco- centred. Next area go be developed with a huge InterContinental hotel being built. Some very trendy places to visit.
beyschmidt,"Sydney, Australia",Oct 2017,This is probably the best beach in Bali so far. We went to kuta and it was surrounded by Australians. Canggu felt like more authentic 
shaskify,"Jakarta, Indonesia",Oct 2017,"me and my finnish friend just decided to go to canggu beach for sunbathing! it was sunday and a lot of people there from foreigners to local! mostly just chillin by the beach waiting for sunset or surfing! the wavez so good ! since im a big fans of doggo, you'll see a lot of doggos with their owner walking dog and doing some train! ah so cute!!!"
BundyRed,"Duncraig, Australia",Sep 2017,Stayed in Canggu for 3 days and came down here every morning for a walk along the beach to watch Canggu go about its business.Not the best beach for swimming especially when the tide goes out it's best to learn to surf with many stalls catering for such.It is a good place to catch a sunset though...
Serena d,"Melbourne, Australia",Jul 2017,"One of my fave beaches on the plant! Echo Beach has black, sparkling volcanic sand and amazing waves for surfing. Many call it the new Kuta as surfers flock from all over the world to catch waves on this beach. If you are taking a stroll along Echo beach you can enjoy a drink or something to eat at one of many bars and restaurants. My fave is called OLD MAN. Make sure you check it out if you are ever on Echo Beach.  To get to Echo, grab a scooter or uber and it is only around 5 mins from the rice paddies of Canggu in Bali."
Frieder S,41 contributions,Sep 2017,not ideal for Swimming due to Streaming and waves but perfect for Surfing / wave-boarding. Possibility for Long beach-walks and having some dinks at the various bars where even beach.chairs are being offered complimentary.
waatphoo,"Phuket, Thailand",Sep 2017,"Maybe this isn't the destination of the most favorite destinations in Bali. But for us this is the most beautiful part we have ever visited. Spending time here is amazing day. See the beauty of the beach, enjoying the fabulous evening view while surfing. A very worthy place to visit."
Whistler_nick,"Whistler, Canada",Sep 2017,"The beach is a little dirty and the surf can be a little packed but when 2hr board rental coasts 5AUD you can't complain. I rented from SandBar and they were easy enough. I even left my wallet, phone and hat in a basket with them and it was safe enough. The Bar sells Bali Hai (sorry no bintang) For about 2AUD and there is live music in the evening. Better Spot to watch the sunset than Old Mans but the ""Bar"" is more of a shack... but thats half the charm. Note: 3/5 stars because it was a semi dirty beach"
Traveler531579,2 contributions,Sep 2017,This place has construction non stop building everywhere. Way over crowded waves if u like to surf. Don't waste your time.
misopiso88,"Seattle, WA",Jun 2017,"If you are looking for great surf, fun restaurants and KILLER sunsets, Canggu Beach is the perfect place.  Easy to rent a surf board and go yourself or find an instructor for lessons. Highly recommend!"
Nicole G,Oakenden,Sep 2017,Very dirty/littered but lovely location. Waves/surf is pretty intense. I wouldn't go in. 😉 lovely sunsets. Going to try the roast corn 🌽   
Jen G,35 contributions,Sep 2017,"The rubbish made the beach totally unappealing and smelly. There are a few nice bars along the beach for sure, but as far as beaches go.... nothing to write home about "
ffthomaz,"Lisbon, Portugal",Aug 2017,"First beach we went on Bali. Nice surprise.Dark sand, great waves and perfect for a stroll until Seminyak. You can walk for hours and there is a great choice on spots were you can eat and drink. If you see the La Laguna bridge, get inside. Great spot."
